device_id,account_id,reading_time,is_online,utilization_pct,downstream_mbps,upstream_mbps,latency_ms
DVC000072,ACCT000072,2026-06-20 12:00:00,True,38.5,135.9,17.4,35.1
DVC000072,ACCT000072,2026-06-21 12:00:00,True,42.5,147.6,15.0,36.9
DVC000072,ACCT000072,2026-06-22 12:00:00,True,39.1,147.0,20.6,36.5
DVC000072,ACCT000072,2026-06-23 12:00:00,True,39.2,149.0,12.9,27.1
DVC000072,ACCT000072,2026-06-24 12:00:00,True,33.1,143.0,17.0,33.4
DVC000072,ACCT000072,2026-06-25 12:00:00,True,22.6,124.8,17.3,20.8
DVC000072,ACCT000072,2026-06-26 12:00:00,True,23.3,131.2,16.8,28.6
DVC000072,ACCT000072,2026-06-27 12:00:00,True,46.0,137.5,12.7,38.1
DVC000072,ACCT000072,2026-06-28 12:00:00,True,34.8,136.5,11.8,42.8
DVC000072,ACCT000072,2026-06-29 12:00:00,True,31.4,125.2,17.1,31.4
DVC000073,ACCT000073,2026-05-31 12:00:00,True,43.0,208.7,23.7,37.8
DVC000073,ACCT000073,2026-06-01 12:00:00,True,39.8,201.9,25.5,36.9
DVC000073,ACCT000073,2026-06-02 12:00:00,True,55.1,243.7,20.3,54.0
DVC000073,ACCT000073,2026-06-03 12:00:00,True,46.6,231.7,29.0,47.3
DVC000073,ACCT000073,2026-06-04 12:00:00,True,47.3,211.9,31.7,33.5
DVC000073,ACCT000073,2026-06-05 12:00:00,True,48.6,233.1,33.9,35.9
DVC000073,ACCT000073,2026-06-06 12:00:00,True,44.6,207.2,21.8,45.1
DVC000073,ACCT000073,2026-06-07 12:00:00,True,59.3,230.0,26.5,49.0
DVC000073,ACCT000073,2026-06-08 12:00:00,True,62.3,229.9,29.2,45.6
DVC000073,ACCT000073,2026-06-09 12:00:00,True,56.9,240.2,30.4,38.4
DVC000073,ACCT000073,2026-06-10 12:00:00,True,34.2,217.5,18.8,35.2
DVC000073,ACCT000073,2026-06-11 12:00:00,True,54.2,235.1,23.5,47.6
DVC000073,ACCT000073,2026-06-12 12:00:00,True,44.2,199.0,16.2,35.8
DVC000073,ACCT000073,2026-06-13 12:00:00,True,48.9,203.4,30.1,40.6
DVC000073,ACCT000073,2026-06-14 12:00:00,True,50.9,222.7,20.3,40.1
DVC000073,ACCT000073,2026-06-15 12:00:00,True,51.2,218.7,21.1,50.8
DVC000073,ACCT000073,2026-06-16 12:00:00,True,58.9,240.1,27.2,50.0
DVC000073,ACCT000073,2026-06-17 12:00:00,True,62.5,249.5,36.6,53.2
DVC000073,ACCT000073,2026-06-18 12:00:00,True,37.7,224.0,24.7,38.4
DVC000073,ACCT000073,2026-06-19 12:00:00,True,43.2,207.9,19.2,43.7
DVC000073,ACCT000073,2026-06-20 12:00:00,True,41.7,212.7,28.0,40.5
DVC000073,ACCT000073,2026-06-21 12:00:00,True,56.3,214.3,23.7,44.6
DVC000073,ACCT000073,2026-06-22 12:00:00,True,71.3,238.9,34.2,54.7
DVC000073,ACCT000073,2026-06-23 12:00:00,True,54.2,232.9,30.1,41.6
DVC000073,ACCT000073,2026-06-24 12:00:00,True,46.8,211.4,19.7,49.1
DVC000073,ACCT000073,2026-06-25 12:00:00,True,45.8,222.4,31.7,39.1
DVC000073,ACCT000073,2026-06-26 12:00:00,True,53.4,240.4,28.8,47.0
DVC000073,ACCT000073,2026-06-27 12:00:00,True,47.7,225.3,29.7,39.8
DVC000073,ACCT000073,2026-06-28 12:00:00,True,38.3,215.9,18.4,39.3
DVC000073,ACCT000073,2026-06-29 12:00:00,True,26.8,197.0,17.0,28.1
DVC000074,ACCT000074,2026-05-31 12:00:00,True,49.8,143.5,16.3,48.4
DVC000074,ACCT000074,2026-06-01 12:00:00,True,56.9,149.4,18.1,43.8
DVC000074,ACCT000074,2026-06-02 12:00:00,True,36.0,133.8,14.6,33.5
DVC000074,ACCT000074,2026-06-03 12:00:00,True,38.8,134.1,15.6,29.6
DVC000074,ACCT000074,2026-06-04 12:00:00,True,63.5,170.6,25.2,38.8
DVC000074,ACCT000074,2026-06-05 12:00:00,True,48.5,154.4,22.6,50.2
DVC000074,ACCT000074,2026-06-06 12:00:00,True,46.7,139.2,12.7,38.2
DVC000074,ACCT000074,2026-06-07 12:00:00,True,51.1,159.3,23.8,38.7
DVC000074,ACCT000074,2026-06-08 12:00:00,True,57.0,153.6,17.1,47.0
DVC000074,ACCT000074,2026-06-09 12:00:00,True,50.5,155.5,19.6,41.9
DVC000074,ACCT000074,2026-06-10 12:00:00,True,53.6,157.7,21.9,44.2
DVC000074,ACCT000074,2026-06-11 12:00:00,True,39.9,133.3,14.3,33.2
DVC000074,ACCT000074,2026-06-12 12:00:00,True,56.6,162.8,13.2,41.7
DVC000074,ACCT000074,2026-06-13 12:00:00,True,49.6,158.6,15.7,39.0
DVC000074,ACCT000074,2026-06-14 12:00:00,True,42.0,142.2,21.3,30.4
DVC000074,ACCT000074,2026-06-15 12:00:00,True,49.3,159.3,16.8,40.2
DVC000074,ACCT000074,2026-06-16 12:00:00,True,52.2,152.5,13.9,44.8
DVC000074,ACCT000074,2026-06-17 12:00:00,True,51.0,149.7,20.8,44.1
DVC000074,ACCT000074,2026-06-18 12:00:00,True,44.4,154.5,20.4,37.2
DVC000074,ACCT000074,2026-06-19 12:00:00,True,50.7,147.3,14.5,43.4
DVC000074,ACCT000074,2026-06-20 12:00:00,True,53.2,146.0,13.3,36.9
DVC000074,ACCT000074,2026-06-21 12:00:00,True,35.4,143.4,12.9,32.0
DVC000074,ACCT000074,2026-06-22 12:00:00,True,44.5,147.0,18.6,41.1
DVC000074,ACCT000074,2026-06-23 12:00:00,True,39.8,151.0,14.3,29.1
DVC000074,ACCT000074,2026-06-24 12:00:00,True,37.2,137.7,15.7,36.7
DVC000074,ACCT000074,2026-06-25 12:00:00,True,57.9,146.2,19.5,53.3
DVC000074,ACCT000074,2026-06-26 12:00:00,True,65.8,167.1,23.3,57.9
DVC000074,ACCT000074,2026-06-27 12:00:00,True,42.0,141.3,20.4,39.5
DVC000074,ACCT000074,2026-06-28 12:00:00,True,32.7,137.3,12.0,34.6
DVC000074,ACCT000074,2026-06-29 12:00:00,True,28.5,135.8,12.9,28.2
DVC000075,ACCT000075,2026-05-31 12:00:00,True,46.0,223.1,27.5,36.1
DVC000075,ACCT000075,2026-06-01 12:00:00,True,46.5,223.0,24.4,38.0
DVC000075,ACCT000075,2026-06-02 12:00:00,True,38.9,205.5,18.9,39.0
DVC000075,ACCT000075,2026-06-03 12:00:00,True,37.6,216.1,18.0,39.2
DVC000075,ACCT000075,2026-06-04 12:00:00,True,51.5,206.1,18.4,39.3
DVC000075,ACCT000075,2026-06-05 12:00:00,True,38.6,218.5,31.0,41.1
DVC000075,ACCT000075,2026-06-06 12:00:00,True,39.5,215.5,29.9,38.9
DVC000075,ACCT000075,2026-06-07 12:00:00,True,49.0,224.7,31.7,45.3
DVC000075,ACCT000075,2026-06-08 12:00:00,True,51.9,212.4,30.5,33.9
DVC000075,ACCT000075,2026-06-09 12:00:00,True,34.9,190.7,17.9,29.0
DVC000075,ACCT000075,2026-06-10 12:00:00,True,39.6,202.0,27.7,37.7
DVC000075,ACCT000075,2026-06-11 12:00:00,True,26.4,201.4,25.1,21.6
DVC000075,ACCT000075,2026-06-12 12:00:00,True,57.7,231.0,32.2,48.4
DVC000075,ACCT000075,2026-06-13 12:00:00,True,46.3,221.4,30.8,42.0
DVC000075,ACCT000075,2026-06-14 12:00:00,True,65.6,233.0,26.2,52.8
DVC000075,ACCT000075,2026-06-15 12:00:00,True,51.0,226.7,33.0,41.8
DVC000075,ACCT000075,2026-06-16 12:00:00,True,36.7,222.6,26.5,31.1
DVC000075,ACCT000075,2026-06-17 12:00:00,True,61.5,238.4,26.9,55.1
DVC000075,ACCT000075,2026-06-18 12:00:00,True,42.0,211.5,29.1,27.0
DVC000075,ACCT000075,2026-06-19 12:00:00,True,38.8,225.3,18.3,36.0
DVC000075,ACCT000075,2026-06-20 12:00:00,True,43.0,218.2,31.9,37.9
DVC000075,ACCT000075,2026-06-21 12:00:00,True,39.6,205.9,23.7,39.2
DVC000075,ACCT000075,2026-06-22 12:00:00,True,39.1,203.2,27.8,25.2
DVC000075,ACCT000075,2026-06-23 12:00:00,True,60.9,248.2,25.1,57.5
DVC000075,ACCT000075,2026-06-24 12:00:00,True,59.4,249.4,22.8,53.8
DVC000075,ACCT000075,2026-06-25 12:00:00,True,43.9,207.7,18.9,41.2
DVC000075,ACCT000075,2026-06-26 12:00:00,True,37.8,214.1,21.3,34.6
DVC000075,ACCT000075,2026-06-27 12:00:00,True,50.0,209.8,20.5,49.2
DVC000075,ACCT000075,2026-06-28 12:00:00,True,61.3,234.0,32.0,50.4
DVC000075,ACCT000075,2026-06-29 12:00:00,True,54.3,215.1,30.0,37.7
DVC000076,ACCT000076,2026-05-31 12:00:00,True,38.3,128.2,17.3,41.1
DVC000076,ACCT000076,2026-06-01 12:00:00,True,36.2,145.4,14.1,34.1
DVC000076,ACCT000076,2026-06-02 12:00:00,True,52.5,154.1,17.3,41.6
DVC000076,ACCT000076,2026-06-03 12:00:00,True,39.4,139.8,14.6,36.0
DVC000076,ACCT000076,2026-06-04 12:00:00,True,38.9,139.3,14.9,42.1
DVC000076,ACCT000076,2026-06-05 12:00:00,True,44.7,155.7,19.2,34.9
DVC000076,ACCT000076,2026-06-06 12:00:00,True,58.5,160.8,18.6,54.9
DVC000076,ACCT000076,2026-06-07 12:00:00,True,33.0,129.5,18.8,31.1
DVC000076,ACCT000076,2026-06-08 12:00:00,True,69.0,161.3,16.9,48.7
DVC000076,ACCT000076,2026-06-09 12:00:00,True,47.3,147.0,12.5,40.5
DVC000076,ACCT000076,2026-06-10 12:00:00,True,62.7,163.9,23.3,59.1
DVC000076,ACCT000076,2026-06-11 12:00:00,True,38.9,149.9,17.6,32.7
DVC000076,ACCT000076,2026-06-12 12:00:00,True,28.8,138.0,18.5,28.4
DVC000076,ACCT000076,2026-06-13 12:00:00,True,47.4,149.6,19.3,41.9
DVC000076,ACCT000076,2026-06-14 12:00:00,True,50.2,142.1,16.3,35.9
DVC000076,ACCT000076,2026-06-15 12:00:00,True,35.0,129.1,11.6,36.9
DVC000076,ACCT000076,2026-06-16 12:00:00,True,50.2,154.9,12.5,40.5
DVC000076,ACCT000076,2026-06-17 12:00:00,True,46.8,133.9,11.0,38.3
DVC000076,ACCT000076,2026-06-18 12:00:00,True,28.5,138.5,16.1,17.6
DVC000076,ACCT000076,2026-06-19 12:00:00,True,52.3,149.9,15.7,38.3
DVC000076,ACCT000076,2026-06-20 12:00:00,True,39.0,141.2,20.5,43.9
DVC000076,ACCT000076,2026-06-21 12:00:00,True,48.5,155.4,19.4,44.0
DVC000076,ACCT000076,2026-06-22 12:00:00,True,37.3,138.9,17.3,37.5
DVC000076,ACCT000076,2026-06-23 12:00:00,True,44.8,142.0,14.2,37.4
DVC000076,ACCT000076,2026-06-24 12:00:00,True,41.5,151.8,13.0,35.4
DVC000076,ACCT000076,2026-06-25 12:00:00,True,48.2,147.3,13.0,31.0
DVC000076,ACCT000076,2026-06-26 12:00:00,True,47.9,142.0,17.8,40.0
DVC000076,ACCT000076,2026-06-27 12:00:00,True,31.9,143.5,11.7,30.0
DVC000076,ACCT000076,2026-06-28 12:00:00,True,44.3,141.4,15.8,37.0
DVC000076,ACCT000076,2026-06-29 12:00:00,True,54.3,154.3,22.5,43.4
DVC000077,ACCT000077,2026-05-31 12:00:00,True,32.5,144.9,21.3,28.0
DVC000077,ACCT000077,2026-06-01 12:00:00,True,44.9,152.1,15.5,44.2
DVC000077,ACCT000077,2026-06-02 12:00:00,True,38.9,131.4,18.4,43.8
DVC000077,ACCT000077,2026-06-03 12:00:00,True,46.1,136.2,16.5,33.6
DVC000077,ACCT000077,2026-06-04 12:00:00,True,39.3,145.1,15.8,35.3
DVC000077,ACCT000077,2026-06-05 12:00:00,True,53.2,145.5,19.9,45.8
DVC000077,ACCT000077,2026-06-06 12:00:00,True,44.5,146.8,14.3,45.8
DVC000077,ACCT000077,2026-06-07 12:00:00,True,35.6,132.2,14.6,32.7
DVC000077,ACCT000077,2026-06-08 12:00:00,True,27.9,128.6,18.0,26.4
DVC000077,ACCT000077,2026-06-09 12:00:00,True,33.0,142.3,19.1,38.1
DVC000077,ACCT000077,2026-06-10 12:00:00,True,29.5,131.0,14.0,33.8
DVC000077,ACCT000077,2026-06-11 12:00:00,True,50.0,152.7,17.3,33.6
DVC000077,ACCT000077,2026-06-12 12:00:00,True,47.5,144.8,15.7,46.1
DVC000077,ACCT000077,2026-06-13 12:00:00,True,47.7,139.7,16.3,44.2
DVC000077,ACCT000077,2026-06-14 12:00:00,True,45.9,139.9,13.3,45.5
DVC000077,ACCT000077,2026-06-15 12:00:00,True,52.1,155.9,19.4,45.8
DVC000077,ACCT000077,2026-06-16 12:00:00,True,52.8,153.6,13.8,45.6
DVC000077,ACCT000077,2026-06-17 12:00:00,True,39.6,140.3,13.5,38.4
DVC000077,ACCT000077,2026-06-18 12:00:00,True,50.2,155.8,21.2,41.9
DVC000077,ACCT000077,2026-06-19 12:00:00,True,41.0,137.5,19.2,44.0
DVC000077,ACCT000077,2026-06-20 12:00:00,True,33.6,126.2,18.4,27.4
DVC000077,ACCT000077,2026-06-21 12:00:00,True,27.8,138.8,15.1,29.9
DVC000077,ACCT000077,2026-06-22 12:00:00,True,42.9,151.2,13.7,36.3
DVC000077,ACCT000077,2026-06-23 12:00:00,True,40.1,148.5,21.5,33.9
DVC000077,ACCT000077,2026-06-24 12:00:00,True,49.2,144.8,14.8,40.9
DVC000077,ACCT000077,2026-06-25 12:00:00,True,39.7,132.9,13.1,32.7
DVC000077,ACCT000077,2026-06-26 12:00:00,True,26.3,124.2,17.1,34.1
DVC000077,ACCT000077,2026-06-27 12:00:00,True,32.7,140.1,14.3,32.0
DVC000077,ACCT000077,2026-06-28 12:00:00,True,27.5,133.6,15.0,26.2
DVC000077,ACCT000077,2026-06-29 12:00:00,True,29.3,131.1,11.0,29.6
DVC000078,ACCT000078,2026-05-31 12:00:00,True,63.2,151.0,21.7,44.9
DVC000078,ACCT000078,2026-06-01 12:00:00,True,60.3,160.2,18.6,57.3
DVC000078,ACCT000078,2026-06-02 12:00:00,True,69.5,149.4,14.3,54.6
DVC000078,ACCT000078,2026-06-03 12:00:00,True,49.2,144.0,19.2,30.2
DVC000078,ACCT000078,2026-06-04 12:00:00,True,49.6,158.8,20.4,48.5
DVC000078,ACCT000078,2026-06-05 12:00:00,True,64.7,157.9,21.1,53.4
DVC000078,ACCT000078,2026-06-06 12:00:00,True,66.8,163.8,21.5,53.9
DVC000078,ACCT000078,2026-06-07 12:00:00,True,47.6,147.7,12.0,42.9
DVC000078,ACCT000078,2026-06-08 12:00:00,True,40.4,131.5,16.6,39.6
DVC000078,ACCT000078,2026-06-09 12:00:00,True,55.5,145.9,13.4,40.2
DVC000078,ACCT000078,2026-06-10 12:00:00,True,62.3,159.0,15.1,54.4
DVC000078,ACCT000078,2026-06-11 12:00:00,True,68.6,150.0,19.6,55.6
DVC000078,ACCT000078,2026-06-12 12:00:00,True,54.4,158.8,19.1,42.2
DVC000078,ACCT000078,2026-06-13 12:00:00,True,63.6,159.3,22.1,45.3
DVC000078,ACCT000078,2026-06-14 12:00:00,True,63.8,166.3,22.6,56.8
DVC000078,ACCT000078,2026-06-15 12:00:00,True,53.9,151.5,18.4,43.7
DVC000078,ACCT000078,2026-06-16 12:00:00,True,60.3,148.3,21.4,54.5
DVC000078,ACCT000078,2026-06-17 12:00:00,True,58.6,161.6,22.1,47.7
DVC000078,ACCT000078,2026-06-18 12:00:00,True,65.0,171.7,20.1,55.3
DVC000078,ACCT000078,2026-06-19 12:00:00,True,56.9,160.8,23.1,45.1
DVC000078,ACCT000078,2026-06-20 12:00:00,True,76.2,172.9,14.1,56.7
DVC000078,ACCT000078,2026-06-21 12:00:00,True,64.7,150.9,15.4,55.2
DVC000078,ACCT000078,2026-06-22 12:00:00,True,64.6,164.3,18.9,48.2
DVC000078,ACCT000078,2026-06-23 12:00:00,True,53.0,147.7,17.2,48.2
DVC000078,ACCT000078,2026-06-24 12:00:00,True,59.1,162.5,14.0,40.6
DVC000078,ACCT000078,2026-06-25 12:00:00,True,60.2,143.1,16.2,39.7
DVC000078,ACCT000078,2026-06-26 12:00:00,True,67.0,164.6,20.6,49.4
DVC000078,ACCT000078,2026-06-27 12:00:00,True,73.3,178.4,23.9,63.2
DVC000078,ACCT000078,2026-06-28 12:00:00,True,70.8,162.2,17.3,59.2
DVC000078,ACCT000078,2026-06-29 12:00:00,True,57.1,154.4,18.8,40.8
DVC000079,ACCT000079,2026-05-31 12:00:00,True,42.6,199.4,17.5,34.8
DVC000079,ACCT000079,2026-06-01 12:00:00,True,56.4,236.0,24.8,51.3
DVC000079,ACCT000079,2026-06-02 12:00:00,True,66.9,239.6,33.3,58.1
DVC000079,ACCT000079,2026-06-03 12:00:00,True,68.2,246.3,23.9,54.0
DVC000079,ACCT000079,2026-06-04 12:00:00,True,48.6,220.9,27.8,46.9
DVC000079,ACCT000079,2026-06-05 12:00:00,True,61.5,253.0,22.3,49.4
DVC000079,ACCT000079,2026-06-06 12:00:00,True,65.7,253.7,36.5,43.8
DVC000079,ACCT000079,2026-06-07 12:00:00,True,39.2,209.8,17.9,23.9
DVC000079,ACCT000079,2026-06-08 12:00:00,True,50.1,221.9,23.5,44.7
DVC000079,ACCT000079,2026-06-09 12:00:00,True,65.6,244.3,20.8,48.1
DVC000079,ACCT000079,2026-06-10 12:00:00,True,64.5,256.6,22.8,43.3
DVC000079,ACCT000079,2026-06-11 12:00:00,True,42.5,226.2,27.2,39.9
DVC000079,ACCT000079,2026-06-12 12:00:00,True,52.2,234.2,30.7,44.8
DVC000079,ACCT000079,2026-06-13 12:00:00,True,46.5,223.2,21.0,43.0
DVC000079,ACCT000079,2026-06-14 12:00:00,True,48.0,233.4,31.7,38.7
DVC000079,ACCT000079,2026-06-15 12:00:00,True,46.9,200.9,20.7,44.1
DVC000079,ACCT000079,2026-06-16 12:00:00,True,47.8,214.3,17.2,42.4
DVC000079,ACCT000079,2026-06-17 12:00:00,True,53.8,211.6,24.2,45.4
DVC000079,ACCT000079,2026-06-18 12:00:00,True,43.8,228.0,28.9,42.9
DVC000079,ACCT000079,2026-06-19 12:00:00,True,54.7,215.9,29.2,40.2
DVC000079,ACCT000079,2026-06-20 12:00:00,True,58.5,214.7,19.7,47.4
DVC000079,ACCT000079,2026-06-21 12:00:00,True,58.6,232.9,28.6,50.0
DVC000079,ACCT000079,2026-06-22 12:00:00,True,51.5,222.2,25.0,40.6
DVC000079,ACCT000079,2026-06-23 12:00:00,True,45.4,213.6,18.9,34.3
DVC000079,ACCT000079,2026-06-24 12:00:00,True,81.3,265.8,33.5,60.8
DVC000079,ACCT000079,2026-06-25 12:00:00,True,51.9,217.1,20.1,38.9
DVC000079,ACCT000079,2026-06-26 12:00:00,True,35.6,221.8,25.5,39.6
DVC000079,ACCT000079,2026-06-27 12:00:00,True,33.4,206.6,23.7,31.9
DVC000079,ACCT000079,2026-06-28 12:00:00,True,40.6,199.7,16.8,41.3
DVC000079,ACCT000079,2026-06-29 12:00:00,True,48.9,234.8,35.0,36.2
DVC000080,ACCT000080,2026-05-31 12:00:00,True,63.9,157.8,20.5,44.4
DVC000080,ACCT000080,2026-06-01 12:00:00,True,65.9,154.2,20.4,48.0
DVC000080,ACCT000080,2026-06-02 12:00:00,True,72.2,167.5,18.3,61.2
DVC000080,ACCT000080,2026-06-03 12:00:00,True,49.9,146.9,21.5,37.3
DVC000080,ACCT000080,2026-06-04 12:00:00,True,64.4,167.6,23.9,51.5
DVC000080,ACCT000080,2026-06-05 12:00:00,True,61.5,157.3,18.7,41.3
DVC000080,ACCT000080,2026-06-06 12:00:00,True,61.2,144.5,19.1,48.2
DVC000080,ACCT000080,2026-06-07 12:00:00,True,55.3,152.7,21.5,52.6
DVC000080,ACCT000080,2026-06-08 12:00:00,True,43.9,132.1,14.9,36.7
DVC000080,ACCT000080,2026-06-09 12:00:00,True,59.7,143.2,11.8,53.6
DVC000080,ACCT000080,2026-06-10 12:00:00,True,50.5,141.4,20.2,38.2
DVC000080,ACCT000080,2026-06-11 12:00:00,True,33.5,133.8,13.4,37.2
DVC000080,ACCT000080,2026-06-12 12:00:00,True,42.3,133.9,12.6,34.5
DVC000080,ACCT000080,2026-06-13 12:00:00,True,57.4,155.8,23.0,47.8
DVC000080,ACCT000080,2026-06-14 12:00:00,True,63.1,145.5,15.4,53.0
DVC000080,ACCT000080,2026-06-15 12:00:00,True,68.5,168.0,14.8,54.6
DVC000080,ACCT000080,2026-06-16 12:00:00,True,40.3,133.7,19.4,41.2
DVC000080,ACCT000080,2026-06-17 12:00:00,True,49.8,146.9,13.8,44.2
DVC000080,ACCT000080,2026-06-18 12:00:00,True,56.5,164.4,14.9,57.8
DVC000080,ACCT000080,2026-06-19 12:00:00,True,44.3,145.5,16.1,33.9
DVC000080,ACCT000080,2026-06-20 12:00:00,True,39.9,142.3,14.6,42.3
DVC000080,ACCT000080,2026-06-21 12:00:00,True,47.8,153.4,19.3,32.6
DVC000080,ACCT000080,2026-06-22 12:00:00,True,54.4,143.1,14.8,39.8
DVC000080,ACCT000080,2026-06-23 12:00:00,True,45.2,155.2,18.9,36.2
DVC000080,ACCT000080,2026-06-24 12:00:00,True,41.5,139.4,15.6,38.9
DVC000080,ACCT000080,2026-06-25 12:00:00,True,42.9,133.5,15.6,42.8
DVC000080,ACCT000080,2026-06-26 12:00:00,True,30.8,144.0,21.5,26.9
DVC000080,ACCT000080,2026-06-27 12:00:00,True,39.4,129.0,10.5,34.8
DVC000080,ACCT000080,2026-06-28 12:00:00,True,56.8,164.0,14.9,52.8
DVC000080,ACCT000080,2026-06-29 12:00:00,True,52.5,146.9,17.3,46.3
DVC000081,ACCT000081,2026-05-31 12:00:00,True,42.5,228.9,33.4,23.1
DVC000081,ACCT000081,2026-06-01 12:00:00,True,44.8,226.7,25.5,45.8
DVC000081,ACCT000081,2026-06-02 12:00:00,True,39.2,200.8,23.5,46.4
DVC000081,ACCT000081,2026-06-03 12:00:00,True,53.8,239.1,31.1,52.8
DVC000081,ACCT000081,2026-06-04 12:00:00,True,33.4,215.2,21.7,31.0
DVC000081,ACCT000081,2026-06-05 12:00:00,True,28.0,198.2,23.7,36.4
DVC000081,ACCT000081,2026-06-06 12:00:00,True,49.4,218.0,28.1,43.3
DVC000081,ACCT000081,2026-06-07 12:00:00,True,51.1,206.9,16.9,39.9
DVC000081,ACCT000081,2026-06-08 12:00:00,True,27.6,198.0,18.6,29.6
DVC000081,ACCT000081,2026-06-09 12:00:00,True,47.4,219.4,28.5,37.3
DVC000081,ACCT000081,2026-06-10 12:00:00,True,59.5,221.2,25.7,47.8
DVC000081,ACCT000081,2026-06-11 12:00:00,True,61.2,222.6,32.8,41.7
DVC000081,ACCT000081,2026-06-12 12:00:00,True,47.5,220.4,23.2,38.3
DVC000081,ACCT000081,2026-06-13 12:00:00,True,58.5,242.5,21.7,39.6
DVC000081,ACCT000081,2026-06-14 12:00:00,True,52.5,224.9,28.3,44.3
DVC000081,ACCT000081,2026-06-15 12:00:00,True,51.0,211.0,21.6,47.5
DVC000081,ACCT000081,2026-06-16 12:00:00,True,43.1,214.7,30.1,43.4
DVC000081,ACCT000081,2026-06-17 12:00:00,True,59.2,219.2,21.6,43.0
DVC000081,ACCT000081,2026-06-18 12:00:00,True,52.7,222.3,30.0,47.6
DVC000081,ACCT000081,2026-06-19 12:00:00,True,66.4,236.2,31.6,42.3
DVC000081,ACCT000081,2026-06-20 12:00:00,True,76.1,265.5,35.9,55.6
DVC000081,ACCT000081,2026-06-21 12:00:00,True,52.2,239.0,29.0,30.9
DVC000081,ACCT000081,2026-06-22 12:00:00,True,67.0,253.1,26.8,54.5
DVC000081,ACCT000081,2026-06-23 12:00:00,True,64.4,234.1,24.3,55.7
DVC000081,ACCT000081,2026-06-24 12:00:00,True,44.4,221.2,22.5,48.0
DVC000081,ACCT000081,2026-06-25 12:00:00,True,62.8,227.6,18.6,59.8
DVC000081,ACCT000081,2026-06-26 12:00:00,True,55.0,219.4,17.8,50.4
DVC000081,ACCT000081,2026-06-27 12:00:00,True,68.8,252.8,27.5,51.1
DVC000081,ACCT000081,2026-06-28 12:00:00,True,43.4,228.2,28.5,34.0
DVC000081,ACCT000081,2026-06-29 12:00:00,True,42.9,211.4,30.1,39.7
DVC000082,ACCT000082,2026-05-31 12:00:00,True,54.9,241.1,23.0,52.5
DVC000082,ACCT000082,2026-06-01 12:00:00,True,48.1,229.7,33.2,35.7
DVC000082,ACCT000082,2026-06-02 12:00:00,True,42.7,214.4,24.1,31.6
DVC000082,ACCT000082,2026-06-03 12:00:00,True,61.8,240.9,21.4,55.2
DVC000082,ACCT000082,2026-06-04 12:00:00,True,65.3,223.0,21.5,46.6
DVC000082,ACCT000082,2026-06-05 12:00:00,True,42.3,216.5,21.7,40.2
DVC000082,ACCT000082,2026-06-06 12:00:00,True,49.0,228.6,29.6,40.7
DVC000082,ACCT000082,2026-06-07 12:00:00,True,41.0,223.8,28.9,38.8
DVC000082,ACCT000082,2026-06-08 12:00:00,True,53.4,219.5,18.4,37.9
DVC000082,ACCT000082,2026-06-09 12:00:00,True,46.6,214.4,25.3,39.3
DVC000082,ACCT000082,2026-06-10 12:00:00,True,31.8,193.3,21.9,27.8
DVC000082,ACCT000082,2026-06-11 12:00:00,True,45.0,204.5,17.4,34.3
DVC000082,ACCT000082,2026-06-12 12:00:00,True,56.3,229.6,31.3,49.6
DVC000082,ACCT000082,2026-06-13 12:00:00,True,49.9,225.3,27.9,48.8
DVC000082,ACCT000082,2026-06-14 12:00:00,True,54.5,224.4,33.3,46.0
DVC000082,ACCT000082,2026-06-15 12:00:00,True,30.6,214.9,25.7,27.9
DVC000082,ACCT000082,2026-06-16 12:00:00,True,34.8,213.6,30.7,42.0
DVC000082,ACCT000082,2026-06-17 12:00:00,True,54.8,242.8,25.7,33.5
DVC000082,ACCT000082,2026-06-18 12:00:00,True,37.8,200.0,24.7,28.0
DVC000082,ACCT000082,2026-06-19 12:00:00,True,50.2,213.7,30.2,37.4
DVC000082,ACCT000082,2026-06-20 12:00:00,True,48.4,210.9,28.0,45.2
DVC000082,ACCT000082,2026-06-21 12:00:00,True,43.8,212.0,24.3,28.0
DVC000082,ACCT000082,2026-06-22 12:00:00,True,50.0,233.9,23.2,52.7
DVC000082,ACCT000082,2026-06-23 12:00:00,True,34.1,218.8,25.9,34.8
DVC000082,ACCT000082,2026-06-24 12:00:00,True,41.8,215.9,22.8,37.7
DVC000082,ACCT000082,2026-06-25 12:00:00,True,44.0,222.9,21.9,37.7
DVC000082,ACCT000082,2026-06-26 12:00:00,True,45.5,223.0,22.4,36.7
DVC000082,ACCT000082,2026-06-27 12:00:00,True,47.4,236.2,26.5,40.5
DVC000082,ACCT000082,2026-06-28 12:00:00,True,37.5,215.5,30.6,27.8
DVC000082,ACCT000082,2026-06-29 12:00:00,True,61.2,232.9,24.0,47.1
DVC000083,ACCT000083,2026-05-31 12:00:00,True,48.9,151.8,14.8,46.1
DVC000083,ACCT000083,2026-06-01 12:00:00,True,31.1,127.9,12.0,27.4
DVC000083,ACCT000083,2026-06-02 12:00:00,True,36.2,138.6,14.8,32.6
DVC000083,ACCT000083,2026-06-03 12:00:00,True,42.5,144.8,18.3,32.0
DVC000083,ACCT000083,2026-06-04 12:00:00,True,47.9,139.9,16.1,38.9
DVC000083,ACCT000083,2026-06-05 12:00:00,True,35.5,140.7,20.9,33.5
DVC000083,ACCT000083,2026-06-06 12:00:00,True,40.0,145.7,20.5,22.7
