session_id,customer_id,session_start,session_end,duration_seconds,device_type,browser,os,entry_page,exit_page,page_views,referrer,authenticated,converted
WSN000000000444,CUST000258,2026-06-26 22:46:00,2026-06-26 22:51:37,337.7,Tablet,Safari,iOS,/support,/upgrade,9,Search,False,False
WSN000000000445,CUST000258,2026-06-26 21:51:00,2026-06-26 21:54:18,198.0,Desktop,Edge,Windows,/account,/support,6,Direct,True,False
WSN000000000446,CUST000258,2026-06-04 00:13:00,2026-06-04 00:15:01,121.3,Mobile,Safari,iOS,/upgrade,/home,7,Social,True,False
WSN000000000447,CUST000258,2026-06-10 05:19:00,2026-06-10 05:20:00,60.7,Mobile,Chrome,Android,/account,/plans,3,Direct,False,False
WSN000000000448,CUST000258,2026-06-15 16:13:00,2026-06-15 16:13:58,58.3,Desktop,Chrome,Windows,/support,/support,4,Email,True,True
WSN000000000449,CUST000258,2026-06-06 13:00:00,2026-06-06 13:02:42,162.3,Mobile,Chrome,Android,/upgrade,/home,4,Direct,False,False
WSN000000000450,CUST000258,2026-06-01 02:57:00,2026-06-01 03:01:21,261.3,Mobile,Chrome,Android,/upgrade,/home,7,Email,False,False
WSN000000000451,CUST000260,2026-05-31 05:35:00,2026-05-31 05:42:24,444.5,Mobile,Chrome,Android,/account,/upgrade,11,Direct,True,False
WSN000000000452,CUST000260,2026-06-12 20:04:00,2026-06-12 20:06:37,157.0,Desktop,Edge,Windows,/upgrade,/billing,7,Direct,False,False
WSN000000000453,CUST000260,2026-06-18 03:06:00,2026-06-18 03:06:26,26.9,Mobile,Chrome,Android,/outage-status,/account,2,Ad,True,False
WSN000000000454,CUST000260,2026-06-21 18:42:00,2026-06-21 18:43:07,67.7,Desktop,Chrome,Windows,/outage-status,/billing,5,Ad,False,False
WSN000000000455,CUST000261,2026-06-22 09:38:00,2026-06-22 09:39:03,63.7,Desktop,Chrome,macOS,/billing,/home,4,Search,True,True
WSN000000000456,CUST000261,2026-06-27 23:18:00,2026-06-27 23:21:11,191.9,Mobile,Chrome,Android,/support,/home,6,Social,True,False
WSN000000000457,CUST000261,2026-06-06 18:43:00,2026-06-06 18:43:14,14.4,Mobile,Firefox,Android,/outage-status,/outage-status,1,Direct,False,False
WSN000000000458,CUST000261,2026-06-25 14:53:00,2026-06-25 14:54:22,82.0,Desktop,Edge,Windows,/plans,/home,6,Email,False,False
WSN000000000459,CUST000261,2026-06-08 21:10:00,2026-06-08 21:12:50,170.5,Desktop,Chrome,Windows,/plans,/support,10,Direct,True,True
WSN000000000460,CUST000261,2026-06-17 10:01:00,2026-06-17 10:07:47,407.0,Desktop,Safari,macOS,/upgrade,/support,11,Search,False,False
WSN000000000461,CUST000261,2026-06-08 21:09:00,2026-06-08 21:10:04,64.9,Mobile,Chrome,Android,/account,/plans,3,Direct,True,False
WSN000000000462,CUST000261,2026-06-24 02:17:00,2026-06-24 02:23:32,392.2,Desktop,Safari,macOS,/home,/support,11,Email,True,False
WSN000000000463,CUST000268,2026-06-01 02:47:00,2026-06-01 02:50:29,209.7,Mobile,Safari,iOS,/support,/plans,10,Ad,False,False
WSN000000000464,CUST000268,2026-06-01 03:42:00,2026-06-01 03:43:43,103.9,Desktop,Safari,macOS,/billing,/home,12,Email,True,False
WSN000000000465,CUST000268,2026-06-26 11:34:00,2026-06-26 11:34:59,59.8,Mobile,Safari,iOS,/outage-status,/billing,6,Ad,True,False
WSN000000000466,CUST000268,2026-06-21 03:28:00,2026-06-21 03:31:15,195.9,Mobile,Chrome,Android,/plans,/outage-status,9,Email,True,False
WSN000000000467,CUST000268,2026-06-11 10:41:00,2026-06-11 10:43:09,129.8,Desktop,Chrome,Windows,/plans,/account,6,Direct,True,False
WSN000000000468,CUST000268,2026-06-02 14:42:00,2026-06-02 14:44:01,121.1,Desktop,Chrome,Windows,/account,/billing,12,Search,False,False
WSN000000000469,CUST000276,2026-06-06 15:07:00,2026-06-06 15:10:23,203.5,Mobile,Chrome,Android,/upgrade,/account,7,Direct,True,False
WSN000000000470,CUST000276,2026-06-26 13:04:00,2026-06-26 13:07:23,203.2,Desktop,Chrome,Windows,/home,/support,5,Email,False,False
WSN000000000471,CUST000276,2026-06-21 04:49:00,2026-06-21 04:53:24,264.0,Mobile,Chrome,Android,/home,/plans,6,Email,True,True
WSN000000000472,CUST000276,2026-06-05 13:06:00,2026-06-05 13:06:56,56.5,Mobile,Safari,iOS,/account,/outage-status,2,Direct,False,False
WSN000000000473,CUST000276,2026-06-23 11:50:00,2026-06-23 11:57:51,471.0,Mobile,Safari,iOS,/upgrade,/account,12,Social,True,False
WSN000000000474,CUST000276,2026-06-16 23:40:00,2026-06-16 23:43:28,208.5,Mobile,Chrome,Android,/upgrade,/home,6,Social,True,False
WSN000000000475,CUST000276,2026-06-16 03:37:00,2026-06-16 03:40:24,204.2,Mobile,Chrome,iOS,/support,/plans,5,Direct,True,True
WSN000000000476,CUST000276,2026-06-23 12:50:00,2026-06-23 12:50:43,43.0,Mobile,Safari,iOS,/plans,/billing,2,Direct,True,False
WSN000000000477,CUST000281,2026-06-27 07:43:00,2026-06-27 07:46:30,210.1,Mobile,Firefox,Android,/outage-status,/plans,5,Direct,False,False
WSN000000000478,CUST000281,2026-06-10 21:40:00,2026-06-10 21:43:58,238.3,Tablet,Safari,iOS,/account,/support,6,Direct,False,False
WSN000000000479,CUST000281,2026-06-24 03:29:00,2026-06-24 03:31:12,132.0,Desktop,Chrome,Windows,/outage-status,/outage-status,4,Email,False,False
WSN000000000480,CUST000281,2026-06-10 01:56:00,2026-06-10 02:00:28,268.0,Mobile,Safari,iOS,/home,/account,7,Direct,True,True
WSN000000000481,CUST000282,2026-06-03 12:07:00,2026-06-03 12:07:11,11.4,Desktop,Chrome,macOS,/account,/account,1,Search,False,False
WSN000000000482,CUST000282,2026-06-17 06:19:00,2026-06-17 06:20:21,81.2,Desktop,Chrome,Windows,/home,/home,5,Direct,True,False
WSN000000000483,CUST000282,2026-06-18 08:54:00,2026-06-18 08:59:09,309.3,Mobile,Chrome,Android,/plans,/support,12,Direct,True,False
WSN000000000484,CUST000282,2026-06-23 22:51:00,2026-06-23 22:54:13,193.5,Mobile,Safari,iOS,/upgrade,/support,9,Search,True,False
WSN000000000485,CUST000283,2026-06-05 12:16:00,2026-06-05 12:21:35,335.9,Tablet,Chrome,Android,/billing,/upgrade,11,Direct,False,False
WSN000000000486,CUST000283,2026-06-19 08:29:00,2026-06-19 08:31:27,147.4,Mobile,Safari,iOS,/home,/support,8,Search,True,True
WSN000000000487,CUST000283,2026-06-26 17:00:00,2026-06-26 17:03:06,186.8,Desktop,Chrome,Windows,/home,/upgrade,6,Direct,True,False
WSN000000000488,CUST000283,2026-05-31 10:02:00,2026-05-31 10:04:31,151.4,Mobile,Safari,iOS,/home,/support,9,Ad,True,False
WSN000000000489,CUST000283,2026-06-08 02:19:00,2026-06-08 02:23:11,251.0,Mobile,Safari,iOS,/billing,/support,6,Search,True,False
WSN000000000490,CUST000283,2026-05-31 06:25:00,2026-05-31 06:28:03,183.2,Desktop,Chrome,Windows,/upgrade,/billing,7,Search,True,True
WSN000000000491,CUST000283,2026-06-17 11:59:00,2026-06-17 11:59:13,13.9,Tablet,Chrome,Android,/home,/home,1,Direct,False,False
WSN000000000492,CUST000285,2026-06-16 08:58:00,2026-06-16 08:59:10,70.2,Desktop,Chrome,macOS,/home,/upgrade,6,Search,False,False
WSN000000000493,CUST000285,2026-06-18 11:12:00,2026-06-18 11:17:23,323.9,Mobile,Safari,iOS,/outage-status,/billing,10,Search,True,True
WSN000000000494,CUST000285,2026-06-21 14:14:00,2026-06-21 14:14:56,56.6,Mobile,Chrome,iOS,/account,/plans,3,Email,True,True
WSN000000000495,CUST000285,2026-05-31 22:39:00,2026-05-31 22:42:07,187.3,Desktop,Chrome,macOS,/account,/support,8,Direct,True,True
WSN000000000496,CUST000289,2026-06-07 16:20:00,2026-06-07 16:28:12,492.1,Mobile,Chrome,iOS,/upgrade,/upgrade,11,Direct,True,False
WSN000000000497,CUST000289,2026-06-20 03:56:00,2026-06-20 04:04:58,538.8,Mobile,Chrome,Android,/account,/upgrade,12,Search,False,False
WSN000000000498,CUST000289,2026-06-28 00:28:00,2026-06-28 00:30:02,122.9,Desktop,Edge,Windows,/upgrade,/home,10,Direct,False,False
WSN000000000499,CUST000289,2026-06-06 08:49:00,2026-06-06 08:50:39,99.8,Desktop,Chrome,Windows,/plans,/plans,11,Email,True,False
WSN000000000500,CUST000289,2026-06-15 20:57:00,2026-06-15 20:58:02,62.1,Mobile,Chrome,Android,/billing,/billing,3,Direct,True,False
WSN000000000501,CUST000289,2026-06-23 17:13:00,2026-06-23 17:18:55,355.5,Desktop,Chrome,macOS,/plans,/support,8,Search,False,False
WSN000000000502,CUST000289,2026-06-25 11:22:00,2026-06-25 11:28:14,374.2,Mobile,Safari,iOS,/account,/upgrade,9,Search,False,False
WSN000000000503,CUST000291,2026-06-29 10:28:00,2026-06-29 10:28:39,39.7,Desktop,Edge,Windows,/plans,/plans,1,Search,False,False
WSN000000000504,CUST000291,2026-06-01 12:11:00,2026-06-01 12:11:26,26.1,Desktop,Chrome,macOS,/billing,/billing,1,Search,True,True
WSN000000000505,CUST000291,2026-06-26 20:13:00,2026-06-26 20:19:14,374.3,Desktop,Chrome,Windows,/account,/home,11,Search,False,False
WSN000000000506,CUST000291,2026-06-14 17:29:00,2026-06-14 17:30:14,74.3,Desktop,Chrome,Windows,/plans,/home,2,Social,True,False
WSN000000000507,CUST000291,2026-06-13 05:05:00,2026-06-13 05:07:38,158.9,Desktop,Chrome,Windows,/upgrade,/plans,5,Social,True,False
WSN000000000508,CUST000291,2026-06-05 17:59:00,2026-06-05 18:02:03,183.7,Desktop,Safari,macOS,/plans,/home,5,Search,False,False
WSN000000000509,CUST000291,2026-06-07 14:21:00,2026-06-07 14:24:10,190.8,Desktop,Edge,Windows,/home,/outage-status,7,Search,True,False
WSN000000000510,CUST000291,2026-06-18 17:45:00,2026-06-18 17:50:09,309.2,Desktop,Chrome,Windows,/outage-status,/support,8,Email,True,True
WSN000000000511,CUST000293,2026-06-23 23:46:00,2026-06-23 23:50:24,264.2,Desktop,Chrome,macOS,/outage-status,/account,9,Search,False,False
WSN000000000512,CUST000293,2026-06-29 07:33:00,2026-06-29 07:38:14,314.1,Mobile,Chrome,iOS,/support,/home,9,Direct,False,False
WSN000000000513,CUST000293,2026-06-10 12:55:00,2026-06-10 12:58:40,220.8,Mobile,Chrome,Android,/billing,/home,9,Email,False,False
WSN000000000514,CUST000294,2026-06-01 23:15:00,2026-06-01 23:21:05,365.2,Mobile,Safari,iOS,/billing,/upgrade,10,Ad,True,True
WSN000000000515,CUST000294,2026-06-29 08:02:00,2026-06-29 08:03:01,61.2,Desktop,Chrome,Windows,/upgrade,/plans,3,Search,False,False
WSN000000000516,CUST000294,2026-06-07 13:16:00,2026-06-07 13:20:45,285.7,Mobile,Safari,iOS,/support,/outage-status,7,Search,False,False
WSN000000000517,CUST000295,2026-06-23 15:54:00,2026-06-23 15:55:38,98.3,Mobile,Chrome,Android,/account,/upgrade,3,Search,False,False
WSN000000000518,CUST000295,2026-06-09 23:03:00,2026-06-09 23:05:31,151.0,Mobile,Chrome,Android,/plans,/account,6,Search,False,False
WSN000000000519,CUST000297,2026-06-10 02:08:00,2026-06-10 02:09:45,105.9,Desktop,Chrome,macOS,/account,/plans,5,Search,True,False
WSN000000000520,CUST000297,2026-06-17 00:03:00,2026-06-17 00:05:00,120.5,Desktop,Chrome,Windows,/billing,/outage-status,12,Direct,False,False
WSN000000000521,CUST000301,2026-06-16 18:43:00,2026-06-16 18:44:56,116.6,Mobile,Safari,iOS,/outage-status,/outage-status,3,Search,False,False
WSN000000000522,CUST000301,2026-06-16 08:43:00,2026-06-16 08:49:35,395.0,Mobile,Safari,iOS,/billing,/billing,11,Direct,False,False
WSN000000000523,CUST000302,2026-06-15 09:41:00,2026-06-15 09:43:46,166.1,Mobile,Chrome,Android,/support,/support,9,Direct,False,False
WSN000000000524,CUST000302,2026-06-11 19:11:00,2026-06-11 19:16:26,326.9,Mobile,Safari,iOS,/home,/billing,10,Social,True,False
WSN000000000525,CUST000302,2026-06-19 15:35:00,2026-06-19 15:35:18,18.1,Desktop,Safari,macOS,/upgrade,/upgrade,1,Search,False,False
WSN000000000526,CUST000302,2026-06-23 23:00:00,2026-06-23 23:04:22,262.4,Desktop,Chrome,Windows,/billing,/upgrade,8,Search,False,False
WSN000000000527,CUST000302,2026-06-19 01:15:00,2026-06-19 01:18:38,218.8,Mobile,Chrome,Android,/account,/upgrade,11,Email,False,False
WSN000000000528,CUST000302,2026-05-31 00:41:00,2026-05-31 00:47:21,381.5,Mobile,Firefox,Android,/billing,/outage-status,12,Social,False,False
WSN000000000529,CUST000302,2026-06-18 02:21:00,2026-06-18 02:22:06,66.2,Desktop,Chrome,Windows,/outage-status,/account,6,Search,True,False
WSN000000000530,CUST000302,2026-05-31 16:36:00,2026-05-31 16:37:49,109.5,Mobile,Chrome,Android,/outage-status,/outage-status,7,Direct,False,False
WSN000000000531,CUST000304,2026-06-25 04:40:00,2026-06-25 04:43:13,193.1,Desktop,Safari,macOS,/plans,/upgrade,8,Direct,False,False
WSN000000000532,CUST000304,2026-06-20 12:17:00,2026-06-20 12:17:52,52.3,Tablet,Chrome,Android,/account,/plans,4,Search,True,False
WSN000000000533,CUST000306,2026-06-27 12:17:00,2026-06-27 12:19:03,123.9,Mobile,Firefox,Android,/account,/support,7,Direct,False,False
WSN000000000534,CUST000308,2026-06-16 04:25:00,2026-06-16 04:28:04,184.0,Mobile,Chrome,iOS,/upgrade,/upgrade,11,Search,True,False
WSN000000000535,CUST000308,2026-06-28 20:00:00,2026-06-28 20:02:11,131.8,Mobile,Chrome,Android,/upgrade,/upgrade,4,Direct,True,False
WSN000000000536,CUST000308,2026-06-10 13:12:00,2026-06-10 13:12:17,17.5,Desktop,Chrome,Windows,/plans,/outage-status,2,Direct,False,False
WSN000000000537,CUST000308,2026-06-13 23:37:00,2026-06-13 23:37:31,31.1,Mobile,Chrome,Android,/outage-status,/outage-status,1,Direct,True,False
WSN000000000538,CUST000310,2026-06-29 07:39:00,2026-06-29 07:42:07,187.6,Mobile,Safari,iOS,/outage-status,/billing,8,Direct,False,False
WSN000000000539,CUST000310,2026-06-11 17:07:00,2026-06-11 17:07:34,34.4,Desktop,Edge,Windows,/upgrade,/upgrade,1,Direct,False,False
WSN000000000540,CUST000310,2026-06-05 17:01:00,2026-06-05 17:02:49,109.8,Desktop,Safari,macOS,/plans,/home,3,Search,False,False
WSN000000000541,CUST000310,2026-06-02 14:28:00,2026-06-02 14:28:44,44.1,Desktop,Chrome,macOS,/plans,/billing,3,Direct,True,False
WSN000000000542,CUST000310,2026-06-14 02:52:00,2026-06-14 02:59:09,429.2,Mobile,Firefox,Android,/billing,/billing,10,Search,False,False
WSN000000000543,CUST000310,2026-06-19 00:09:00,2026-06-19 00:12:03,183.4,Desktop,Chrome,Windows,/outage-status,/outage-status,11,Direct,True,False
WSN000000000544,CUST000310,2026-06-27 20:49:00,2026-06-27 20:55:28,388.3,Mobile,Chrome,Android,/account,/upgrade,9,Search,True,False
WSN000000000545,CUST000312,2026-05-31 13:01:00,2026-05-31 13:08:18,438.4,Desktop,Edge,Windows,/support,/home,10,Search,True,False
WSN000000000546,CUST000312,2026-06-06 05:52:00,2026-06-06 05:54:19,139.2,Desktop,Safari,macOS,/upgrade,/upgrade,4,Search,True,False
WSN000000000547,CUST000315,2026-06-23 23:48:00,2026-06-23 23:48:39,39.4,Mobile,Safari,iOS,/plans,/plans,1,Email,False,False
WSN000000000548,CUST000315,2026-06-27 15:48:00,2026-06-27 15:48:58,58.7,Tablet,Safari,iOS,/support,/account,6,Direct,True,False
WSN000000000549,CUST000316,2026-06-07 18:40:00,2026-06-07 18:42:59,179.4,Tablet,Chrome,Android,/upgrade,/billing,4,Search,False,False
WSN000000000550,CUST000316,2026-06-01 00:01:00,2026-06-01 00:01:12,12.0,Mobile,Chrome,Android,/support,/support,1,Direct,True,False
WSN000000000551,CUST000316,2026-06-01 22:56:00,2026-06-01 22:59:44,224.7,Desktop,Edge,Windows,/account,/upgrade,12,Search,True,True
WSN000000000552,CUST000316,2026-06-28 11:32:00,2026-06-28 11:33:45,105.7,Desktop,Chrome,Windows,/account,/plans,3,Direct,True,True
WSN000000000553,CUST000316,2026-06-19 12:28:00,2026-06-19 12:28:12,12.3,Tablet,Safari,iOS,/support,/support,1,Social,False,False
WSN000000000554,CUST000316,2026-06-26 04:25:00,2026-06-26 04:29:36,276.0,Mobile,Chrome,iOS,/account,/plans,9,Direct,True,False
WSN000000000555,CUST000316,2026-06-06 01:03:00,2026-06-06 01:08:14,314.5,Desktop,Firefox,macOS,/home,/home,8,Email,True,False
WSN000000000556,CUST000317,2026-06-28 02:08:00,2026-06-28 02:08:51,51.8,Mobile,Chrome,Android,/billing,/support,3,Direct,False,False
WSN000000000557,CUST000317,2026-06-29 20:22:00,2026-06-29 20:22:29,29.8,Desktop,Edge,Windows,/billing,/billing,1,Search,True,False
WSN000000000558,CUST000317,2026-06-10 05:08:00,2026-06-10 05:15:32,452.7,Mobile,Chrome,Android,/outage-status,/support,12,Social,True,False
WSN000000000559,CUST000317,2026-06-04 20:37:00,2026-06-04 20:37:43,43.7,Mobile,Safari,iOS,/support,/home,5,Social,True,True
WSN000000000560,CUST000318,2026-06-15 05:29:00,2026-06-15 05:29:35,35.3,Desktop,Chrome,Windows,/upgrade,/upgrade,1,Search,False,False
WSN000000000561,CUST000318,2026-06-22 11:53:00,2026-06-22 11:54:49,109.2,Mobile,Chrome,Android,/home,/plans,5,Search,True,True
WSN000000000562,CUST000318,2026-06-06 16:04:00,2026-06-06 16:10:21,381.4,Desktop,Edge,Windows,/outage-status,/account,10,Direct,True,False
WSN000000000563,CUST000318,2026-06-23 06:53:00,2026-06-23 06:55:08,128.0,Tablet,Safari,iOS,/support,/support,8,Search,True,True
WSN000000000564,CUST000318,2026-06-28 22:37:00,2026-06-28 22:40:06,186.1,Desktop,Chrome,Windows,/home,/plans,10,Email,False,False
WSN000000000565,CUST000319,2026-06-22 05:21:00,2026-06-22 05:23:00,120.4,Mobile,Safari,iOS,/support,/account,3,Search,True,False
WSN000000000566,CUST000319,2026-06-10 11:12:00,2026-06-10 11:12:43,43.8,Desktop,Chrome,Windows,/outage-status,/outage-status,1,Email,False,False
WSN000000000567,CUST000319,2026-06-18 00:17:00,2026-06-18 00:22:33,333.0,Desktop,Chrome,Windows,/upgrade,/account,12,Search,True,False
WSN000000000568,CUST000319,2026-06-02 17:09:00,2026-06-02 17:10:05,65.2,Mobile,Chrome,Android,/account,/support,4,Social,True,False
WSN000000000569,CUST000319,2026-06-29 17:40:00,2026-06-29 17:43:30,210.1,Desktop,Edge,Windows,/upgrade,/plans,7,Direct,True,False
WSN000000000570,CUST000322,2026-06-18 09:15:00,2026-06-18 09:15:46,46.7,Desktop,Chrome,Windows,/account,/billing,5,Search,True,True
WSN000000000571,CUST000322,2026-06-22 15:13:00,2026-06-22 15:16:37,217.5,Mobile,Safari,iOS,/support,/home,8,Direct,False,False
WSN000000000572,CUST000324,2026-06-17 07:01:00,2026-06-17 07:05:19,259.6,Desktop,Safari,macOS,/home,/upgrade,7,Direct,False,False
WSN000000000573,CUST000324,2026-06-05 09:02:00,2026-06-05 09:05:11,191.1,Mobile,Chrome,Android,/billing,/billing,9,Search,True,True
WSN000000000574,CUST000324,2026-06-19 09:28:00,2026-06-19 09:29:38,98.0,Mobile,Chrome,Android,/support,/account,6,Search,False,False
WSN000000000575,CUST000324,2026-06-28 19:42:00,2026-06-28 19:43:23,83.9,Mobile,Chrome,Android,/plans,/plans,10,Search,False,False
WSN000000000576,CUST000324,2026-06-10 08:01:00,2026-06-10 08:02:05,65.4,Desktop,Chrome,macOS,/upgrade,/outage-status,4,Search,False,False
WSN000000000577,CUST000324,2026-06-12 00:35:00,2026-06-12 00:38:57,237.6,Mobile,Safari,iOS,/account,/upgrade,12,Direct,True,False
WSN000000000578,CUST000324,2026-06-03 07:06:00,2026-06-03 07:07:56,116.4,Desktop,Safari,macOS,/plans,/outage-status,5,Direct,True,True
WSN000000000579,CUST000324,2026-06-13 23:26:00,2026-06-13 23:27:05,65.2,Desktop,Chrome,macOS,/upgrade,/account,2,Search,False,False
WSN000000000580,CUST000326,2026-06-27 18:29:00,2026-06-27 18:31:01,121.4,Desktop,Chrome,Windows,/account,/account,3,Social,False,False
WSN000000000581,CUST000329,2026-06-23 02:49:00,2026-06-23 02:52:53,233.6,Desktop,Edge,Windows,/account,/outage-status,8,Search,False,False
WSN000000000582,CUST000329,2026-06-22 18:22:00,2026-06-22 18:30:57,537.5,Mobile,Safari,iOS,/home,/outage-status,12,Direct,False,False
WSN000000000583,CUST000329,2026-06-15 16:49:00,2026-06-15 16:49:20,20.4,Mobile,Safari,iOS,/plans,/plans,1,Direct,False,False
WSN000000000584,CUST000329,2026-06-13 01:04:00,2026-06-13 01:04:21,21.8,Mobile,Safari,iOS,/upgrade,/upgrade,1,Direct,True,False
WSN000000000585,CUST000329,2026-06-08 07:35:00,2026-06-08 07:36:36,96.8,Mobile,Chrome,Android,/outage-status,/account,8,Ad,True,True
WSN000000000586,CUST000329,2026-06-26 05:19:00,2026-06-26 05:21:32,152.4,Tablet,Chrome,Android,/outage-status,/outage-status,5,Direct,True,False
WSN000000000587,CUST000329,2026-06-19 19:31:00,2026-06-19 19:32:45,105.4,Desktop,Chrome,Windows,/support,/account,8,Email,True,False
WSN000000000588,CUST000330,2026-06-23 13:54:00,2026-06-23 13:56:19,139.5,Desktop,Chrome,Windows,/support,/support,9,Direct,False,False
WSN000000000589,CUST000330,2026-06-13 13:16:00,2026-06-13 13:18:19,139.3,Mobile,Safari,iOS,/support,/upgrade,4,Email,True,False
WSN000000000590,CUST000331,2026-06-22 00:50:00,2026-06-22 00:51:40,100.0,Desktop,Firefox,Windows,/account,/outage-status,7,Direct,True,False
WSN000000000591,CUST000331,2026-06-23 13:27:00,2026-06-23 13:32:52,352.7,Mobile,Chrome,Android,/upgrade,/upgrade,11,Social,False,False
WSN000000000592,CUST000331,2026-06-26 16:21:00,2026-06-26 16:23:35,155.1,Mobile,Chrome,Android,/upgrade,/billing,5,Search,False,False
WSN000000000593,CUST000331,2026-06-15 00:21:00,2026-06-15 00:21:50,50.9,Mobile,Chrome,iOS,/support,/home,2,Search,True,True
WSN000000000594,CUST000340,2026-06-05 14:52:00,2026-06-05 14:55:15,195.3,Desktop,Chrome,Windows,/account,/account,5,Social,False,False
WSN000000000595,CUST000340,2026-06-27 04:19:00,2026-06-27 04:22:48,228.4,Desktop,Edge,Windows,/home,/support,6,Direct,False,False
WSN000000000596,CUST000340,2026-06-21 01:31:00,2026-06-21 01:31:54,54.8,Tablet,Chrome,iOS,/plans,/billing,2,Search,False,False
WSN000000000597,CUST000340,2026-06-13 02:08:00,2026-06-13 02:09:43,103.7,Mobile,Chrome,Android,/outage-status,/home,3,Search,False,False
WSN000000000598,CUST000340,2026-06-14 13:44:00,2026-06-14 13:49:37,337.9,Mobile,Safari,iOS,/outage-status,/outage-status,10,Search,True,True
WSN000000000599,CUST000340,2026-06-26 12:45:00,2026-06-26 12:50:56,356.8,Desktop,Safari,macOS,/support,/billing,11,Email,False,False
WSN000000000600,CUST000342,2026-06-01 21:40:00,2026-06-01 21:46:25,385.4,Desktop,Edge,Windows,/account,/plans,12,Direct,True,False
WSN000000000601,CUST000342,2026-06-04 04:21:00,2026-06-04 04:27:38,398.4,Desktop,Edge,Windows,/support,/home,10,Direct,True,False
WSN000000000602,CUST000342,2026-06-13 17:16:00,2026-06-13 17:17:19,79.4,Desktop,Chrome,Windows,/billing,/support,7,Direct,False,False
WSN000000000603,CUST000342,2026-06-29 16:00:00,2026-06-29 16:02:42,162.2,Desktop,Edge,Windows,/support,/support,4,Search,True,False
WSN000000000604,CUST000343,2026-06-09 06:21:00,2026-06-09 06:21:48,48.6,Desktop,Safari,macOS,/upgrade,/home,5,Direct,True,False
WSN000000000605,CUST000343,2026-06-27 09:24:00,2026-06-27 09:24:23,23.4,Mobile,Chrome,iOS,/support,/support,1,Direct,True,False
WSN000000000606,CUST000343,2026-06-28 16:11:00,2026-06-28 16:13:29,149.0,Desktop,Safari,macOS,/plans,/home,4,Direct,True,False
WSN000000000607,CUST000343,2026-06-13 04:15:00,2026-06-13 04:21:55,415.3,Mobile,Chrome,Android,/upgrade,/support,10,Direct,True,False
WSN000000000608,CUST000343,2026-06-14 21:17:00,2026-06-14 21:18:40,100.2,Desktop,Safari,macOS,/billing,/outage-status,3,Search,False,False
WSN000000000609,CUST000345,2026-06-04 08:23:00,2026-06-04 08:23:29,29.5,Desktop,Chrome,Windows,/upgrade,/support,3,Social,True,True
WSN000000000610,CUST000345,2026-06-09 14:59:00,2026-06-09 14:59:38,38.6,Mobile,Chrome,iOS,/support,/home,2,Search,False,False
WSN000000000611,CUST000345,2026-06-28 11:33:00,2026-06-28 11:38:21,321.0,Mobile,Safari,iOS,/outage-status,/outage-status,10,Direct,True,False
WSN000000000612,CUST000345,2026-05-31 06:37:00,2026-05-31 06:38:25,85.1,Desktop,Chrome,Windows,/home,/plans,4,Search,False,False
WSN000000000613,CUST000345,2026-06-28 20:45:00,2026-06-28 20:46:12,72.0,Desktop,Edge,Windows,/billing,/account,9,Email,False,False
WSN000000000614,CUST000345,2026-06-07 15:09:00,2026-06-07 15:14:13,313.2,Mobile,Safari,iOS,/home,/support,9,Direct,True,False
WSN000000000615,CUST000346,2026-06-21 17:52:00,2026-06-21 17:55:09,189.5,Mobile,Safari,iOS,/account,/outage-status,11,Direct,True,True
WSN000000000616,CUST000346,2026-06-17 23:11:00,2026-06-17 23:14:16,196.0,Mobile,Safari,iOS,/support,/account,10,Email,False,False
WSN000000000617,CUST000346,2026-06-28 20:55:00,2026-06-28 20:56:23,83.4,Desktop,Chrome,Windows,/upgrade,/home,2,Social,True,False
WSN000000000618,CUST000346,2026-06-03 08:29:00,2026-06-03 08:34:06,306.3,Desktop,Chrome,Windows,/account,/account,7,Email,True,False
WSN000000000619,CUST000346,2026-06-17 06:26:00,2026-06-17 06:30:30,270.2,Mobile,Chrome,Android,/billing,/plans,8,Search,True,False
WSN000000000620,CUST000346,2026-06-24 08:40:00,2026-06-24 08:44:26,266.4,Mobile,Chrome,Android,/home,/outage-status,6,Social,True,True
WSN000000000621,CUST000347,2026-06-24 07:20:00,2026-06-24 07:24:51,291.1,Desktop,Edge,Windows,/plans,/account,11,Search,True,True
WSN000000000622,CUST000347,2026-06-16 00:17:00,2026-06-16 00:20:33,213.2,Mobile,Chrome,Android,/billing,/outage-status,9,Search,False,False
WSN000000000623,CUST000347,2026-06-19 07:58:00,2026-06-19 08:03:34,334.2,Mobile,Safari,iOS,/billing,/home,11,Search,True,False
WSN000000000624,CUST000347,2026-06-13 21:29:00,2026-06-13 21:35:52,412.3,Mobile,Safari,iOS,/support,/upgrade,12,Search,True,False
WSN000000000625,CUST000347,2026-06-03 19:16:00,2026-06-03 19:17:28,88.4,Desktop,Chrome,Windows,/support,/billing,3,Direct,True,False
WSN000000000626,CUST000347,2026-06-28 06:26:00,2026-06-28 06:31:14,314.1,Desktop,Edge,Windows,/plans,/outage-status,11,Direct,False,False
WSN000000000627,CUST000347,2026-06-21 22:44:00,2026-06-21 22:49:29,329.1,Tablet,Chrome,iOS,/home,/support,9,Search,False,False
WSN000000000628,CUST000347,2026-06-29 02:35:00,2026-06-29 02:37:29,149.1,Mobile,Safari,iOS,/billing,/plans,7,Search,False,False
