account_id,metric_date,latency_ms,packet_loss_pct,uptime_pct
ACCT000259,2026-06-16,172.04,5.26,96.18
ACCT000259,2026-06-17,160.46,2.08,94.7
ACCT000259,2026-06-18,110.22,2.94,94.75
ACCT000259,2026-06-19,151.34,2.03,96.89
ACCT000259,2026-06-20,137.37,2.99,94.4
ACCT000259,2026-06-21,177.79,2.36,96.01
ACCT000259,2026-06-22,179.82,4.39,95.19
ACCT000259,2026-06-23,76.64,3.01,93.36
ACCT000259,2026-06-24,89.13,1.58,95.77
ACCT000259,2026-06-25,125.31,3.29,93.86
ACCT000259,2026-06-26,154.55,5.51,93.96
ACCT000259,2026-06-27,69.24,2.69,93.9
ACCT000259,2026-06-28,116.75,1.42,95.55
ACCT000259,2026-06-29,122.72,2.14,96.51
ACCT000260,2026-06-16,154.19,2.1,94.03
ACCT000260,2026-06-17,90.82,1.11,93.86
ACCT000260,2026-06-18,156.3,5.06,95.02
ACCT000260,2026-06-19,143.04,4.58,96.96
ACCT000260,2026-06-20,96.68,2.74,94.01
ACCT000260,2026-06-21,91.02,1.1,96.25
ACCT000260,2026-06-22,148.19,1.35,94.72
ACCT000260,2026-06-23,164.18,5.67,98.33
ACCT000260,2026-06-24,155.22,5.59,96.36
ACCT000260,2026-06-25,114.91,5.04,94.37
ACCT000260,2026-06-26,157.03,1.36,95.46
ACCT000260,2026-06-27,91.4,4.39,96.3
ACCT000260,2026-06-28,93.95,2.42,95.18
ACCT000260,2026-06-29,136.58,5.5,98.01
ACCT000261,2026-06-16,25.67,0.07,99.76
ACCT000261,2026-06-17,39.6,0.07,99.53
ACCT000261,2026-06-18,21.6,0.47,99.63
ACCT000261,2026-06-19,15.82,0.06,99.67
ACCT000261,2026-06-20,38.48,0.29,99.77
ACCT000261,2026-06-21,24.44,0.38,99.67
ACCT000261,2026-06-22,21.58,0.32,99.54
ACCT000261,2026-06-23,13.11,0.42,99.65
ACCT000261,2026-06-24,10.0,0.16,99.96
ACCT000261,2026-06-25,40.7,0.03,99.87
ACCT000261,2026-06-26,20.0,0.44,99.8
ACCT000261,2026-06-27,35.13,0.12,99.91
ACCT000261,2026-06-28,10.54,0.57,99.73
ACCT000261,2026-06-29,17.57,0.21,99.65
ACCT000262,2026-06-16,17.58,0.27,99.84
ACCT000262,2026-06-17,27.77,0.34,99.54
ACCT000262,2026-06-18,15.51,0.28,99.84
ACCT000262,2026-06-19,31.42,0.44,99.77
ACCT000262,2026-06-20,44.2,0.49,99.65
ACCT000262,2026-06-21,33.72,0.31,99.78
ACCT000262,2026-06-22,20.78,0.1,99.97
ACCT000262,2026-06-23,40.1,0.14,99.93
ACCT000262,2026-06-24,31.66,0.11,99.73
ACCT000262,2026-06-25,41.72,0.59,99.84
ACCT000262,2026-06-26,13.7,0.48,99.92
ACCT000262,2026-06-27,17.28,0.36,99.81
ACCT000262,2026-06-28,14.95,0.3,99.54
ACCT000262,2026-06-29,21.26,0.59,99.98
ACCT000263,2026-06-16,39.6,0.18,99.62
ACCT000263,2026-06-17,22.88,0.27,99.86
ACCT000263,2026-06-18,12.5,0.54,99.56
ACCT000263,2026-06-19,36.74,0.13,99.75
ACCT000263,2026-06-20,40.45,0.31,99.95
ACCT000263,2026-06-21,13.28,0.3,100.0
ACCT000263,2026-06-22,17.27,0.45,99.58
ACCT000263,2026-06-23,43.52,0.16,99.52
ACCT000263,2026-06-24,20.43,0.52,99.65
ACCT000263,2026-06-25,44.53,0.04,99.91
ACCT000263,2026-06-26,22.86,0.51,99.67
ACCT000263,2026-06-27,39.2,0.04,99.62
ACCT000263,2026-06-28,18.69,0.39,99.89
ACCT000263,2026-06-29,16.11,0.3,99.83
ACCT000266,2026-06-16,31.83,0.34,99.97
ACCT000266,2026-06-17,22.93,0.5,99.86
ACCT000266,2026-06-18,25.82,0.37,99.6
ACCT000266,2026-06-19,26.19,0.12,99.79
ACCT000266,2026-06-20,25.86,0.17,99.92
ACCT000266,2026-06-21,16.98,0.06,99.92
ACCT000266,2026-06-22,31.16,0.2,99.91
ACCT000266,2026-06-23,25.07,0.17,99.83
ACCT000266,2026-06-24,25.61,0.25,99.55
ACCT000266,2026-06-25,19.18,0.07,99.75
ACCT000266,2026-06-26,24.71,0.51,99.78
ACCT000266,2026-06-27,35.69,0.37,99.72
ACCT000266,2026-06-28,31.93,0.59,99.87
ACCT000266,2026-06-29,31.98,0.29,99.97
ACCT000267,2026-06-16,19.9,0.34,99.79
ACCT000267,2026-06-17,34.71,0.45,99.52
ACCT000267,2026-06-18,21.94,0.37,99.9
ACCT000267,2026-06-19,19.22,0.49,99.55
ACCT000267,2026-06-20,39.55,0.41,99.72
ACCT000267,2026-06-21,39.55,0.47,99.68
ACCT000267,2026-06-22,13.66,0.46,99.74
ACCT000267,2026-06-23,28.63,0.53,99.55
ACCT000267,2026-06-24,37.99,0.5,100.0
ACCT000267,2026-06-25,34.19,0.44,99.54
ACCT000267,2026-06-26,15.98,0.22,99.69
ACCT000267,2026-06-27,24.24,0.04,99.55
ACCT000267,2026-06-28,40.44,0.33,99.58
ACCT000267,2026-06-29,17.93,0.24,99.81
ACCT000268,2026-06-16,23.56,0.02,99.65
ACCT000268,2026-06-17,14.88,0.02,99.5
ACCT000268,2026-06-18,44.64,0.56,99.79
ACCT000268,2026-06-19,17.27,0.47,99.98
ACCT000268,2026-06-20,42.37,0.38,99.73
ACCT000268,2026-06-21,18.23,0.03,99.53
ACCT000268,2026-06-22,23.0,0.59,99.66
ACCT000268,2026-06-23,41.89,0.27,99.83
ACCT000268,2026-06-24,37.18,0.55,99.87
ACCT000268,2026-06-25,44.97,0.43,99.54
ACCT000268,2026-06-26,37.74,0.45,100.0
ACCT000268,2026-06-27,43.4,0.0,99.8
ACCT000268,2026-06-28,26.1,0.33,99.74
ACCT000268,2026-06-29,31.21,0.52,99.89
ACCT000270,2026-06-16,24.05,0.25,99.61
ACCT000270,2026-06-17,24.23,0.55,99.58
ACCT000270,2026-06-18,43.07,0.01,99.71
ACCT000270,2026-06-19,20.46,0.05,99.55
ACCT000270,2026-06-20,30.44,0.48,99.9
ACCT000270,2026-06-21,24.14,0.45,99.97
ACCT000270,2026-06-22,32.99,0.17,99.91
ACCT000270,2026-06-23,17.05,0.29,99.98
ACCT000270,2026-06-24,25.29,0.42,99.81
ACCT000270,2026-06-25,38.72,0.09,99.55
ACCT000270,2026-06-26,14.83,0.51,99.54
ACCT000270,2026-06-27,21.14,0.02,99.54
ACCT000270,2026-06-28,28.84,0.41,99.92
ACCT000270,2026-06-29,24.83,0.13,99.95
ACCT000271,2026-06-16,165.45,1.12,93.32
ACCT000271,2026-06-17,159.53,4.99,93.66
ACCT000271,2026-06-18,160.14,5.29,95.56
ACCT000271,2026-06-19,158.4,3.0,96.83
ACCT000271,2026-06-20,111.28,2.01,93.16
ACCT000271,2026-06-21,114.51,5.17,96.17
ACCT000271,2026-06-22,64.27,5.21,98.77
ACCT000271,2026-06-23,176.84,4.33,98.09
ACCT000271,2026-06-24,124.98,2.07,98.88
ACCT000271,2026-06-25,107.66,3.92,95.22
ACCT000271,2026-06-26,142.76,4.79,98.33
ACCT000271,2026-06-27,136.62,4.04,94.11
ACCT000271,2026-06-28,111.48,5.94,94.65
ACCT000271,2026-06-29,106.61,3.96,94.27
ACCT000272,2026-06-16,14.65,0.59,99.97
ACCT000272,2026-06-17,23.01,0.33,99.83
ACCT000272,2026-06-18,13.0,0.3,99.81
ACCT000272,2026-06-19,29.52,0.19,99.9
ACCT000272,2026-06-20,17.13,0.11,99.86
ACCT000272,2026-06-21,41.01,0.35,99.51
ACCT000272,2026-06-22,22.39,0.38,99.93
ACCT000272,2026-06-23,13.99,0.45,99.75
ACCT000272,2026-06-24,27.71,0.46,99.51
ACCT000272,2026-06-25,27.91,0.56,99.66
ACCT000272,2026-06-26,29.9,0.32,99.7
ACCT000272,2026-06-27,28.13,0.26,99.61
ACCT000272,2026-06-28,38.03,0.05,99.92
ACCT000272,2026-06-29,41.5,0.37,99.51
ACCT000273,2026-06-16,27.39,0.44,99.56
ACCT000273,2026-06-17,24.04,0.08,99.7
ACCT000273,2026-06-18,44.36,0.11,99.74
ACCT000273,2026-06-19,13.53,0.27,99.52
ACCT000273,2026-06-20,43.47,0.36,99.51
ACCT000273,2026-06-21,14.15,0.32,99.62
ACCT000273,2026-06-22,35.32,0.33,99.74
ACCT000273,2026-06-23,14.34,0.45,99.79
ACCT000273,2026-06-24,14.2,0.35,99.86
ACCT000273,2026-06-25,19.0,0.06,99.88
ACCT000273,2026-06-26,39.02,0.48,99.86
ACCT000273,2026-06-27,25.9,0.32,99.97
ACCT000273,2026-06-28,32.19,0.31,99.75
ACCT000273,2026-06-29,15.92,0.59,99.65
ACCT000274,2026-06-16,26.42,0.15,99.69
ACCT000274,2026-06-17,39.97,0.58,99.6
ACCT000274,2026-06-18,42.06,0.07,99.55
ACCT000274,2026-06-19,15.6,0.0,99.99
ACCT000274,2026-06-20,21.44,0.56,99.91
ACCT000274,2026-06-21,18.62,0.27,99.88
ACCT000274,2026-06-22,20.34,0.35,99.77
ACCT000274,2026-06-23,44.15,0.3,99.71
ACCT000274,2026-06-24,15.85,0.24,99.96
ACCT000274,2026-06-25,43.55,0.41,99.81
ACCT000274,2026-06-26,35.4,0.35,99.99
ACCT000274,2026-06-27,23.18,0.25,99.92
ACCT000274,2026-06-28,21.81,0.28,99.71
ACCT000274,2026-06-29,23.09,0.45,99.64
ACCT000275,2026-06-16,18.01,0.48,99.71
ACCT000275,2026-06-17,21.02,0.17,99.86
ACCT000275,2026-06-18,28.27,0.47,99.93
ACCT000275,2026-06-19,30.26,0.53,99.91
ACCT000275,2026-06-20,38.64,0.28,99.64
ACCT000275,2026-06-21,33.17,0.07,99.81
ACCT000275,2026-06-22,41.65,0.34,99.54
ACCT000275,2026-06-23,11.05,0.43,99.63
ACCT000275,2026-06-24,19.07,0.09,99.79
ACCT000275,2026-06-25,11.62,0.45,99.95
ACCT000275,2026-06-26,21.6,0.36,99.85
ACCT000275,2026-06-27,16.16,0.45,99.64
ACCT000275,2026-06-28,32.61,0.55,99.6
ACCT000275,2026-06-29,13.38,0.53,99.7
ACCT000276,2026-06-16,38.76,0.03,99.83
ACCT000276,2026-06-17,29.02,0.39,99.73
ACCT000276,2026-06-18,34.27,0.14,99.97
ACCT000276,2026-06-19,26.67,0.01,99.64
ACCT000276,2026-06-20,29.93,0.59,99.96
ACCT000276,2026-06-21,37.38,0.15,99.75
ACCT000276,2026-06-22,24.46,0.22,99.67
ACCT000276,2026-06-23,34.23,0.57,99.9
ACCT000276,2026-06-24,31.07,0.41,99.87
ACCT000276,2026-06-25,10.44,0.46,99.84
ACCT000276,2026-06-26,30.14,0.53,99.81
ACCT000276,2026-06-27,30.85,0.15,99.79
ACCT000276,2026-06-28,44.96,0.29,99.8
ACCT000276,2026-06-29,16.26,0.01,99.86
ACCT000277,2026-06-16,42.79,0.17,99.58
ACCT000277,2026-06-17,40.77,0.24,99.67
ACCT000277,2026-06-18,41.84,0.38,99.59
ACCT000277,2026-06-19,16.51,0.48,99.79
ACCT000277,2026-06-20,20.02,0.07,99.78
ACCT000277,2026-06-21,22.85,0.34,99.52
ACCT000277,2026-06-22,40.26,0.3,99.6
ACCT000277,2026-06-23,11.37,0.19,99.99
ACCT000277,2026-06-24,17.69,0.37,99.84
ACCT000277,2026-06-25,16.49,0.16,99.87
ACCT000277,2026-06-26,11.73,0.37,99.78
ACCT000277,2026-06-27,30.42,0.31,99.73
ACCT000277,2026-06-28,27.36,0.0,99.86
ACCT000277,2026-06-29,29.93,0.1,99.65
ACCT000278,2026-06-16,15.2,0.03,99.59
ACCT000278,2026-06-17,35.76,0.02,99.57
ACCT000278,2026-06-18,31.58,0.29,99.94
ACCT000278,2026-06-19,41.91,0.13,99.58
ACCT000278,2026-06-20,23.39,0.09,99.93
ACCT000278,2026-06-21,24.79,0.02,99.53
ACCT000278,2026-06-22,40.29,0.01,99.72
ACCT000278,2026-06-23,11.62,0.35,99.6
ACCT000278,2026-06-24,43.56,0.06,99.51
ACCT000278,2026-06-25,11.59,0.02,99.87
ACCT000278,2026-06-26,24.49,0.02,99.65
ACCT000278,2026-06-27,21.22,0.16,99.81
ACCT000278,2026-06-28,44.82,0.43,99.66
ACCT000278,2026-06-29,24.46,0.49,99.57
ACCT000279,2026-06-16,38.09,0.33,99.87
ACCT000279,2026-06-17,42.34,0.35,99.63
ACCT000279,2026-06-18,11.61,0.53,99.56
ACCT000279,2026-06-19,22.06,0.57,99.83
ACCT000279,2026-06-20,17.73,0.03,99.74
ACCT000279,2026-06-21,37.38,0.37,99.65
ACCT000279,2026-06-22,24.8,0.05,99.84
ACCT000279,2026-06-23,27.15,0.36,99.52
ACCT000279,2026-06-24,40.35,0.18,99.97
ACCT000279,2026-06-25,34.1,0.13,99.55
ACCT000279,2026-06-26,31.1,0.37,99.57
ACCT000279,2026-06-27,42.14,0.45,99.71
ACCT000279,2026-06-28,11.93,0.35,99.66
ACCT000279,2026-06-29,18.43,0.34,99.92
ACCT000280,2026-06-16,38.58,0.28,99.64
ACCT000280,2026-06-17,16.99,0.34,99.5
ACCT000280,2026-06-18,15.8,0.59,99.81
ACCT000280,2026-06-19,10.83,0.15,99.74
ACCT000280,2026-06-20,42.1,0.53,99.97
ACCT000280,2026-06-21,28.02,0.15,99.71
ACCT000280,2026-06-22,22.96,0.32,99.98
ACCT000280,2026-06-23,23.1,0.02,99.52
ACCT000280,2026-06-24,33.17,0.23,99.62
ACCT000280,2026-06-25,13.93,0.47,99.74
ACCT000280,2026-06-26,20.05,0.21,99.63
ACCT000280,2026-06-27,21.96,0.13,99.96
ACCT000280,2026-06-28,39.87,0.31,99.71
ACCT000280,2026-06-29,38.75,0.26,99.82
ACCT000281,2026-06-16,28.23,0.05,99.87
ACCT000281,2026-06-17,13.86,0.38,99.58
ACCT000281,2026-06-18,27.05,0.5,99.61
ACCT000281,2026-06-19,42.19,0.1,99.91
ACCT000281,2026-06-20,27.69,0.54,99.7
ACCT000281,2026-06-21,30.89,0.39,99.64
ACCT000281,2026-06-22,35.41,0.23,99.81
ACCT000281,2026-06-23,10.2,0.48,99.63
ACCT000281,2026-06-24,44.37,0.08,99.99
ACCT000281,2026-06-25,37.89,0.03,99.88
ACCT000281,2026-06-26,25.04,0.04,99.6
ACCT000281,2026-06-27,14.55,0.38,99.79
ACCT000281,2026-06-28,33.84,0.59,99.88
ACCT000281,2026-06-29,25.09,0.54,99.98
ACCT000282,2026-06-16,27.47,0.46,99.52
ACCT000282,2026-06-17,28.1,0.55,99.97
ACCT000282,2026-06-18,35.89,0.18,99.94
ACCT000282,2026-06-19,12.79,0.55,99.78
ACCT000282,2026-06-20,44.72,0.39,99.64
ACCT000282,2026-06-21,16.16,0.51,99.76
ACCT000282,2026-06-22,17.68,0.02,99.84
ACCT000282,2026-06-23,34.81,0.59,99.93
ACCT000282,2026-06-24,37.26,0.08,99.87
ACCT000282,2026-06-25,33.35,0.01,99.67
ACCT000282,2026-06-26,43.79,0.31,99.94
ACCT000282,2026-06-27,24.71,0.06,99.6
ACCT000282,2026-06-28,20.7,0.37,99.68
ACCT000282,2026-06-29,31.16,0.44,99.58
ACCT000283,2026-06-16,37.99,0.56,99.79
ACCT000283,2026-06-17,21.35,0.03,99.52
ACCT000283,2026-06-18,40.46,0.38,99.55
ACCT000283,2026-06-19,14.04,0.19,99.51
ACCT000283,2026-06-20,22.0,0.1,99.62
ACCT000283,2026-06-21,34.95,0.35,99.57
ACCT000283,2026-06-22,24.76,0.06,99.55
ACCT000283,2026-06-23,23.47,0.32,99.95
ACCT000283,2026-06-24,31.96,0.05,99.81
ACCT000283,2026-06-25,19.51,0.15,99.93
ACCT000283,2026-06-26,42.21,0.45,99.78
ACCT000283,2026-06-27,44.51,0.5,99.79
ACCT000283,2026-06-28,25.41,0.25,99.75
ACCT000283,2026-06-29,25.32,0.23,99.98
ACCT000284,2026-06-16,38.05,0.07,99.72
ACCT000284,2026-06-17,32.77,0.25,99.94
ACCT000284,2026-06-18,24.54,0.07,99.55
ACCT000284,2026-06-19,39.15,0.47,99.96
ACCT000284,2026-06-20,12.74,0.52,99.52
ACCT000284,2026-06-21,24.38,0.33,99.69
ACCT000284,2026-06-22,39.88,0.01,99.94
ACCT000284,2026-06-23,24.07,0.29,99.73
ACCT000284,2026-06-24,30.44,0.26,99.93
ACCT000284,2026-06-25,11.2,0.29,99.57
ACCT000284,2026-06-26,38.63,0.53,99.54
ACCT000284,2026-06-27,11.48,0.48,99.97
ACCT000284,2026-06-28,27.34,0.07,100.0
ACCT000284,2026-06-29,33.01,0.24,99.74
ACCT000285,2026-06-16,14.71,0.24,99.6
ACCT000285,2026-06-17,40.09,0.47,99.84
ACCT000285,2026-06-18,25.91,0.6,99.78
ACCT000285,2026-06-19,29.62,0.31,99.58
ACCT000285,2026-06-20,19.64,0.46,99.76
ACCT000285,2026-06-21,12.96,0.06,99.99
ACCT000285,2026-06-22,19.36,0.48,99.63
ACCT000285,2026-06-23,20.24,0.49,99.8
ACCT000285,2026-06-24,25.54,0.39,99.61
ACCT000285,2026-06-25,20.53,0.26,99.8
ACCT000285,2026-06-26,18.51,0.29,99.61
ACCT000285,2026-06-27,12.47,0.16,100.0
ACCT000285,2026-06-28,28.83,0.54,99.52
ACCT000285,2026-06-29,27.08,0.58,99.61
ACCT000286,2026-06-16,15.23,0.39,99.84
ACCT000286,2026-06-17,21.32,0.53,99.63
ACCT000286,2026-06-18,31.52,0.3,99.75
ACCT000286,2026-06-19,15.07,0.44,99.76
ACCT000286,2026-06-20,30.17,0.4,99.8
ACCT000286,2026-06-21,42.19,0.1,99.94
ACCT000286,2026-06-22,13.25,0.11,99.96
ACCT000286,2026-06-23,26.49,0.46,99.62
ACCT000286,2026-06-24,29.08,0.52,99.87
ACCT000286,2026-06-25,31.07,0.01,99.51
ACCT000286,2026-06-26,17.53,0.51,99.75
ACCT000286,2026-06-27,17.32,0.21,99.57
ACCT000286,2026-06-28,35.17,0.22,99.78
ACCT000286,2026-06-29,18.84,0.08,99.82
ACCT000287,2026-06-16,12.18,0.24,99.57
ACCT000287,2026-06-17,15.6,0.41,99.54
ACCT000287,2026-06-18,23.94,0.55,99.8
ACCT000287,2026-06-19,42.44,0.54,99.55
ACCT000287,2026-06-20,33.91,0.03,99.73
ACCT000287,2026-06-21,26.77,0.3,99.94
ACCT000287,2026-06-22,10.7,0.21,99.93
ACCT000287,2026-06-23,18.73,0.0,99.86
ACCT000287,2026-06-24,23.31,0.07,99.67
ACCT000287,2026-06-25,12.36,0.52,99.95
ACCT000287,2026-06-26,19.84,0.08,99.84
ACCT000287,2026-06-27,18.11,0.28,99.76
ACCT000287,2026-06-28,41.8,0.06,99.86
ACCT000287,2026-06-29,18.32,0.3,99.62
ACCT000288,2026-06-16,39.21,0.3,99.94
ACCT000288,2026-06-17,15.02,0.2,99.53
ACCT000288,2026-06-18,27.62,0.1,99.85
ACCT000288,2026-06-19,17.55,0.23,99.86
ACCT000288,2026-06-20,29.86,0.43,99.99
ACCT000288,2026-06-21,17.5,0.43,99.96
ACCT000288,2026-06-22,33.9,0.55,99.59
ACCT000288,2026-06-23,23.28,0.37,99.79
ACCT000288,2026-06-24,22.45,0.37,99.62
ACCT000288,2026-06-25,41.23,0.4,99.95
ACCT000288,2026-06-26,23.78,0.06,99.75
ACCT000288,2026-06-27,27.76,0.0,99.56
ACCT000288,2026-06-28,17.41,0.33,99.97
ACCT000288,2026-06-29,44.85,0.07,99.63
ACCT000289,2026-06-16,22.43,0.15,99.78
ACCT000289,2026-06-17,26.1,0.57,99.72
ACCT000289,2026-06-18,36.46,0.15,99.97
ACCT000289,2026-06-19,26.92,0.32,99.68
ACCT000289,2026-06-20,23.13,0.57,99.6
ACCT000289,2026-06-21,11.95,0.16,99.55
ACCT000289,2026-06-22,11.73,0.2,99.86
ACCT000289,2026-06-23,44.33,0.02,99.88
ACCT000289,2026-06-24,41.53,0.49,99.97
ACCT000289,2026-06-25,21.61,0.18,99.94
ACCT000289,2026-06-26,11.82,0.3,99.72
ACCT000289,2026-06-27,41.45,0.07,99.67
ACCT000289,2026-06-28,13.15,0.48,99.53
ACCT000289,2026-06-29,13.72,0.09,99.58
ACCT000291,2026-06-16,33.54,0.48,99.8
ACCT000291,2026-06-17,35.92,0.29,99.75
ACCT000291,2026-06-18,34.83,0.09,99.98
ACCT000291,2026-06-19,31.14,0.36,99.61
ACCT000291,2026-06-20,40.42,0.11,99.69
ACCT000291,2026-06-21,34.17,0.45,99.81
ACCT000291,2026-06-22,29.48,0.32,99.94
ACCT000291,2026-06-23,42.21,0.57,99.86
ACCT000291,2026-06-24,27.58,0.37,99.76
ACCT000291,2026-06-25,40.47,0.07,99.87
ACCT000291,2026-06-26,24.31,0.42,99.92
ACCT000291,2026-06-27,26.98,0.27,99.9
ACCT000291,2026-06-28,15.96,0.4,99.95
ACCT000291,2026-06-29,23.01,0.21,99.83
ACCT000292,2026-06-16,25.93,0.3,99.64
ACCT000292,2026-06-17,16.3,0.02,99.8
ACCT000292,2026-06-18,38.57,0.2,99.52
ACCT000292,2026-06-19,28.78,0.11,99.56
ACCT000292,2026-06-20,29.3,0.11,99.99
ACCT000292,2026-06-21,13.75,0.42,99.7
ACCT000292,2026-06-22,39.33,0.29,99.58
ACCT000292,2026-06-23,21.91,0.41,99.81
ACCT000292,2026-06-24,30.91,0.41,99.94
ACCT000292,2026-06-25,36.12,0.0,99.82
ACCT000292,2026-06-26,33.64,0.17,99.99
ACCT000292,2026-06-27,32.18,0.06,99.97
ACCT000292,2026-06-28,17.71,0.4,99.58
ACCT000292,2026-06-29,15.84,0.35,99.68
ACCT000293,2026-06-16,37.46,0.37,99.9
ACCT000293,2026-06-17,24.12,0.34,99.54
ACCT000293,2026-06-18,22.78,0.21,99.94
ACCT000293,2026-06-19,38.93,0.33,99.9
ACCT000293,2026-06-20,17.4,0.57,99.62
ACCT000293,2026-06-21,42.95,0.2,99.88
ACCT000293,2026-06-22,31.84,0.24,99.54
ACCT000293,2026-06-23,16.3,0.55,99.57
ACCT000293,2026-06-24,24.66,0.39,99.81
ACCT000293,2026-06-25,43.86,0.37,99.86
ACCT000293,2026-06-26,22.03,0.42,99.86
ACCT000293,2026-06-27,26.02,0.23,99.6
ACCT000293,2026-06-28,28.04,0.2,99.7
ACCT000293,2026-06-29,31.61,0.43,99.58
ACCT000294,2026-06-16,20.63,0.25,99.79
ACCT000294,2026-06-17,40.9,0.53,99.54
ACCT000294,2026-06-18,27.76,0.51,99.8
ACCT000294,2026-06-19,19.09,0.35,99.75
ACCT000294,2026-06-20,35.1,0.37,99.56
ACCT000294,2026-06-21,28.52,0.1,99.53
ACCT000294,2026-06-22,28.8,0.41,99.85
ACCT000294,2026-06-23,10.94,0.15,99.81
ACCT000294,2026-06-24,35.41,0.13,99.92
ACCT000294,2026-06-25,16.19,0.06,99.99
ACCT000294,2026-06-26,28.03,0.39,99.79
ACCT000294,2026-06-27,29.25,0.56,99.66
ACCT000294,2026-06-28,44.51,0.11,99.97
ACCT000294,2026-06-29,33.52,0.44,99.98
ACCT000295,2026-06-16,38.35,0.38,99.96
ACCT000295,2026-06-17,25.48,0.5,99.86
ACCT000295,2026-06-18,12.79,0.12,99.64
ACCT000295,2026-06-19,43.73,0.06,99.93
ACCT000295,2026-06-20,39.37,0.12,99.82
ACCT000295,2026-06-21,28.94,0.35,99.53
ACCT000295,2026-06-22,44.04,0.37,99.53
ACCT000295,2026-06-23,17.41,0.07,99.98
ACCT000295,2026-06-24,44.07,0.42,99.56
ACCT000295,2026-06-25,12.72,0.33,99.53
ACCT000295,2026-06-26,15.59,0.03,99.83
ACCT000295,2026-06-27,10.97,0.27,99.86
ACCT000295,2026-06-28,28.86,0.33,99.54
ACCT000295,2026-06-29,22.52,0.15,99.96
ACCT000296,2026-06-16,11.5,0.34,99.96
ACCT000296,2026-06-17,42.92,0.4,99.53
ACCT000296,2026-06-18,21.23,0.23,99.97
ACCT000296,2026-06-19,19.86,0.05,99.71
ACCT000296,2026-06-20,18.55,0.13,99.85
ACCT000296,2026-06-21,28.05,0.47,99.87
ACCT000296,2026-06-22,11.46,0.16,99.96
ACCT000296,2026-06-23,22.5,0.22,99.91
ACCT000296,2026-06-24,25.83,0.04,99.72
ACCT000296,2026-06-25,16.95,0.45,100.0
ACCT000296,2026-06-26,11.77,0.52,99.88
ACCT000296,2026-06-27,33.61,0.58,99.69
ACCT000296,2026-06-28,20.68,0.22,99.69
ACCT000296,2026-06-29,10.92,0.03,99.99
ACCT000297,2026-06-16,21.48,0.2,99.58
ACCT000297,2026-06-17,12.47,0.5,99.9
ACCT000297,2026-06-18,20.76,0.56,99.59
ACCT000297,2026-06-19,42.91,0.23,99.88
ACCT000297,2026-06-20,35.61,0.16,99.68
ACCT000297,2026-06-21,41.1,0.59,99.66
ACCT000297,2026-06-22,30.19,0.06,99.83
ACCT000297,2026-06-23,23.92,0.17,99.81
ACCT000297,2026-06-24,34.14,0.12,99.88
ACCT000297,2026-06-25,32.03,0.24,99.6
ACCT000297,2026-06-26,38.12,0.15,99.66
ACCT000297,2026-06-27,43.24,0.43,99.7
ACCT000297,2026-06-28,44.91,0.36,99.69
ACCT000297,2026-06-29,31.7,0.16,99.68
ACCT000298,2026-06-16,20.6,0.4,99.98
ACCT000298,2026-06-17,19.89,0.53,99.62
ACCT000298,2026-06-18,13.17,0.02,99.57
ACCT000298,2026-06-19,14.68,0.36,99.92
ACCT000298,2026-06-20,33.58,0.55,99.51
ACCT000298,2026-06-21,44.83,0.31,99.89
ACCT000298,2026-06-22,32.21,0.22,99.79
ACCT000298,2026-06-23,18.86,0.41,99.95
ACCT000298,2026-06-24,11.69,0.39,99.64
ACCT000298,2026-06-25,37.35,0.1,99.84
ACCT000298,2026-06-26,20.61,0.24,99.93
ACCT000298,2026-06-27,12.48,0.54,99.57
ACCT000298,2026-06-28,29.11,0.57,99.92
ACCT000298,2026-06-29,19.22,0.57,99.71
ACCT000299,2026-06-16,17.34,0.27,99.53
ACCT000299,2026-06-17,12.92,0.11,99.53
ACCT000299,2026-06-18,19.47,0.25,99.54
ACCT000299,2026-06-19,10.77,0.41,99.62
ACCT000299,2026-06-20,37.62,0.19,99.74
ACCT000299,2026-06-21,27.29,0.47,99.9
ACCT000299,2026-06-22,30.34,0.18,99.71
ACCT000299,2026-06-23,34.62,0.27,99.94
ACCT000299,2026-06-24,10.73,0.54,99.72
ACCT000299,2026-06-25,26.52,0.54,99.66
ACCT000299,2026-06-26,40.56,0.11,99.6
ACCT000299,2026-06-27,11.59,0.03,99.77
ACCT000299,2026-06-28,40.0,0.18,99.81
ACCT000299,2026-06-29,40.67,0.28,99.53
ACCT000300,2026-06-16,25.38,0.08,99.65
ACCT000300,2026-06-17,29.03,0.17,99.96
ACCT000300,2026-06-18,17.5,0.37,99.95
ACCT000300,2026-06-19,23.23,0.43,99.72
ACCT000300,2026-06-20,38.77,0.22,99.76
ACCT000300,2026-06-21,20.68,0.16,99.67
ACCT000300,2026-06-22,36.8,0.39,99.73
ACCT000300,2026-06-23,42.72,0.07,99.53
ACCT000300,2026-06-24,38.14,0.31,99.93
ACCT000300,2026-06-25,10.25,0.12,99.89
ACCT000300,2026-06-26,42.73,0.53,99.56
ACCT000300,2026-06-27,21.89,0.12,99.5
ACCT000300,2026-06-28,41.87,0.56,99.75
ACCT000300,2026-06-29,20.44,0.32,99.96
ACCT000302,2026-06-16,28.61,0.22,99.84
ACCT000302,2026-06-17,25.27,0.01,99.57
ACCT000302,2026-06-18,39.88,0.41,99.88
ACCT000302,2026-06-19,32.41,0.3,99.8
ACCT000302,2026-06-20,37.6,0.04,99.58
