invoice_line_id,invoice_id,description,category,amount
INL00001078,INV0000632,PROD_INT monthly service,recurring,50.0
INL00001079,INV0000633,PROD_INT monthly service,recurring,50.0
INL00001080,INV0000634,PROD_INT monthly service,recurring,50.0
INL00001081,INV0000635,PROD_INT monthly service,recurring,50.0
INL00001082,INV0000636,PROD_INT monthly service,recurring,50.0
INL00001083,INV0000637,PROD_INT monthly service,recurring,50.0
INL00001084,INV0000638,PROD_INT monthly service,recurring,95.0
INL00001085,INV0000638,One-time activation fee,one-time,35.0
INL00001086,INV0000638,Partial month proration,one-time,44.71
INL00001087,INV0000639,PROD_INT monthly service,recurring,95.0
INL00001088,INV0000640,PROD_INT monthly service,recurring,95.0
INL00001089,INV0000640,Goodwill/service credit,credit,-10.74
INL00001090,INV0000641,PROD_INT monthly service,recurring,95.0
INL00001091,INV0000641,PROD_TV monthly service,recurring,45.0
INL00001092,INV0000642,PROD_INT monthly service,recurring,95.0
INL00001093,INV0000642,PROD_TV monthly service,recurring,45.0
INL00001094,INV0000643,PROD_INT monthly service,recurring,95.0
INL00001095,INV0000643,PROD_TV monthly service,recurring,45.0
INL00001096,INV0000644,PROD_INT monthly service,recurring,95.0
INL00001097,INV0000644,PROD_TV monthly service,recurring,45.0
INL00001098,INV0000645,PROD_INT monthly service,recurring,95.0
INL00001099,INV0000645,PROD_TV monthly service,recurring,45.0
INL00001100,INV0000646,PROD_INT monthly service,recurring,95.0
INL00001101,INV0000646,PROD_TV monthly service,recurring,45.0
INL00001102,INV0000647,PROD_INT monthly service,recurring,95.0
INL00001103,INV0000647,PROD_TV monthly service,recurring,45.0
INL00001104,INV0000648,PROD_INT monthly service,recurring,95.0
INL00001105,INV0000648,PROD_TV monthly service,recurring,45.0
INL00001106,INV0000649,PROD_INT monthly service,recurring,95.0
INL00001107,INV0000649,PROD_TV monthly service,recurring,45.0
INL00001108,INV0000650,PROD_INT monthly service,recurring,50.0
INL00001109,INV0000650,One-time activation fee,one-time,35.0
INL00001110,INV0000650,Partial month proration,one-time,30.24
INL00001111,INV0000651,PROD_INT monthly service,recurring,50.0
INL00001112,INV0000652,PROD_INT monthly service,recurring,50.0
INL00001113,INV0000653,PROD_INT monthly service,recurring,50.0
INL00001114,INV0000654,PROD_INT monthly service,recurring,50.0
INL00001115,INV0000655,PROD_INT monthly service,recurring,50.0
INL00001116,INV0000656,PROD_INT monthly service,recurring,50.0
INL00001117,INV0000656,Data usage overage,usage,34.82
INL00001118,INV0000657,PROD_INT monthly service,recurring,75.0
INL00001119,INV0000657,One-time activation fee,one-time,35.0
INL00001120,INV0000657,Partial month proration,one-time,41.69
INL00001121,INV0000658,PROD_INT monthly service,recurring,75.0
INL00001122,INV0000659,PROD_INT monthly service,recurring,75.0
INL00001123,INV0000660,PROD_INT monthly service,recurring,75.0
INL00001124,INV0000661,PROD_INT monthly service,recurring,75.0
INL00001125,INV0000662,PROD_INT monthly service,recurring,75.0
INL00001126,INV0000663,PROD_INT monthly service,recurring,75.0
INL00001127,INV0000664,PROD_INT monthly service,recurring,75.0
INL00001128,INV0000664,PROD_TV monthly service,recurring,45.0
INL00001129,INV0000665,PROD_INT monthly service,recurring,75.0
INL00001130,INV0000665,PROD_TV monthly service,recurring,45.0
INL00001131,INV0000666,PROD_INT monthly service,recurring,75.0
INL00001132,INV0000666,PROD_TV monthly service,recurring,45.0
INL00001133,INV0000666,Data usage overage,usage,33.0
INL00001134,INV0000667,PROD_INT monthly service,recurring,75.0
INL00001135,INV0000667,PROD_TV monthly service,recurring,45.0
INL00001136,INV0000668,PROD_INT monthly service,recurring,75.0
INL00001137,INV0000668,PROD_TV monthly service,recurring,45.0
INL00001138,INV0000669,PROD_INT monthly service,recurring,70.0
INL00001139,INV0000669,One-time activation fee,one-time,35.0
INL00001140,INV0000669,Partial month proration,one-time,37.6
INL00001141,INV0000670,PROD_INT monthly service,recurring,70.0
INL00001142,INV0000671,PROD_INT monthly service,recurring,70.0
INL00001143,INV0000671,Data usage overage,usage,10.39
INL00001144,INV0000672,PROD_INT monthly service,recurring,70.0
INL00001145,INV0000673,PROD_INT monthly service,recurring,70.0
INL00001146,INV0000674,PROD_INT monthly service,recurring,70.0
INL00001147,INV0000675,PROD_INT monthly service,recurring,70.0
INL00001148,INV0000675,Data usage overage,usage,30.5
INL00001149,INV0000676,PROD_INT monthly service,recurring,70.0
INL00001150,INV0000677,PROD_INT monthly service,recurring,70.0
INL00001151,INV0000678,PROD_INT monthly service,recurring,70.0
INL00001152,INV0000678,Data usage overage,usage,33.54
INL00001153,INV0000679,PROD_INT monthly service,recurring,70.0
INL00001154,INV0000679,Data usage overage,usage,8.61
INL00001155,INV0000680,PROD_INT monthly service,recurring,70.0
INL00001156,INV0000681,PROD_INT monthly service,recurring,70.0
INL00001157,INV0000681,One-time activation fee,one-time,35.0
INL00001158,INV0000681,Partial month proration,one-time,22.59
INL00001159,INV0000682,PROD_INT monthly service,recurring,70.0
INL00001160,INV0000683,PROD_INT monthly service,recurring,70.0
INL00001161,INV0000684,PROD_INT monthly service,recurring,70.0
INL00001162,INV0000685,PROD_INT monthly service,recurring,70.0
INL00001163,INV0000685,Data usage overage,usage,39.82
INL00001164,INV0000686,PROD_INT monthly service,recurring,70.0
INL00001165,INV0000687,PROD_INT monthly service,recurring,70.0
INL00001166,INV0000688,PROD_INT monthly service,recurring,70.0
INL00001167,INV0000689,PROD_INT monthly service,recurring,70.0
INL00001168,INV0000690,PROD_INT monthly service,recurring,70.0
INL00001169,INV0000690,Goodwill/service credit,credit,-25.89
INL00001170,INV0000691,PROD_INT monthly service,recurring,70.0
INL00001171,INV0000692,PROD_INT monthly service,recurring,70.0
INL00001172,INV0000692,Data usage overage,usage,25.39
INL00001173,INV0000693,PROD_INT monthly service,recurring,50.0
INL00001174,INV0000693,One-time activation fee,one-time,35.0
INL00001175,INV0000693,Partial month proration,one-time,21.89
INL00001176,INV0000694,PROD_INT monthly service,recurring,95.0
INL00001177,INV0000694,One-time activation fee,one-time,35.0
INL00001178,INV0000694,Partial month proration,one-time,38.47
INL00001179,INV0000695,PROD_INT monthly service,recurring,95.0
INL00001180,INV0000696,PROD_INT monthly service,recurring,95.0
INL00001181,INV0000696,Goodwill/service credit,credit,-8.88
INL00001182,INV0000697,PROD_INT monthly service,recurring,95.0
INL00001183,INV0000698,PROD_INT monthly service,recurring,95.0
INL00001184,INV0000698,Goodwill/service credit,credit,-17.1
INL00001185,INV0000699,PROD_INT monthly service,recurring,95.0
INL00001186,INV0000700,PROD_INT monthly service,recurring,95.0
INL00001187,INV0000701,PROD_INT monthly service,recurring,95.0
INL00001188,INV0000702,PROD_INT monthly service,recurring,95.0
INL00001189,INV0000703,PROD_INT monthly service,recurring,95.0
INL00001190,INV0000704,PROD_INT monthly service,recurring,95.0
INL00001191,INV0000704,Goodwill/service credit,credit,-19.37
INL00001192,INV0000705,PROD_INT monthly service,recurring,95.0
INL00001193,INV0000705,Data usage overage,usage,30.0
INL00001194,INV0000706,PROD_INT monthly service,recurring,90.0
INL00001195,INV0000706,One-time activation fee,one-time,35.0
INL00001196,INV0000706,Partial month proration,one-time,45.34
INL00001197,INV0000707,PROD_INT monthly service,recurring,90.0
INL00001198,INV0000708,PROD_INT monthly service,recurring,90.0
INL00001199,INV0000708,Data usage overage,usage,25.24
INL00001200,INV0000709,PROD_INT monthly service,recurring,90.0
INL00001201,INV0000710,PROD_INT monthly service,recurring,90.0
INL00001202,INV0000711,PROD_INT monthly service,recurring,90.0
INL00001203,INV0000711,Data usage overage,usage,6.99
INL00001204,INV0000712,PROD_INT monthly service,recurring,90.0
INL00001205,INV0000713,PROD_INT monthly service,recurring,90.0
INL00001206,INV0000713,PROD_MOB monthly service,recurring,67.0
INL00001207,INV0000714,PROD_INT monthly service,recurring,90.0
INL00001208,INV0000714,PROD_MOB monthly service,recurring,67.0
INL00001209,INV0000714,PROD_VOICE monthly service,recurring,25.0
INL00001210,INV0000715,PROD_INT monthly service,recurring,90.0
INL00001211,INV0000715,PROD_MOB monthly service,recurring,67.0
INL00001212,INV0000715,PROD_VOICE monthly service,recurring,25.0
INL00001213,INV0000716,PROD_INT monthly service,recurring,90.0
INL00001214,INV0000716,PROD_MOB monthly service,recurring,67.0
INL00001215,INV0000716,PROD_VOICE monthly service,recurring,25.0
INL00001216,INV0000717,PROD_INT monthly service,recurring,90.0
INL00001217,INV0000717,PROD_MOB monthly service,recurring,67.0
INL00001218,INV0000717,PROD_VOICE monthly service,recurring,25.0
INL00001219,INV0000717,Data usage overage,usage,30.96
INL00001220,INV0000718,PROD_INT monthly service,recurring,75.0
INL00001221,INV0000718,One-time activation fee,one-time,35.0
INL00001222,INV0000718,Partial month proration,one-time,18.13
INL00001223,INV0000719,PROD_INT monthly service,recurring,75.0
INL00001224,INV0000720,PROD_INT monthly service,recurring,75.0
INL00001225,INV0000721,PROD_INT monthly service,recurring,75.0
INL00001226,INV0000722,PROD_INT monthly service,recurring,75.0
INL00001227,INV0000723,PROD_INT monthly service,recurring,75.0
INL00001228,INV0000724,PROD_INT monthly service,recurring,75.0
INL00001229,INV0000724,PROD_MOB monthly service,recurring,67.0
INL00001230,INV0000725,PROD_INT monthly service,recurring,75.0
INL00001231,INV0000725,PROD_MOB monthly service,recurring,67.0
INL00001232,INV0000726,PROD_INT monthly service,recurring,75.0
INL00001233,INV0000726,PROD_MOB monthly service,recurring,67.0
INL00001234,INV0000727,PROD_INT monthly service,recurring,75.0
INL00001235,INV0000727,PROD_MOB monthly service,recurring,67.0
INL00001236,INV0000728,PROD_INT monthly service,recurring,75.0
INL00001237,INV0000728,PROD_MOB monthly service,recurring,67.0
INL00001238,INV0000729,PROD_INT monthly service,recurring,75.0
INL00001239,INV0000729,PROD_MOB monthly service,recurring,67.0
INL00001240,INV0000730,PROD_INT monthly service,recurring,75.0
INL00001241,INV0000730,One-time activation fee,one-time,35.0
INL00001242,INV0000730,Partial month proration,one-time,34.61
INL00001243,INV0000731,PROD_INT monthly service,recurring,75.0
INL00001244,INV0000731,PROD_VOICE monthly service,recurring,25.0
INL00001245,INV0000731,Data usage overage,usage,6.77
INL00001246,INV0000732,PROD_INT monthly service,recurring,75.0
INL00001247,INV0000732,PROD_VOICE monthly service,recurring,25.0
INL00001248,INV0000733,PROD_INT monthly service,recurring,75.0
INL00001249,INV0000733,PROD_VOICE monthly service,recurring,25.0
INL00001250,INV0000734,PROD_INT monthly service,recurring,75.0
INL00001251,INV0000734,PROD_VOICE monthly service,recurring,25.0
INL00001252,INV0000735,PROD_INT monthly service,recurring,75.0
INL00001253,INV0000735,PROD_VOICE monthly service,recurring,25.0
INL00001254,INV0000736,PROD_INT monthly service,recurring,75.0
INL00001255,INV0000736,PROD_VOICE monthly service,recurring,25.0
INL00001256,INV0000737,PROD_INT monthly service,recurring,75.0
INL00001257,INV0000737,PROD_VOICE monthly service,recurring,25.0
INL00001258,INV0000738,PROD_INT monthly service,recurring,75.0
INL00001259,INV0000738,PROD_VOICE monthly service,recurring,25.0
INL00001260,INV0000738,Goodwill/service credit,credit,-21.79
INL00001261,INV0000739,PROD_INT monthly service,recurring,75.0
INL00001262,INV0000739,PROD_VOICE monthly service,recurring,25.0
INL00001263,INV0000740,PROD_INT monthly service,recurring,75.0
INL00001264,INV0000740,PROD_MOB monthly service,recurring,55.0
INL00001265,INV0000740,PROD_VOICE monthly service,recurring,25.0
INL00001266,INV0000740,Data usage overage,usage,19.45
INL00001267,INV0000741,PROD_INT monthly service,recurring,75.0
INL00001268,INV0000741,PROD_MOB monthly service,recurring,55.0
INL00001269,INV0000741,PROD_VOICE monthly service,recurring,25.0
INL00001270,INV0000742,PROD_INT monthly service,recurring,70.0
INL00001271,INV0000742,One-time activation fee,one-time,35.0
INL00001272,INV0000742,Partial month proration,one-time,32.72
INL00001273,INV0000743,PROD_INT monthly service,recurring,70.0
INL00001274,INV0000743,Data usage overage,usage,20.43
INL00001275,INV0000744,PROD_INT monthly service,recurring,70.0
INL00001276,INV0000745,PROD_INT monthly service,recurring,70.0
INL00001277,INV0000746,PROD_INT monthly service,recurring,70.0
INL00001278,INV0000746,Goodwill/service credit,credit,-8.21
INL00001279,INV0000747,PROD_INT monthly service,recurring,70.0
INL00001280,INV0000748,PROD_INT monthly service,recurring,70.0
INL00001281,INV0000749,PROD_INT monthly service,recurring,70.0
INL00001282,INV0000750,PROD_INT monthly service,recurring,70.0
INL00001283,INV0000751,PROD_INT monthly service,recurring,70.0
INL00001284,INV0000751,PROD_VOICE monthly service,recurring,25.0
INL00001285,INV0000752,PROD_INT monthly service,recurring,70.0
INL00001286,INV0000752,PROD_VOICE monthly service,recurring,25.0
INL00001287,INV0000752,Goodwill/service credit,credit,-16.88
INL00001288,INV0000753,PROD_INT monthly service,recurring,70.0
INL00001289,INV0000753,PROD_VOICE monthly service,recurring,25.0
INL00001290,INV0000754,PROD_INT monthly service,recurring,70.0
INL00001291,INV0000754,One-time activation fee,one-time,35.0
INL00001292,INV0000754,Partial month proration,one-time,39.75
INL00001293,INV0000755,PROD_INT monthly service,recurring,70.0
INL00001294,INV0000756,PROD_INT monthly service,recurring,70.0
INL00001295,INV0000756,Data usage overage,usage,7.54
INL00001296,INV0000757,PROD_INT monthly service,recurring,70.0
INL00001297,INV0000758,PROD_INT monthly service,recurring,70.0
INL00001298,INV0000758,Data usage overage,usage,18.74
INL00001299,INV0000759,PROD_INT monthly service,recurring,70.0
INL00001300,INV0000760,PROD_INT monthly service,recurring,70.0
INL00001301,INV0000761,PROD_INT monthly service,recurring,70.0
INL00001302,INV0000761,Data usage overage,usage,26.35
INL00001303,INV0000762,PROD_INT monthly service,recurring,70.0
INL00001304,INV0000762,One-time activation fee,one-time,35.0
INL00001305,INV0000762,Partial month proration,one-time,36.58
INL00001306,INV0000763,PROD_INT monthly service,recurring,70.0
INL00001307,INV0000764,PROD_INT monthly service,recurring,70.0
INL00001308,INV0000764,PROD_MOB monthly service,recurring,55.0
INL00001309,INV0000765,PROD_INT monthly service,recurring,70.0
INL00001310,INV0000765,PROD_MOB monthly service,recurring,55.0
INL00001311,INV0000766,PROD_INT monthly service,recurring,70.0
INL00001312,INV0000766,PROD_MOB monthly service,recurring,55.0
INL00001313,INV0000766,Goodwill/service credit,credit,-23.4
INL00001314,INV0000767,PROD_INT monthly service,recurring,70.0
INL00001315,INV0000767,PROD_MOB monthly service,recurring,55.0
INL00001316,INV0000768,PROD_INT monthly service,recurring,70.0
INL00001317,INV0000768,PROD_MOB monthly service,recurring,55.0
INL00001318,INV0000769,PROD_INT monthly service,recurring,70.0
INL00001319,INV0000769,PROD_MOB monthly service,recurring,55.0
INL00001320,INV0000770,PROD_INT monthly service,recurring,70.0
INL00001321,INV0000770,PROD_MOB monthly service,recurring,55.0
INL00001322,INV0000771,PROD_INT monthly service,recurring,70.0
INL00001323,INV0000771,PROD_MOB monthly service,recurring,55.0
INL00001324,INV0000772,PROD_INT monthly service,recurring,70.0
INL00001325,INV0000772,PROD_MOB monthly service,recurring,55.0
INL00001326,INV0000773,PROD_INT monthly service,recurring,70.0
INL00001327,INV0000773,PROD_MOB monthly service,recurring,55.0
INL00001328,INV0000774,PROD_INT monthly service,recurring,75.0
INL00001329,INV0000774,One-time activation fee,one-time,35.0
INL00001330,INV0000774,Partial month proration,one-time,35.9
INL00001331,INV0000774,Data usage overage,usage,30.86
INL00001332,INV0000775,PROD_INT monthly service,recurring,75.0
INL00001333,INV0000776,PROD_INT monthly service,recurring,75.0
INL00001334,INV0000777,PROD_INT monthly service,recurring,75.0
INL00001335,INV0000778,PROD_INT monthly service,recurring,75.0
INL00001336,INV0000779,PROD_INT monthly service,recurring,75.0
INL00001337,INV0000780,PROD_INT monthly service,recurring,75.0
INL00001338,INV0000781,PROD_INT monthly service,recurring,75.0
INL00001339,INV0000781,Goodwill/service credit,credit,-9.3
INL00001340,INV0000782,PROD_INT monthly service,recurring,75.0
INL00001341,INV0000783,PROD_INT monthly service,recurring,75.0
INL00001342,INV0000783,Data usage overage,usage,10.65
INL00001343,INV0000784,PROD_INT monthly service,recurring,75.0
INL00001344,INV0000784,Data usage overage,usage,11.05
INL00001345,INV0000785,PROD_INT monthly service,recurring,75.0
INL00001346,INV0000786,PROD_INT monthly service,recurring,55.0
INL00001347,INV0000786,One-time activation fee,one-time,35.0
INL00001348,INV0000786,Partial month proration,one-time,18.42
INL00001349,INV0000787,PROD_INT monthly service,recurring,115.0
INL00001350,INV0000787,One-time activation fee,one-time,35.0
INL00001351,INV0000787,Partial month proration,one-time,36.56
INL00001352,INV0000788,PROD_INT monthly service,recurring,115.0
INL00001353,INV0000788,Goodwill/service credit,credit,-26.22
INL00001354,INV0000789,PROD_INT monthly service,recurring,115.0
INL00001355,INV0000790,PROD_INT monthly service,recurring,115.0
INL00001356,INV0000791,PROD_INT monthly service,recurring,115.0
INL00001357,INV0000792,PROD_INT monthly service,recurring,115.0
INL00001358,INV0000792,Goodwill/service credit,credit,-22.58
INL00001359,INV0000793,PROD_INT monthly service,recurring,115.0
INL00001360,INV0000794,PROD_INT monthly service,recurring,115.0
INL00001361,INV0000795,PROD_INT monthly service,recurring,115.0
INL00001362,INV0000796,PROD_INT monthly service,recurring,115.0
INL00001363,INV0000797,PROD_INT monthly service,recurring,115.0
INL00001364,INV0000798,PROD_INT monthly service,recurring,115.0
INL00001365,INV0000799,PROD_INT monthly service,recurring,90.0
INL00001366,INV0000799,One-time activation fee,one-time,35.0
INL00001367,INV0000799,Partial month proration,one-time,43.57
INL00001368,INV0000800,PROD_INT monthly service,recurring,90.0
INL00001369,INV0000801,PROD_INT monthly service,recurring,90.0
INL00001370,INV0000802,PROD_INT monthly service,recurring,90.0
INL00001371,INV0000803,PROD_INT monthly service,recurring,90.0
INL00001372,INV0000804,PROD_INT monthly service,recurring,90.0
INL00001373,INV0000805,PROD_INT monthly service,recurring,90.0
INL00001374,INV0000806,PROD_INT monthly service,recurring,90.0
INL00001375,INV0000806,PROD_MOB monthly service,recurring,55.0
INL00001376,INV0000807,PROD_INT monthly service,recurring,90.0
INL00001377,INV0000807,PROD_MOB monthly service,recurring,55.0
INL00001378,INV0000808,PROD_INT monthly service,recurring,90.0
INL00001379,INV0000808,PROD_MOB monthly service,recurring,55.0
INL00001380,INV0000809,PROD_INT monthly service,recurring,90.0
INL00001381,INV0000809,PROD_MOB monthly service,recurring,55.0
INL00001382,INV0000810,PROD_INT monthly service,recurring,90.0
INL00001383,INV0000810,PROD_MOB monthly service,recurring,55.0
INL00001384,INV0000811,PROD_INT monthly service,recurring,70.0
INL00001385,INV0000811,One-time activation fee,one-time,35.0
INL00001386,INV0000811,Partial month proration,one-time,16.28
INL00001387,INV0000812,PROD_INT monthly service,recurring,70.0
INL00001388,INV0000813,PROD_INT monthly service,recurring,70.0
INL00001389,INV0000814,PROD_INT monthly service,recurring,70.0
INL00001390,INV0000815,PROD_INT monthly service,recurring,70.0
INL00001391,INV0000816,PROD_INT monthly service,recurring,70.0
INL00001392,INV0000817,PROD_INT monthly service,recurring,70.0
INL00001393,INV0000818,PROD_INT monthly service,recurring,70.0
INL00001394,INV0000819,PROD_INT monthly service,recurring,70.0
INL00001395,INV0000819,Data usage overage,usage,22.06
INL00001396,INV0000820,PROD_INT monthly service,recurring,70.0
INL00001397,INV0000821,PROD_INT monthly service,recurring,70.0
INL00001398,INV0000822,PROD_INT monthly service,recurring,95.0
INL00001399,INV0000822,One-time activation fee,one-time,35.0
INL00001400,INV0000822,Partial month proration,one-time,31.41
INL00001401,INV0000823,PROD_INT monthly service,recurring,95.0
INL00001402,INV0000823,Goodwill/service credit,credit,-12.25
INL00001403,INV0000824,PROD_INT monthly service,recurring,95.0
INL00001404,INV0000825,PROD_INT monthly service,recurring,95.0
INL00001405,INV0000826,PROD_INT monthly service,recurring,95.0
INL00001406,INV0000827,PROD_INT monthly service,recurring,95.0
INL00001407,INV0000828,PROD_INT monthly service,recurring,95.0
INL00001408,INV0000828,Data usage overage,usage,20.1
INL00001409,INV0000829,PROD_INT monthly service,recurring,95.0
INL00001410,INV0000830,PROD_INT monthly service,recurring,95.0
INL00001411,INV0000830,Data usage overage,usage,37.52
INL00001412,INV0000830,Goodwill/service credit,credit,-28.46
INL00001413,INV0000831,PROD_INT monthly service,recurring,95.0
INL00001414,INV0000832,PROD_INT monthly service,recurring,95.0
INL00001415,INV0000832,Goodwill/service credit,credit,-20.53
INL00001416,INV0000833,PROD_INT monthly service,recurring,95.0
INL00001417,INV0000834,PROD_INT monthly service,recurring,70.0
INL00001418,INV0000834,One-time activation fee,one-time,35.0
INL00001419,INV0000834,Partial month proration,one-time,41.86
INL00001420,INV0000835,PROD_INT monthly service,recurring,70.0
INL00001421,INV0000836,PROD_INT monthly service,recurring,70.0
INL00001422,INV0000837,PROD_INT monthly service,recurring,70.0
INL00001423,INV0000838,PROD_INT monthly service,recurring,70.0
INL00001424,INV0000839,PROD_INT monthly service,recurring,70.0
INL00001425,INV0000839,PROD_MOB monthly service,recurring,67.0
INL00001426,INV0000839,Goodwill/service credit,credit,-21.33
INL00001427,INV0000840,PROD_INT monthly service,recurring,70.0
INL00001428,INV0000840,PROD_MOB monthly service,recurring,67.0
INL00001429,INV0000840,Data usage overage,usage,16.74
INL00001430,INV0000841,PROD_INT monthly service,recurring,70.0
INL00001431,INV0000841,PROD_MOB monthly service,recurring,67.0
INL00001432,INV0000842,PROD_INT monthly service,recurring,70.0
INL00001433,INV0000842,PROD_MOB monthly service,recurring,67.0
INL00001434,INV0000843,PROD_INT monthly service,recurring,70.0
INL00001435,INV0000843,PROD_MOB monthly service,recurring,67.0
INL00001436,INV0000843,Goodwill/service credit,credit,-10.3
INL00001437,INV0000844,PROD_INT monthly service,recurring,70.0
INL00001438,INV0000844,PROD_MOB monthly service,recurring,67.0
INL00001439,INV0000845,PROD_INT monthly service,recurring,70.0
INL00001440,INV0000845,PROD_MOB monthly service,recurring,67.0
INL00001441,INV0000846,PROD_INT monthly service,recurring,75.0
INL00001442,INV0000846,One-time activation fee,one-time,35.0
INL00001443,INV0000846,Partial month proration,one-time,18.41
INL00001444,INV0000847,PROD_INT monthly service,recurring,75.0
INL00001445,INV0000848,PROD_INT monthly service,recurring,75.0
INL00001446,INV0000849,PROD_INT monthly service,recurring,75.0
INL00001447,INV0000850,PROD_INT monthly service,recurring,75.0
INL00001448,INV0000851,PROD_INT monthly service,recurring,75.0
INL00001449,INV0000851,PROD_TV monthly service,recurring,45.0
INL00001450,INV0000852,PROD_INT monthly service,recurring,75.0
INL00001451,INV0000852,PROD_TV monthly service,recurring,45.0
INL00001452,INV0000853,PROD_INT monthly service,recurring,75.0
INL00001453,INV0000853,PROD_TV monthly service,recurring,45.0
INL00001454,INV0000854,PROD_INT monthly service,recurring,75.0
INL00001455,INV0000854,PROD_TV monthly service,recurring,45.0
INL00001456,INV0000855,PROD_INT monthly service,recurring,75.0
INL00001457,INV0000855,PROD_TV monthly service,recurring,45.0
INL00001458,INV0000856,PROD_INT monthly service,recurring,75.0
INL00001459,INV0000856,PROD_TV monthly service,recurring,45.0
INL00001460,INV0000857,PROD_INT monthly service,recurring,75.0
INL00001461,INV0000857,PROD_TV monthly service,recurring,45.0
INL00001462,INV0000857,Data usage overage,usage,13.57
INL00001463,INV0000858,PROD_INT monthly service,recurring,95.0
INL00001464,INV0000858,One-time activation fee,one-time,35.0
INL00001465,INV0000858,Partial month proration,one-time,35.87
INL00001466,INV0000858,Goodwill/service credit,credit,-16.02
INL00001467,INV0000859,PROD_INT monthly service,recurring,95.0
INL00001468,INV0000860,PROD_INT monthly service,recurring,95.0
INL00001469,INV0000860,Data usage overage,usage,12.85
INL00001470,INV0000861,PROD_INT monthly service,recurring,95.0
INL00001471,INV0000862,PROD_INT monthly service,recurring,95.0
INL00001472,INV0000863,PROD_INT monthly service,recurring,95.0
INL00001473,INV0000863,Goodwill/service credit,credit,-26.36
INL00001474,INV0000864,PROD_INT monthly service,recurring,95.0
INL00001475,INV0000865,PROD_INT monthly service,recurring,95.0
INL00001476,INV0000866,PROD_INT monthly service,recurring,95.0
INL00001477,INV0000867,PROD_INT monthly service,recurring,95.0
INL00001478,INV0000868,PROD_INT monthly service,recurring,95.0
INL00001479,INV0000869,PROD_INT monthly service,recurring,95.0
INL00001480,INV0000870,PROD_INT monthly service,recurring,90.0
INL00001481,INV0000870,One-time activation fee,one-time,35.0
INL00001482,INV0000870,Partial month proration,one-time,16.33
INL00001483,INV0000871,PROD_INT monthly service,recurring,90.0
INL00001484,INV0000872,PROD_INT monthly service,recurring,90.0
INL00001485,INV0000873,PROD_INT monthly service,recurring,90.0
INL00001486,INV0000874,PROD_INT monthly service,recurring,90.0
INL00001487,INV0000874,Goodwill/service credit,credit,-26.11
INL00001488,INV0000875,PROD_INT monthly service,recurring,90.0
INL00001489,INV0000876,PROD_INT monthly service,recurring,90.0
INL00001490,INV0000877,PROD_INT monthly service,recurring,90.0
INL00001491,INV0000877,Data usage overage,usage,5.13
INL00001492,INV0000877,Goodwill/service credit,credit,-16.3
INL00001493,INV0000878,PROD_INT monthly service,recurring,90.0
INL00001494,INV0000879,PROD_INT monthly service,recurring,90.0
INL00001495,INV0000879,Goodwill/service credit,credit,-10.65
INL00001496,INV0000880,PROD_INT monthly service,recurring,90.0
INL00001497,INV0000881,PROD_INT monthly service,recurring,90.0
INL00001498,INV0000881,PROD_MOB monthly service,recurring,55.0
INL00001499,INV0000882,PROD_INT monthly service,recurring,90.0
INL00001500,INV0000882,One-time activation fee,one-time,35.0
INL00001501,INV0000882,Partial month proration,one-time,36.76
INL00001502,INV0000882,Data usage overage,usage,7.33
INL00001503,INV0000883,PROD_INT monthly service,recurring,90.0
INL00001504,INV0000884,PROD_INT monthly service,recurring,90.0
INL00001505,INV0000885,PROD_INT monthly service,recurring,90.0
INL00001506,INV0000886,PROD_INT monthly service,recurring,90.0
INL00001507,INV0000887,PROD_INT monthly service,recurring,90.0
INL00001508,INV0000887,Goodwill/service credit,credit,-9.38
INL00001509,INV0000888,PROD_INT monthly service,recurring,90.0
INL00001510,INV0000888,Data usage overage,usage,34.65
INL00001511,INV0000889,PROD_INT monthly service,recurring,90.0
INL00001512,INV0000889,Goodwill/service credit,credit,-29.47
INL00001513,INV0000890,PROD_INT monthly service,recurring,90.0
INL00001514,INV0000891,PROD_INT monthly service,recurring,90.0
INL00001515,INV0000892,PROD_INT monthly service,recurring,90.0
INL00001516,INV0000893,PROD_INT monthly service,recurring,90.0
INL00001517,INV0000894,PROD_INT monthly service,recurring,50.0
INL00001518,INV0000894,One-time activation fee,one-time,35.0
INL00001519,INV0000894,Partial month proration,one-time,18.87
INL00001520,INV0000895,PROD_INT monthly service,recurring,50.0
INL00001521,INV0000895,Data usage overage,usage,19.58
INL00001522,INV0000896,PROD_INT monthly service,recurring,50.0
INL00001523,INV0000897,PROD_INT monthly service,recurring,50.0
INL00001524,INV0000898,PROD_INT monthly service,recurring,50.0
INL00001525,INV0000899,PROD_INT monthly service,recurring,50.0
INL00001526,INV0000899,Data usage overage,usage,8.53
INL00001527,INV0000900,PROD_INT monthly service,recurring,50.0
INL00001528,INV0000901,PROD_INT monthly service,recurring,50.0
INL00001529,INV0000902,PROD_INT monthly service,recurring,50.0
INL00001530,INV0000902,Data usage overage,usage,6.9
INL00001531,INV0000903,PROD_INT monthly service,recurring,50.0
INL00001532,INV0000903,Goodwill/service credit,credit,-19.2
INL00001533,INV0000904,PROD_INT monthly service,recurring,50.0
INL00001534,INV0000904,Goodwill/service credit,credit,-23.41
INL00001535,INV0000905,PROD_INT monthly service,recurring,50.0
INL00001536,INV0000905,Goodwill/service credit,credit,-28.09
INL00001537,INV0000906,PROD_INT monthly service,recurring,70.0
