subscription_id,account_id,product_id,plan_id,device_id,start_date,end_date,status,mrc
SUB000244,ACCT000153,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2024-07-26,,active,90.0
SUB000245,ACCT000154,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2026-06-23,2027-06-21,cancelled,70.0
SUB000246,ACCT000155,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2024-01-24,2024-08-15,cancelled,50.0
SUB000247,ACCT000156,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2025-10-30,,active,90.0
SUB000248,ACCT000156,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2026-06-22,,active,77.0
SUB000249,ACCT000157,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2022-11-06,,active,70.0
SUB000250,ACCT000157,PROD_TV,PLAN_TV_STD,DEV_NONE,2023-07-10,,active,45.0
SUB000251,ACCT000158,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2024-04-02,,active,70.0
SUB000252,ACCT000158,PROD_MOB,PLAN_MOB_10,DEV_PHONE_A,2025-03-20,,active,47.0
SUB000253,ACCT000159,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2023-10-10,,active,75.0
SUB000254,ACCT000159,PROD_MOB,PLAN_MOB_UNL,DEV_NONE,2023-10-13,,active,55.0
SUB000255,ACCT000160,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2026-05-23,,active,50.0
SUB000256,ACCT000160,PROD_MOB,PLAN_MOB_40,DEV_NONE,2026-06-30,,active,40.0
SUB000257,ACCT000161,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2024-02-05,,active,50.0
SUB000258,ACCT000161,PROD_MOB,PLAN_MOB_10,DEV_PHONE_A,2024-11-21,,active,47.0
SUB000259,ACCT000161,PROD_TV,PLAN_TV_STD,DEV_NONE,2024-04-06,,active,45.0
SUB000260,ACCT000162,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2024-01-05,,active,50.0
SUB000261,ACCT000163,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2026-03-09,,active,90.0
SUB000262,ACCT000164,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2026-05-21,,active,70.0
SUB000263,ACCT000165,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-07-05,,active,70.0
SUB000264,ACCT000165,PROD_TV,PLAN_TV_STD,DEV_NONE,2026-01-17,,active,45.0
SUB000265,ACCT000166,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2025-03-30,,active,50.0
SUB000266,ACCT000166,PROD_MOB,PLAN_MOB_40,DEV_PHONE_B,2025-04-27,,active,52.0
SUB000267,ACCT000167,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2026-05-29,,active,75.0
SUB000268,ACCT000168,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2026-05-25,,active,70.0
SUB000269,ACCT000169,PROD_INT,PLAN_INT_2G,DEV_ROUTER_MESH,2025-09-06,,active,120.0
SUB000270,ACCT000169,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2026-06-30,,active,25.0
SUB000271,ACCT000170,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2024-08-24,2025-12-15,cancelled,50.0
SUB000272,ACCT000170,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2025-09-20,2025-12-15,cancelled,77.0
SUB000273,ACCT000170,PROD_TV,PLAN_TV_STD,DEV_NONE,2024-11-26,2025-12-15,cancelled,45.0
SUB000274,ACCT000171,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2024-12-07,,active,95.0
SUB000275,ACCT000172,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2022-10-25,,active,55.0
SUB000276,ACCT000173,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2025-01-02,,active,50.0
SUB000277,ACCT000174,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2024-04-08,,active,70.0
SUB000278,ACCT000175,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2025-09-15,,active,75.0
SUB000279,ACCT000176,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2026-06-02,,active,95.0
SUB000280,ACCT000177,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2026-01-30,,active,75.0
SUB000281,ACCT000177,PROD_MOB,PLAN_MOB_10,DEV_PHONE_A,2026-06-30,,active,47.0
SUB000282,ACCT000177,PROD_TV,PLAN_TV_STD,DEV_NONE,2026-03-21,,active,45.0
SUB000283,ACCT000178,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2023-11-09,,active,90.0
SUB000284,ACCT000178,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2024-01-14,,active,77.0
SUB000285,ACCT000179,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2024-03-26,,active,50.0
SUB000286,ACCT000180,PROD_INT,PLAN_INT_2G,DEV_MODEM_STD,2024-01-05,,active,115.0
SUB000287,ACCT000180,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2024-10-24,,active,25.0
SUB000288,ACCT000181,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2026-05-30,,active,90.0
SUB000289,ACCT000182,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2024-12-26,,active,90.0
SUB000290,ACCT000182,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_B,2025-12-22,,active,67.0
SUB000291,ACCT000183,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2023-01-01,,active,70.0
SUB000292,ACCT000183,PROD_MOB,PLAN_MOB_UNL,DEV_NONE,2023-11-25,,active,55.0
SUB000293,ACCT000183,PROD_TV,PLAN_TV_STD,DEV_NONE,2023-03-03,,active,45.0
SUB000294,ACCT000184,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2020-06-18,,active,70.0
SUB000295,ACCT000185,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2024-09-28,,active,90.0
SUB000296,ACCT000185,PROD_MOB,PLAN_MOB_UNL,DEV_NONE,2025-01-03,,active,55.0
SUB000297,ACCT000186,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2023-03-09,,active,70.0
SUB000298,ACCT000186,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_B,2024-02-23,,active,67.0
SUB000299,ACCT000187,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2024-05-22,,active,90.0
SUB000300,ACCT000187,PROD_TV,PLAN_TV_STD,DEV_NONE,2024-12-28,,active,45.0
SUB000301,ACCT000188,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2024-08-25,,active,50.0
SUB000302,ACCT000189,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2025-02-19,,active,75.0
SUB000303,ACCT000189,PROD_MOB,PLAN_MOB_40,DEV_NONE,2025-06-15,,active,40.0
SUB000304,ACCT000190,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2024-07-24,,active,50.0
SUB000305,ACCT000191,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2023-06-11,,active,50.0
SUB000306,ACCT000192,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2023-03-23,,active,70.0
SUB000307,ACCT000192,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2023-12-13,,active,25.0
SUB000308,ACCT000193,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2025-11-17,,active,75.0
SUB000309,ACCT000193,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2026-06-30,,active,77.0
SUB000310,ACCT000194,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2026-05-28,,active,50.0
SUB000311,ACCT000195,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2025-09-09,,active,95.0
SUB000312,ACCT000196,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2024-06-15,,active,70.0
SUB000313,ACCT000197,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2025-01-18,,active,50.0
SUB000314,ACCT000198,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2023-12-21,,active,70.0
SUB000315,ACCT000199,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2026-06-08,2027-12-05,cancelled,75.0
SUB000316,ACCT000200,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2026-05-11,,active,95.0
SUB000317,ACCT000201,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2024-07-31,,active,95.0
SUB000318,ACCT000202,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2022-03-04,,active,95.0
SUB000319,ACCT000203,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2025-04-04,,active,90.0
SUB000320,ACCT000203,PROD_MOB,PLAN_MOB_40,DEV_PHONE_A,2026-04-22,,active,62.0
SUB000321,ACCT000204,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2025-03-12,2026-10-07,cancelled,55.0
SUB000322,ACCT000205,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2022-09-13,,active,75.0
SUB000323,ACCT000206,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2023-01-29,,active,55.0
SUB000324,ACCT000206,PROD_MOB,PLAN_MOB_40,DEV_NONE,2024-01-05,,active,40.0
SUB000325,ACCT000206,PROD_TV,PLAN_TV_STD,DEV_NONE,2023-07-23,,active,45.0
SUB000326,ACCT000207,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2025-10-03,2027-02-26,cancelled,90.0
SUB000327,ACCT000208,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2023-05-13,,active,70.0
SUB000328,ACCT000209,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-06-08,,active,70.0
SUB000329,ACCT000209,PROD_TV,PLAN_TV_STD,DEV_NONE,2025-06-11,,active,45.0
SUB000330,ACCT000210,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2025-04-13,,active,55.0
SUB000331,ACCT000210,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2025-05-28,,active,77.0
SUB000332,ACCT000211,PROD_INT,PLAN_INT_2G,DEV_MODEM_STD,2025-09-27,,active,115.0
SUB000333,ACCT000212,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-11-29,,active,70.0
SUB000334,ACCT000213,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2024-05-19,,active,55.0
SUB000335,ACCT000213,PROD_MOB,PLAN_MOB_40,DEV_PHONE_A,2025-03-07,,active,62.0
SUB000336,ACCT000214,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2026-05-16,,active,90.0
SUB000337,ACCT000215,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2024-05-07,,active,50.0
SUB000338,ACCT000215,PROD_MOB,PLAN_MOB_UNL,DEV_NONE,2024-05-13,,active,55.0
SUB000339,ACCT000216,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2024-05-23,,active,70.0
SUB000340,ACCT000217,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2026-06-17,,active,95.0
SUB000341,ACCT000218,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2025-02-15,,active,75.0
SUB000342,ACCT000219,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2026-06-11,,active,90.0
SUB000343,ACCT000219,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2026-06-30,,active,77.0
SUB000344,ACCT000220,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2025-10-30,,active,90.0
SUB000345,ACCT000220,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_B,2026-06-30,,active,67.0
SUB000346,ACCT000221,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2021-07-17,,active,50.0
SUB000347,ACCT000221,PROD_MOB,PLAN_MOB_10,DEV_PHONE_A,2022-05-06,,active,47.0
SUB000348,ACCT000221,PROD_TV,PLAN_TV_STD,DEV_NONE,2021-12-27,,active,45.0
SUB000349,ACCT000222,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2024-11-22,,active,75.0
SUB000350,ACCT000222,PROD_TV,PLAN_TV_STD,DEV_NONE,2025-11-05,,active,45.0
SUB000351,ACCT000223,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2024-11-15,,active,95.0
SUB000352,ACCT000224,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2025-09-03,,active,75.0
SUB000353,ACCT000225,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2026-05-17,,active,75.0
SUB000354,ACCT000225,PROD_MOB,PLAN_MOB_10,DEV_PHONE_A,2026-06-30,,active,47.0
SUB000355,ACCT000226,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2025-04-18,,active,50.0
SUB000356,ACCT000226,PROD_MOB,PLAN_MOB_10,DEV_NONE,2025-09-27,,active,25.0
SUB000357,ACCT000227,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2024-02-17,,active,70.0
SUB000358,ACCT000228,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2023-10-18,,active,90.0
SUB000359,ACCT000228,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2024-02-10,,active,77.0
SUB000360,ACCT000228,PROD_TV,PLAN_TV_STD,DEV_NONE,2024-06-15,,active,45.0
SUB000361,ACCT000229,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2026-06-23,,active,55.0
SUB000362,ACCT000229,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2026-06-30,,active,77.0
SUB000363,ACCT000229,PROD_TV,PLAN_TV_STD,DEV_NONE,2026-06-30,,active,45.0
SUB000364,ACCT000230,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2025-12-30,,active,90.0
SUB000365,ACCT000231,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2023-05-26,,active,70.0
SUB000366,ACCT000232,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2025-05-01,,active,55.0
SUB000367,ACCT000232,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2026-04-17,,active,77.0
SUB000368,ACCT000233,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2023-03-14,2023-10-08,cancelled,50.0
SUB000369,ACCT000234,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2024-08-26,,active,50.0
SUB000370,ACCT000235,PROD_INT,PLAN_INT_2G,DEV_MODEM_STD,2023-09-19,2024-04-30,cancelled,115.0
SUB000371,ACCT000235,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2024-09-21,2024-04-30,cancelled,25.0
SUB000372,ACCT000236,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2022-01-30,,active,50.0
SUB000373,ACCT000237,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2023-07-02,,active,50.0
SUB000374,ACCT000237,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2024-03-11,,active,77.0
SUB000375,ACCT000238,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2026-06-21,,active,90.0
SUB000376,ACCT000238,PROD_TV,PLAN_TV_STD,DEV_NONE,2026-06-30,,active,45.0
SUB000377,ACCT000239,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2023-05-08,2024-10-29,cancelled,50.0
SUB000378,ACCT000239,PROD_MOB,PLAN_MOB_UNL,DEV_NONE,2023-11-30,2024-10-29,cancelled,55.0
SUB000379,ACCT000240,PROD_INT,PLAN_INT_2G,DEV_MODEM_STD,2025-07-16,,active,115.0
SUB000380,ACCT000241,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2023-01-13,,active,50.0
SUB000381,ACCT000241,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2023-11-05,,active,25.0
SUB000382,ACCT000242,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2024-12-23,,active,95.0
SUB000383,ACCT000242,PROD_MOB,PLAN_MOB_UNL,DEV_NONE,2025-08-27,,active,55.0
SUB000384,ACCT000242,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2025-03-25,,active,25.0
SUB000385,ACCT000243,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2024-12-07,,active,90.0
SUB000386,ACCT000244,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2024-07-01,,active,55.0
SUB000387,ACCT000245,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2025-01-30,,active,50.0
SUB000388,ACCT000245,PROD_TV,PLAN_TV_STD,DEV_NONE,2025-03-01,,active,45.0
SUB000389,ACCT000245,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2026-02-27,,active,25.0
SUB000390,ACCT000246,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-09-14,,active,70.0
SUB000391,ACCT000247,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2024-07-15,,active,70.0
SUB000392,ACCT000248,PROD_INT,PLAN_INT_2G,DEV_ROUTER_MESH,2024-12-03,,active,120.0
SUB000393,ACCT000248,PROD_MOB,PLAN_MOB_UNL,DEV_NONE,2025-10-08,,active,55.0
SUB000394,ACCT000249,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2024-12-15,,active,90.0
SUB000395,ACCT000249,PROD_MOB,PLAN_MOB_40,DEV_PHONE_B,2025-06-11,,active,52.0
SUB000396,ACCT000250,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2026-05-31,,active,70.0
SUB000397,ACCT000251,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2026-04-04,2026-12-14,cancelled,55.0
SUB000398,ACCT000252,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2024-12-12,,active,50.0
SUB000399,ACCT000252,PROD_MOB,PLAN_MOB_UNL,DEV_NONE,2025-09-07,,active,55.0
SUB000400,ACCT000253,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2021-09-22,,active,90.0
SUB000401,ACCT000254,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2021-12-03,,active,50.0
SUB000402,ACCT000254,PROD_TV,PLAN_TV_STD,DEV_NONE,2022-02-02,,active,45.0
SUB000403,ACCT000255,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2024-06-24,,active,50.0
SUB000404,ACCT000256,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2024-08-06,,active,75.0
SUB000405,ACCT000257,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2026-05-24,,active,75.0
SUB000406,ACCT000257,PROD_MOB,PLAN_MOB_40,DEV_PHONE_B,2026-06-30,,active,52.0
SUB000407,ACCT000258,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-04-11,,active,70.0
SUB000408,ACCT000259,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2023-05-02,,active,70.0
SUB000409,ACCT000259,PROD_MOB,PLAN_MOB_40,DEV_NONE,2023-12-31,,active,40.0
SUB000410,ACCT000260,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2025-01-27,,active,75.0
SUB000411,ACCT000261,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2022-08-12,,active,95.0
SUB000412,ACCT000262,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2022-09-26,,active,50.0
SUB000413,ACCT000262,PROD_TV,PLAN_TV_STD,DEV_NONE,2023-02-01,,active,45.0
SUB000414,ACCT000263,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2025-04-29,,active,90.0
SUB000415,ACCT000263,PROD_MOB,PLAN_MOB_40,DEV_PHONE_B,2025-10-04,,active,52.0
SUB000416,ACCT000264,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2024-06-06,2025-07-26,cancelled,55.0
SUB000417,ACCT000265,PROD_INT,PLAN_INT_2G,DEV_MODEM_STD,2021-06-10,2022-01-18,cancelled,115.0
SUB000418,ACCT000266,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2026-01-04,,active,70.0
SUB000419,ACCT000266,PROD_MOB,PLAN_MOB_10,DEV_PHONE_A,2026-06-30,,active,47.0
SUB000420,ACCT000267,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-01-31,,active,70.0
SUB000421,ACCT000268,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2026-01-24,,active,70.0
SUB000422,ACCT000269,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-08-21,2027-05-14,cancelled,70.0
SUB000423,ACCT000270,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2020-06-26,,active,50.0
SUB000424,ACCT000271,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2025-01-18,,active,55.0
SUB000425,ACCT000272,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2026-06-18,,active,50.0
SUB000426,ACCT000273,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-09-30,,active,70.0
SUB000427,ACCT000273,PROD_TV,PLAN_TV_STD,DEV_NONE,2026-06-30,,active,45.0
SUB000428,ACCT000273,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2025-11-20,,active,25.0
SUB000429,ACCT000274,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2026-02-23,,active,95.0
SUB000430,ACCT000274,PROD_TV,PLAN_TV_STD,DEV_NONE,2026-06-30,,active,45.0
SUB000431,ACCT000275,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2024-04-15,,active,70.0
SUB000432,ACCT000276,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2023-11-17,,active,75.0
SUB000433,ACCT000276,PROD_TV,PLAN_TV_STD,DEV_NONE,2024-12-16,,active,45.0
SUB000434,ACCT000277,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2023-01-03,,active,90.0
SUB000435,ACCT000278,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2026-06-11,,active,50.0
SUB000436,ACCT000279,PROD_INT,PLAN_INT_2G,DEV_MODEM_STD,2025-12-10,,active,115.0
SUB000437,ACCT000279,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2025-12-11,,active,25.0
SUB000438,ACCT000280,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2024-01-07,,active,90.0
SUB000439,ACCT000281,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2026-05-31,,active,70.0
SUB000440,ACCT000281,PROD_MOB,PLAN_MOB_10,DEV_PHONE_B,2026-06-30,,active,37.0
SUB000441,ACCT000282,PROD_INT,PLAN_INT_2G,DEV_MODEM_STD,2022-08-31,,active,115.0
SUB000442,ACCT000283,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2023-03-29,,active,75.0
SUB000443,ACCT000283,PROD_TV,PLAN_TV_STD,DEV_NONE,2024-01-28,,active,45.0
SUB000444,ACCT000284,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2019-12-28,,active,75.0
SUB000445,ACCT000285,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-08-14,,active,70.0
SUB000446,ACCT000285,PROD_MOB,PLAN_MOB_40,DEV_PHONE_A,2026-06-30,,active,62.0
SUB000447,ACCT000285,PROD_TV,PLAN_TV_STD,DEV_NONE,2026-06-12,,active,45.0
SUB000448,ACCT000286,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2025-10-16,,active,90.0
SUB000449,ACCT000287,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2025-03-13,,active,90.0
SUB000450,ACCT000287,PROD_TV,PLAN_TV_STD,DEV_NONE,2025-05-19,,active,45.0
SUB000451,ACCT000287,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2026-04-15,,active,25.0
SUB000452,ACCT000288,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2024-10-04,,active,55.0
SUB000453,ACCT000289,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-05-19,,active,70.0
SUB000454,ACCT000290,PROD_INT,PLAN_INT_2G,DEV_MODEM_STD,2025-08-11,2025-12-18,cancelled,115.0
SUB000455,ACCT000291,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2024-02-04,,active,55.0
SUB000456,ACCT000292,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2025-03-17,,active,55.0
SUB000457,ACCT000292,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2025-11-29,,active,77.0
SUB000458,ACCT000292,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2026-02-10,,active,25.0
SUB000459,ACCT000293,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2025-07-03,,active,55.0
SUB000460,ACCT000293,PROD_TV,PLAN_TV_STD,DEV_NONE,2025-12-28,,active,45.0
SUB000461,ACCT000294,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-12-12,,active,70.0
SUB000462,ACCT000295,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2026-05-15,,active,95.0
SUB000463,ACCT000296,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2021-11-18,,active,90.0
SUB000464,ACCT000296,PROD_MOB,PLAN_MOB_UNL,DEV_NONE,2022-12-08,,active,55.0
SUB000465,ACCT000297,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2026-06-27,,active,70.0
SUB000466,ACCT000297,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2026-06-30,,active,77.0
SUB000467,ACCT000298,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2023-02-26,,active,70.0
SUB000468,ACCT000298,PROD_MOB,PLAN_MOB_40,DEV_PHONE_A,2024-03-28,,active,62.0
SUB000469,ACCT000299,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2023-09-08,,active,75.0
SUB000470,ACCT000299,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_B,2023-09-18,,active,67.0
SUB000471,ACCT000300,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2025-04-23,,active,55.0
SUB000472,ACCT000300,PROD_MOB,PLAN_MOB_10,DEV_PHONE_A,2025-08-08,,active,47.0
SUB000473,ACCT000301,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2023-08-14,2025-03-18,cancelled,95.0
SUB000474,ACCT000301,PROD_MOB,PLAN_MOB_UNL,DEV_NONE,2024-03-01,2025-03-18,cancelled,55.0
SUB000475,ACCT000301,PROD_TV,PLAN_TV_STD,DEV_NONE,2024-03-12,2025-03-18,cancelled,45.0
SUB000476,ACCT000302,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-10-07,,active,70.0
SUB000477,ACCT000303,PROD_INT,PLAN_INT_2G,DEV_ROUTER_MESH,2024-06-25,,active,120.0
SUB000478,ACCT000304,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2025-07-09,,active,90.0
SUB000479,ACCT000305,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2023-08-11,,active,70.0
SUB000480,ACCT000306,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2026-06-20,,active,70.0
SUB000481,ACCT000307,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2025-09-16,,active,90.0
SUB000482,ACCT000308,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2026-06-02,,active,90.0
SUB000483,ACCT000308,PROD_MOB,PLAN_MOB_40,DEV_PHONE_A,2026-06-30,,active,62.0
SUB000484,ACCT000308,PROD_TV,PLAN_TV_STD,DEV_NONE,2026-06-30,,active,45.0
SUB000485,ACCT000309,PROD_INT,PLAN_INT_2G,DEV_MODEM_STD,2024-06-18,,active,115.0
SUB000486,ACCT000309,PROD_MOB,PLAN_MOB_10,DEV_NONE,2024-08-09,,active,25.0
