device_id,account_id,customer_id,model,model_name,device_type,serial_number,install_date,status,firmware_version
DVC000195,ACCT000195,CUST000195,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN19C125C3E0,2025-09-18,active,4.1.0
DVC000196,ACCT000196,CUST000196,DEV_MODEM_STD,TelcoConnect Modem,modem,SNB423698BB4,2024-06-24,active,4.0.1
DVC000197,ACCT000197,CUST000197,DEV_MODEM_STD,TelcoConnect Modem,modem,SN81F20FA8F1,2025-01-26,active,3.5.0
DVC000198,ACCT000198,CUST000198,DEV_MODEM_STD,TelcoConnect Modem,modem,SN89A65086E5,2023-12-21,active,3.5.0
DVC000199,ACCT000199,CUST000199,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNF796D3AD83,2026-06-14,inactive,3.4.1
DVC000200,ACCT000200,CUST000200,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN577FB4897F,2026-05-17,active,4.1.0
DVC000201,ACCT000201,CUST000201,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNE0E0465108,2024-08-05,active,4.0.1
DVC000202,ACCT000202,CUST000202,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNE83C80B5D6,2022-03-07,active,4.0.1
DVC000203,ACCT000203,CUST000203,DEV_MODEM_STD,TelcoConnect Modem,modem,SN67BE7A5B1D,2025-04-10,active,4.0.1
DVC000204,ACCT000204,CUST000204,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN83F59FF08E,2025-03-14,inactive,3.4.2
DVC000205,ACCT000205,CUST000205,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNA2AC2F3BA3,2022-09-17,active,3.5.0
DVC000206,ACCT000206,CUST000206,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNEB4E108800,2023-01-30,active,4.0.1
DVC000207,ACCT000207,CUST000207,DEV_MODEM_STD,TelcoConnect Modem,modem,SNF0643FC370,2025-10-07,inactive,3.4.1
DVC000208,ACCT000208,CUST000208,DEV_MODEM_STD,TelcoConnect Modem,modem,SNE2DEAD4E4F,2023-05-17,active,3.4.2
DVC000209,ACCT000209,CUST000209,DEV_MODEM_STD,TelcoConnect Modem,modem,SND43A3E3405,2025-06-11,active,4.1.0
DVC000210,ACCT000210,CUST000210,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN6202143F2A,2025-04-14,active,3.4.1
DVC000211,ACCT000211,CUST000211,DEV_MODEM_STD,TelcoConnect Modem,modem,SN756C8F92A6,2025-10-02,active,3.4.1
DVC000212,ACCT000212,CUST000212,DEV_MODEM_STD,TelcoConnect Modem,modem,SN38823E4806,2025-12-02,active,3.4.2
DVC000213,ACCT000213,CUST000213,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNBA737C2C73,2024-05-22,active,3.4.1
DVC000214,ACCT000214,CUST000214,DEV_MODEM_STD,TelcoConnect Modem,modem,SND81857136D,2026-05-20,active,4.1.0
DVC000215,ACCT000215,CUST000215,DEV_MODEM_STD,TelcoConnect Modem,modem,SNCE7C896ED1,2024-05-10,active,3.5.0
DVC000216,ACCT000216,CUST000216,DEV_MODEM_STD,TelcoConnect Modem,modem,SN2D4F74A1A9,2024-05-30,active,4.0.1
DVC000217,ACCT000217,CUST000217,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN5DF9191CD9,2026-06-20,active,3.4.2
DVC000218,ACCT000218,CUST000218,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN5DB578407E,2025-02-20,active,3.4.1
DVC000219,ACCT000219,CUST000219,DEV_MODEM_STD,TelcoConnect Modem,modem,SN4167865590,2026-06-15,active,3.5.0
DVC000220,ACCT000220,CUST000220,DEV_MODEM_STD,TelcoConnect Modem,modem,SN0AD6B9B789,2025-11-06,active,3.5.0
DVC000221,ACCT000221,CUST000221,DEV_MODEM_STD,TelcoConnect Modem,modem,SN6DC5E7D4B2,2021-07-24,active,3.4.1
DVC000222,ACCT000222,CUST000222,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN336CB39256,2024-11-24,active,4.0.1
DVC000223,ACCT000223,CUST000223,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN4B5B67E9EC,2024-11-20,active,4.1.0
DVC000224,ACCT000224,CUST000224,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN485D7C3F57,2025-09-10,active,3.4.1
DVC000225,ACCT000225,CUST000225,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN642145C638,2026-05-19,active,3.5.0
DVC000226,ACCT000226,CUST000226,DEV_MODEM_STD,TelcoConnect Modem,modem,SNAE3E6690AF,2025-04-19,active,4.0.1
DVC000227,ACCT000227,CUST000227,DEV_MODEM_STD,TelcoConnect Modem,modem,SN0DAF2760CB,2024-02-26,active,4.0.1
DVC000228,ACCT000228,CUST000228,DEV_MODEM_STD,TelcoConnect Modem,modem,SN255E6E3003,2023-10-25,active,3.4.1
DVC000229,ACCT000229,CUST000229,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN222D9C0443,2026-06-30,active,3.4.1
DVC000230,ACCT000230,CUST000230,DEV_MODEM_STD,TelcoConnect Modem,modem,SN45E9265012,2026-01-04,active,4.1.0
DVC000231,ACCT000231,CUST000231,DEV_MODEM_STD,TelcoConnect Modem,modem,SN0F1E9FE07B,2023-05-26,active,3.4.1
DVC000232,ACCT000232,CUST000232,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN11CF535B40,2025-05-03,active,3.5.0
DVC000233,ACCT000233,CUST000233,DEV_MODEM_STD,TelcoConnect Modem,modem,SN1A8755B9FA,2023-03-15,inactive,4.0.1
DVC000234,ACCT000234,CUST000234,DEV_MODEM_STD,TelcoConnect Modem,modem,SNF78E0CEBA8,2024-09-02,active,4.1.0
DVC000235,ACCT000235,CUST000235,DEV_MODEM_STD,TelcoConnect Modem,modem,SNAAC1B574AB,2023-09-25,inactive,4.1.0
DVC000236,ACCT000236,CUST000236,DEV_MODEM_STD,TelcoConnect Modem,modem,SN11EE31DA0A,2022-02-06,active,4.0.1
DVC000237,ACCT000237,CUST000237,DEV_MODEM_STD,TelcoConnect Modem,modem,SN52FFF3224F,2023-07-10,active,3.5.0
DVC000238,ACCT000238,CUST000238,DEV_MODEM_STD,TelcoConnect Modem,modem,SN3526035A5B,2026-06-29,active,4.0.1
DVC000239,ACCT000239,CUST000239,DEV_MODEM_STD,TelcoConnect Modem,modem,SN3A807FC914,2023-05-11,inactive,3.5.0
DVC000240,ACCT000240,CUST000240,DEV_MODEM_STD,TelcoConnect Modem,modem,SN4899AC83DC,2025-07-21,active,4.0.1
DVC000241,ACCT000241,CUST000241,DEV_MODEM_STD,TelcoConnect Modem,modem,SNE0D31289F5,2023-01-19,active,4.1.0
DVC000242,ACCT000242,CUST000242,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNFAF13C99AD,2025-01-01,active,3.5.0
DVC000243,ACCT000243,CUST000243,DEV_MODEM_STD,TelcoConnect Modem,modem,SNFB88242C00,2024-12-15,active,4.0.1
DVC000244,ACCT000244,CUST000244,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN69FF9C98B3,2024-07-02,active,3.4.1
DVC000245,ACCT000245,CUST000245,DEV_MODEM_STD,TelcoConnect Modem,modem,SN7D7FE8BD71,2025-01-30,active,3.5.0
DVC000246,ACCT000246,CUST000246,DEV_MODEM_STD,TelcoConnect Modem,modem,SND1806AB628,2025-09-20,active,3.4.1
DVC000247,ACCT000247,CUST000247,DEV_MODEM_STD,TelcoConnect Modem,modem,SNB526F7F8DC,2024-07-24,active,3.5.0
DVC000248,ACCT000248,CUST000248,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN0FE3F2E455,2024-12-08,active,4.1.0
DVC000249,ACCT000249,CUST000249,DEV_MODEM_STD,TelcoConnect Modem,modem,SN764FCC4448,2024-12-20,active,3.5.0
DVC000250,ACCT000250,CUST000250,DEV_MODEM_STD,TelcoConnect Modem,modem,SN93EE3DF274,2026-06-08,active,3.5.0
DVC000251,ACCT000251,CUST000251,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN37CD36233C,2026-04-08,inactive,3.5.0
DVC000252,ACCT000252,CUST000252,DEV_MODEM_STD,TelcoConnect Modem,modem,SNBE0BCD4045,2024-12-16,active,4.0.1
DVC000253,ACCT000253,CUST000253,DEV_MODEM_STD,TelcoConnect Modem,modem,SND9DB99179D,2021-09-29,active,3.4.2
DVC000254,ACCT000254,CUST000254,DEV_MODEM_STD,TelcoConnect Modem,modem,SN7B581A215E,2021-12-05,active,3.4.1
DVC000255,ACCT000255,CUST000255,DEV_MODEM_STD,TelcoConnect Modem,modem,SNB4296593FD,2024-07-03,active,3.4.1
DVC000256,ACCT000256,CUST000256,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNF7EA54C4D0,2024-08-10,active,3.4.1
DVC000257,ACCT000257,CUST000257,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SND8BD599F3B,2026-05-27,active,4.0.1
DVC000258,ACCT000258,CUST000258,DEV_MODEM_STD,TelcoConnect Modem,modem,SN15C6A8F4DD,2025-04-16,active,4.0.1
DVC000259,ACCT000259,CUST000259,DEV_MODEM_STD,TelcoConnect Modem,modem,SNB1AA37F3F3,2023-05-05,active,3.4.2
DVC000260,ACCT000260,CUST000260,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN88AA97F053,2025-02-04,active,3.5.0
DVC000261,ACCT000261,CUST000261,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN2567E57BC8,2022-08-19,active,4.1.0
DVC000262,ACCT000262,CUST000262,DEV_MODEM_STD,TelcoConnect Modem,modem,SNF976348717,2022-10-03,active,3.4.2
DVC000263,ACCT000263,CUST000263,DEV_MODEM_STD,TelcoConnect Modem,modem,SNA481D4C81F,2025-05-05,active,4.1.0
DVC000264,ACCT000264,CUST000264,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN2FCD60BF8D,2024-06-06,inactive,4.1.0
DVC000265,ACCT000265,CUST000265,DEV_MODEM_STD,TelcoConnect Modem,modem,SN0A1FFB70F6,2021-06-16,inactive,3.4.1
DVC000266,ACCT000266,CUST000266,DEV_MODEM_STD,TelcoConnect Modem,modem,SN644B07AD80,2026-01-11,active,4.1.0
DVC000267,ACCT000267,CUST000267,DEV_MODEM_STD,TelcoConnect Modem,modem,SN431ACEC73C,2025-02-09,active,3.5.0
DVC000268,ACCT000268,CUST000268,DEV_MODEM_STD,TelcoConnect Modem,modem,SN06A468E8BC,2026-01-24,active,4.0.1
DVC000269,ACCT000269,CUST000269,DEV_MODEM_STD,TelcoConnect Modem,modem,SNF6DBEEC23D,2025-08-25,inactive,3.4.2
DVC000270,ACCT000270,CUST000270,DEV_MODEM_STD,TelcoConnect Modem,modem,SNF571CFB42A,2020-06-28,active,3.4.1
DVC000271,ACCT000271,CUST000271,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN9CD4D3DD87,2025-01-25,active,3.5.0
DVC000272,ACCT000272,CUST000272,DEV_MODEM_STD,TelcoConnect Modem,modem,SN7CF85EE334,2026-06-22,active,4.1.0
DVC000273,ACCT000273,CUST000273,DEV_MODEM_STD,TelcoConnect Modem,modem,SNCDCA4278AA,2025-10-02,active,4.1.0
DVC000274,ACCT000274,CUST000274,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNE7A6FFCD16,2026-03-04,active,3.5.0
DVC000275,ACCT000275,CUST000275,DEV_MODEM_STD,TelcoConnect Modem,modem,SNDE46BA0387,2024-04-24,active,3.4.1
DVC000276,ACCT000276,CUST000276,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNE693534A24,2023-11-25,active,3.4.1
DVC000277,ACCT000277,CUST000277,DEV_MODEM_STD,TelcoConnect Modem,modem,SN0C6E0C8371,2023-01-09,active,4.0.1
DVC000278,ACCT000278,CUST000278,DEV_MODEM_STD,TelcoConnect Modem,modem,SNBE7982DD40,2026-06-19,active,3.4.1
DVC000279,ACCT000279,CUST000279,DEV_MODEM_STD,TelcoConnect Modem,modem,SN3BA98B1956,2025-12-12,active,3.5.0
DVC000280,ACCT000280,CUST000280,DEV_MODEM_STD,TelcoConnect Modem,modem,SNF1D9ED3C2B,2024-01-13,active,3.4.2
DVC000281,ACCT000281,CUST000281,DEV_MODEM_STD,TelcoConnect Modem,modem,SN6A865C8D02,2026-05-31,active,3.4.1
DVC000282,ACCT000282,CUST000282,DEV_MODEM_STD,TelcoConnect Modem,modem,SN09887E37A7,2022-09-09,active,4.1.0
DVC000283,ACCT000283,CUST000283,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN24F2C6C39E,2023-03-31,active,4.1.0
DVC000284,ACCT000284,CUST000284,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN065CC7F483,2020-01-02,active,4.0.1
DVC000285,ACCT000285,CUST000285,DEV_MODEM_STD,TelcoConnect Modem,modem,SNA02B0ABA50,2025-08-14,active,3.5.0
DVC000286,ACCT000286,CUST000286,DEV_MODEM_STD,TelcoConnect Modem,modem,SNE89E5F75FF,2025-10-20,active,4.1.0
DVC000287,ACCT000287,CUST000287,DEV_MODEM_STD,TelcoConnect Modem,modem,SN71E12CFA6D,2025-03-17,active,4.1.0
DVC000288,ACCT000288,CUST000288,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNDE5D304F8C,2024-10-07,active,4.1.0
DVC000289,ACCT000289,CUST000289,DEV_MODEM_STD,TelcoConnect Modem,modem,SN7B81A11797,2025-05-22,active,4.0.1
DVC000290,ACCT000290,CUST000290,DEV_MODEM_STD,TelcoConnect Modem,modem,SN205E27E6C7,2025-08-12,inactive,3.5.0
DVC000291,ACCT000291,CUST000291,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNA73079F947,2024-02-13,active,3.4.1
DVC000292,ACCT000292,CUST000292,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNAF28EFBAE6,2025-03-23,active,3.4.1
DVC000293,ACCT000293,CUST000293,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNB7AD8D282C,2025-07-05,active,3.4.1
DVC000294,ACCT000294,CUST000294,DEV_MODEM_STD,TelcoConnect Modem,modem,SN346ED5687E,2025-12-14,active,3.4.1
DVC000295,ACCT000295,CUST000295,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN6A7716697C,2026-05-17,active,4.0.1
DVC000296,ACCT000296,CUST000296,DEV_MODEM_STD,TelcoConnect Modem,modem,SN0A65D7D297,2021-11-23,active,4.0.1
DVC000297,ACCT000297,CUST000297,DEV_MODEM_STD,TelcoConnect Modem,modem,SNDC7B5D92E5,2026-06-28,active,4.1.0
DVC000298,ACCT000298,CUST000298,DEV_MODEM_STD,TelcoConnect Modem,modem,SN911E40A8F4,2023-03-07,active,3.5.0
DVC000299,ACCT000299,CUST000299,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNEABF1BA462,2023-09-09,active,3.4.2
DVC000300,ACCT000300,CUST000300,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN802BFABFDB,2025-04-24,active,4.0.1
DVC000301,ACCT000301,CUST000301,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNAF79F47545,2023-08-18,inactive,3.5.0
DVC000302,ACCT000302,CUST000302,DEV_MODEM_STD,TelcoConnect Modem,modem,SNFFEB3A0F9B,2025-10-15,active,3.5.0
DVC000303,ACCT000303,CUST000303,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNDFF6397B54,2024-06-25,active,3.5.0
DVC000304,ACCT000304,CUST000304,DEV_MODEM_STD,TelcoConnect Modem,modem,SNB1924AEDED,2025-07-11,active,3.4.1
DVC000305,ACCT000305,CUST000305,DEV_MODEM_STD,TelcoConnect Modem,modem,SN06AE2BB2C5,2023-08-16,active,3.4.1
DVC000306,ACCT000306,CUST000306,DEV_MODEM_STD,TelcoConnect Modem,modem,SNBB25A9A0D3,2026-06-27,active,3.4.1
DVC000307,ACCT000307,CUST000307,DEV_MODEM_STD,TelcoConnect Modem,modem,SN71FB47F478,2025-09-22,active,3.5.0
DVC000308,ACCT000308,CUST000308,DEV_MODEM_STD,TelcoConnect Modem,modem,SNAD6B9965E8,2026-06-06,active,4.1.0
DVC000309,ACCT000309,CUST000309,DEV_MODEM_STD,TelcoConnect Modem,modem,SNA3087D3EED,2024-06-23,active,4.1.0
DVC000310,ACCT000310,CUST000310,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN0F1ECCABB2,2026-03-07,active,4.1.0
DVC000311,ACCT000311,CUST000311,DEV_MODEM_STD,TelcoConnect Modem,modem,SN270CB97BB7,2026-02-15,active,3.5.0
DVC000312,ACCT000312,CUST000312,DEV_MODEM_STD,TelcoConnect Modem,modem,SN7CA62E2468,2021-05-30,active,4.1.0
DVC000313,ACCT000313,CUST000313,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN21EC1381A4,2024-02-06,active,3.4.2
DVC000314,ACCT000314,CUST000314,DEV_MODEM_STD,TelcoConnect Modem,modem,SN7073900665,2025-05-20,active,3.4.1
DVC000315,ACCT000315,CUST000315,DEV_MODEM_STD,TelcoConnect Modem,modem,SNBA0BBA2D6B,2024-08-28,active,3.4.1
DVC000316,ACCT000316,CUST000316,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNC19A8C3628,2025-03-14,active,4.0.1
DVC000317,ACCT000317,CUST000317,DEV_MODEM_STD,TelcoConnect Modem,modem,SN3986C97155,2026-06-06,active,4.0.1
DVC000318,ACCT000318,CUST000318,DEV_MODEM_STD,TelcoConnect Modem,modem,SNADD3C1B4B1,2025-03-08,active,3.4.1
DVC000319,ACCT000319,CUST000319,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNA84A49322C,2024-10-02,active,3.4.2
DVC000320,ACCT000320,CUST000320,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNC1F9C644AC,2023-05-28,active,4.1.0
DVC000321,ACCT000321,CUST000321,DEV_MODEM_STD,TelcoConnect Modem,modem,SNA861C995DA,2023-07-29,active,4.1.0
DVC000322,ACCT000322,CUST000322,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNCD4A707487,2021-08-01,active,4.0.1
DVC000323,ACCT000323,CUST000323,DEV_MODEM_STD,TelcoConnect Modem,modem,SN30411E7AEF,2024-01-07,active,4.0.1
DVC000324,ACCT000324,CUST000324,DEV_MODEM_STD,TelcoConnect Modem,modem,SN765A35804C,2024-07-26,active,4.1.0
DVC000325,ACCT000325,CUST000325,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNFC2E2D9F47,2020-12-31,inactive,4.0.1
DVC000326,ACCT000326,CUST000326,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN7D10505A84,2024-11-21,active,4.0.1
DVC000327,ACCT000327,CUST000327,DEV_MODEM_STD,TelcoConnect Modem,modem,SNE6CD10EC9F,2026-06-01,inactive,3.5.0
DVC000328,ACCT000328,CUST000328,DEV_MODEM_STD,TelcoConnect Modem,modem,SN5FE7D7EEB6,2023-03-08,active,4.0.1
DVC000329,ACCT000329,CUST000329,DEV_MODEM_STD,TelcoConnect Modem,modem,SNE93B3BFEF5,2024-02-21,active,4.0.1
DVC000330,ACCT000330,CUST000330,DEV_MODEM_STD,TelcoConnect Modem,modem,SN625CDF0264,2024-08-31,active,4.0.1
DVC000331,ACCT000331,CUST000331,DEV_MODEM_STD,TelcoConnect Modem,modem,SN81F1697D5C,2023-02-04,active,4.0.1
DVC000332,ACCT000332,CUST000332,DEV_MODEM_STD,TelcoConnect Modem,modem,SN81DFD8B528,2025-02-23,active,3.4.2
DVC000333,ACCT000333,CUST000333,DEV_MODEM_STD,TelcoConnect Modem,modem,SN04244DC617,2026-05-03,active,3.5.0
DVC000334,ACCT000334,CUST000334,DEV_MODEM_STD,TelcoConnect Modem,modem,SN34786EEC72,2023-01-19,inactive,4.0.1
DVC000335,ACCT000335,CUST000335,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNA0D7A1C2C7,2025-05-19,active,4.1.0
DVC000336,ACCT000336,CUST000336,DEV_MODEM_STD,TelcoConnect Modem,modem,SN7FA2ED5357,2025-10-04,inactive,4.1.0
DVC000337,ACCT000337,CUST000337,DEV_MODEM_STD,TelcoConnect Modem,modem,SN9EA36A31D3,2026-04-29,active,3.4.1
DVC000338,ACCT000338,CUST000338,DEV_MODEM_STD,TelcoConnect Modem,modem,SNDB9104AACC,2026-06-16,active,3.4.2
DVC000339,ACCT000339,CUST000339,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNCBBE4B20A5,2026-05-10,active,4.1.0
DVC000340,ACCT000340,CUST000340,DEV_MODEM_STD,TelcoConnect Modem,modem,SNB0F24BBCF2,2022-02-11,active,4.0.1
DVC000341,ACCT000341,CUST000341,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN076BF85A64,2025-01-24,inactive,3.4.2
DVC000342,ACCT000342,CUST000342,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN413B405AC4,2023-02-04,active,3.4.1
DVC000343,ACCT000343,CUST000343,DEV_MODEM_STD,TelcoConnect Modem,modem,SNB80AA437DC,2023-12-19,inactive,3.4.2
DVC000344,ACCT000344,CUST000344,DEV_MODEM_STD,TelcoConnect Modem,modem,SNDF10D78113,2020-05-28,inactive,3.4.1
DVC000345,ACCT000345,CUST000345,DEV_MODEM_STD,TelcoConnect Modem,modem,SN3A49D47B8F,2024-01-14,active,3.4.1
DVC000346,ACCT000346,CUST000346,DEV_MODEM_STD,TelcoConnect Modem,modem,SN449929C504,2022-03-11,active,3.4.1
DVC000347,ACCT000347,CUST000347,DEV_MODEM_STD,TelcoConnect Modem,modem,SN6CE324757B,2025-04-24,active,4.0.1
DVC000348,ACCT000348,CUST000348,DEV_MODEM_STD,TelcoConnect Modem,modem,SNBBA8DDA084,2026-02-27,active,4.0.1
DVC000349,ACCT000349,CUST000349,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNA662BCE166,2022-10-12,active,3.4.2
DVC000350,ACCT000350,CUST000350,DEV_MODEM_STD,TelcoConnect Modem,modem,SNA50F909792,2026-02-23,active,4.1.0
DVC000351,ACCT000351,CUST000351,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN39C15326DA,2023-03-30,active,4.1.0
DVC000352,ACCT000352,CUST000352,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNDD241D99EF,2025-10-21,active,3.5.0
DVC000353,ACCT000353,CUST000353,DEV_MODEM_STD,TelcoConnect Modem,modem,SN32B09D78A8,2024-02-26,active,4.0.1
DVC000354,ACCT000354,CUST000354,DEV_MODEM_STD,TelcoConnect Modem,modem,SN2DB5B015ED,2020-04-25,active,3.4.2
DVC000355,ACCT000355,CUST000355,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN58E248F916,2026-06-01,active,4.1.0
DVC000356,ACCT000356,CUST000356,DEV_MODEM_STD,TelcoConnect Modem,modem,SN82C7C4115E,2026-06-10,active,3.5.0
DVC000357,ACCT000357,CUST000357,DEV_MODEM_STD,TelcoConnect Modem,modem,SN2D8618F56A,2026-06-26,active,4.1.0
DVC000358,ACCT000358,CUST000358,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN383740878B,2025-03-18,active,4.1.0
DVC000359,ACCT000359,CUST000359,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN739550DDB4,2018-09-21,active,3.4.2
DVC000360,ACCT000360,CUST000360,DEV_MODEM_STD,TelcoConnect Modem,modem,SN67285A17CB,2025-06-22,active,3.4.1
DVC000361,ACCT000361,CUST000361,DEV_MODEM_STD,TelcoConnect Modem,modem,SNAAA688A85D,2024-09-15,active,3.4.1
DVC000362,ACCT000362,CUST000362,DEV_MODEM_STD,TelcoConnect Modem,modem,SN89AE0A7810,2023-08-15,active,3.4.2
DVC000363,ACCT000363,CUST000363,DEV_MODEM_STD,TelcoConnect Modem,modem,SN747A984B67,2024-01-18,active,4.1.0
DVC000364,ACCT000364,CUST000364,DEV_MODEM_STD,TelcoConnect Modem,modem,SN9946EB1547,2023-11-06,active,4.1.0
DVC000365,ACCT000365,CUST000365,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNDA9BD4C055,2025-04-05,active,3.4.1
DVC000366,ACCT000366,CUST000366,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN8108D13AEA,2024-11-26,active,4.0.1
DVC000367,ACCT000367,CUST000367,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN56C416E86C,2026-06-21,active,3.5.0
DVC000368,ACCT000368,CUST000368,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN8FCA5057F6,2023-01-14,active,3.5.0
DVC000369,ACCT000369,CUST000369,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNF7ECAAD2B4,2024-01-09,active,3.4.1
DVC000370,ACCT000370,CUST000370,DEV_MODEM_STD,TelcoConnect Modem,modem,SND71473F0D0,2021-11-22,active,3.4.2
DVC000371,ACCT000371,CUST000371,DEV_MODEM_STD,TelcoConnect Modem,modem,SN982213990A,2022-10-08,active,4.1.0
DVC000372,ACCT000372,CUST000372,DEV_MODEM_STD,TelcoConnect Modem,modem,SN3B3A0798CE,2023-02-04,active,3.4.1
DVC000373,ACCT000373,CUST000373,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN11D9CCC619,2026-02-17,active,3.5.0
DVC000374,ACCT000374,CUST000374,DEV_MODEM_STD,TelcoConnect Modem,modem,SN4B75CB4849,2024-01-12,active,3.4.1
DVC000375,ACCT000375,CUST000375,DEV_MODEM_STD,TelcoConnect Modem,modem,SNCEE13EBB84,2026-06-10,active,4.1.0
DVC000376,ACCT000376,CUST000376,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN8D5F2F86B8,2021-06-22,active,4.1.0
DVC000377,ACCT000377,CUST000377,DEV_MODEM_STD,TelcoConnect Modem,modem,SNCC2FCB833B,2024-11-07,active,3.4.1
DVC000378,ACCT000378,CUST000378,DEV_MODEM_STD,TelcoConnect Modem,modem,SNFEF02F38C6,2024-05-31,active,4.0.1
DVC000379,ACCT000379,CUST000379,DEV_MODEM_STD,TelcoConnect Modem,modem,SN328AB47F71,2025-11-07,active,3.5.0
DVC000380,ACCT000380,CUST000380,DEV_MODEM_STD,TelcoConnect Modem,modem,SNE520A98F26,2025-08-25,active,4.0.1
DVC000381,ACCT000381,CUST000381,DEV_MODEM_STD,TelcoConnect Modem,modem,SN99D668E043,2021-06-22,active,4.1.0
DVC000382,ACCT000382,CUST000382,DEV_MODEM_STD,TelcoConnect Modem,modem,SNC939581ADB,2023-10-23,active,3.5.0
DVC000383,ACCT000383,CUST000383,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN5750B5C25E,2020-04-11,active,4.1.0
DVC000384,ACCT000384,CUST000384,DEV_MODEM_STD,TelcoConnect Modem,modem,SNF77E2DDB38,2026-06-30,active,3.4.1
DVC000385,ACCT000385,CUST000385,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNA7CE8DD4B9,2025-12-23,active,4.0.1
DVC000386,ACCT000386,CUST000386,DEV_MODEM_STD,TelcoConnect Modem,modem,SN98F784F46F,2025-01-19,active,3.4.1
DVC000387,ACCT000387,CUST000387,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNBBCEB5F7DA,2025-04-04,active,3.4.1
DVC000388,ACCT000388,CUST000388,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN2F681FB3CD,2023-05-11,active,4.0.1
