account_id,usage_date,gb_used
ACCT000106,2026-06-27,8.91
ACCT000106,2026-06-28,1.53
ACCT000106,2026-06-29,4.42
ACCT000107,2026-05-31,8.07
ACCT000107,2026-06-01,0.18
ACCT000107,2026-06-02,2.37
ACCT000107,2026-06-03,4.62
ACCT000107,2026-06-04,8.14
ACCT000107,2026-06-05,10.54
ACCT000107,2026-06-06,3.25
ACCT000107,2026-06-07,3.94
ACCT000107,2026-06-08,2.51
ACCT000107,2026-06-09,4.19
ACCT000107,2026-06-10,1.33
ACCT000107,2026-06-11,5.61
ACCT000107,2026-06-12,0.25
ACCT000107,2026-06-13,5.21
ACCT000107,2026-06-14,3.36
ACCT000107,2026-06-15,8.31
ACCT000107,2026-06-16,6.84
ACCT000107,2026-06-17,2.9
ACCT000107,2026-06-18,6.53
ACCT000107,2026-06-19,1.44
ACCT000107,2026-06-20,0.89
ACCT000107,2026-06-21,5.12
ACCT000107,2026-06-22,0.82
ACCT000107,2026-06-23,11.21
ACCT000107,2026-06-24,0.58
ACCT000107,2026-06-25,7.83
ACCT000107,2026-06-26,3.34
ACCT000107,2026-06-27,5.77
ACCT000107,2026-06-28,4.26
ACCT000107,2026-06-29,2.38
ACCT000108,2026-05-31,2.94
ACCT000108,2026-06-01,8.67
ACCT000108,2026-06-02,12.01
ACCT000108,2026-06-03,6.73
ACCT000108,2026-06-04,8.03
ACCT000108,2026-06-05,6.39
ACCT000108,2026-06-06,1.65
ACCT000108,2026-06-07,1.8
ACCT000108,2026-06-08,15.05
ACCT000108,2026-06-09,4.8
ACCT000108,2026-06-10,10.91
ACCT000108,2026-06-11,3.93
ACCT000108,2026-06-12,2.63
ACCT000108,2026-06-13,3.86
ACCT000108,2026-06-14,9.11
ACCT000108,2026-06-15,2.9
ACCT000108,2026-06-16,6.43
ACCT000108,2026-06-17,8.1
ACCT000108,2026-06-18,5.6
ACCT000108,2026-06-19,6.32
ACCT000108,2026-06-20,6.44
ACCT000108,2026-06-21,2.84
ACCT000108,2026-06-22,4.44
ACCT000108,2026-06-23,2.68
ACCT000108,2026-06-24,4.26
ACCT000108,2026-06-25,9.68
ACCT000108,2026-06-26,9.6
ACCT000108,2026-06-27,6.51
ACCT000108,2026-06-28,5.44
ACCT000108,2026-06-29,7.73
ACCT000109,2026-05-31,9.23
ACCT000109,2026-06-01,6.2
ACCT000109,2026-06-02,7.68
ACCT000109,2026-06-03,3.12
ACCT000109,2026-06-04,2.76
ACCT000109,2026-06-05,20.03
ACCT000109,2026-06-06,13.29
ACCT000109,2026-06-07,5.18
ACCT000109,2026-06-08,7.67
ACCT000109,2026-06-09,5.87
ACCT000109,2026-06-10,7.56
ACCT000109,2026-06-11,13.48
ACCT000109,2026-06-12,0.53
ACCT000109,2026-06-13,10.91
ACCT000109,2026-06-14,2.42
ACCT000109,2026-06-15,45.52
ACCT000109,2026-06-16,15.71
ACCT000109,2026-06-17,2.07
ACCT000109,2026-06-18,2.15
ACCT000109,2026-06-19,4.55
ACCT000109,2026-06-20,7.55
ACCT000109,2026-06-21,4.28
ACCT000109,2026-06-22,4.82
ACCT000109,2026-06-23,0.72
ACCT000109,2026-06-24,33.5
ACCT000109,2026-06-25,7.39
ACCT000109,2026-06-26,24.32
ACCT000109,2026-06-27,4.77
ACCT000109,2026-06-28,30.65
ACCT000109,2026-06-29,11.78
ACCT000110,2026-05-31,7.58
ACCT000110,2026-06-01,20.39
ACCT000110,2026-06-02,2.06
ACCT000110,2026-06-03,7.29
ACCT000110,2026-06-04,6.1
ACCT000110,2026-06-05,14.88
ACCT000110,2026-06-06,1.12
ACCT000110,2026-06-07,5.08
ACCT000110,2026-06-08,0.69
ACCT000110,2026-06-09,5.35
ACCT000110,2026-06-10,17.96
ACCT000110,2026-06-11,5.36
ACCT000110,2026-06-12,3.58
ACCT000110,2026-06-13,12.38
ACCT000110,2026-06-14,3.83
ACCT000110,2026-06-15,16.36
ACCT000110,2026-06-16,22.27
ACCT000110,2026-06-17,7.97
ACCT000110,2026-06-18,10.84
ACCT000110,2026-06-19,17.38
ACCT000110,2026-06-20,7.77
ACCT000110,2026-06-21,1.58
ACCT000110,2026-06-22,18.64
ACCT000110,2026-06-23,11.01
ACCT000110,2026-06-24,5.79
ACCT000110,2026-06-25,2.29
ACCT000110,2026-06-26,5.36
ACCT000110,2026-06-27,9.52
ACCT000110,2026-06-28,10.43
ACCT000110,2026-06-29,13.46
ACCT000111,2026-05-31,30.24
ACCT000111,2026-06-01,20.09
ACCT000111,2026-06-02,11.85
ACCT000111,2026-06-03,7.04
ACCT000111,2026-06-04,5.29
ACCT000111,2026-06-05,22.18
ACCT000111,2026-06-06,11.26
ACCT000111,2026-06-07,4.31
ACCT000111,2026-06-08,16.27
ACCT000111,2026-06-09,15.64
ACCT000111,2026-06-10,47.78
ACCT000111,2026-06-11,1.21
ACCT000111,2026-06-12,2.68
ACCT000111,2026-06-13,1.38
ACCT000111,2026-06-14,5.54
ACCT000111,2026-06-15,11.07
ACCT000111,2026-06-16,8.93
ACCT000111,2026-06-17,32.38
ACCT000111,2026-06-18,9.22
ACCT000111,2026-06-19,1.61
ACCT000111,2026-06-20,42.62
ACCT000111,2026-06-21,22.29
ACCT000111,2026-06-22,21.36
ACCT000111,2026-06-23,3.56
ACCT000111,2026-06-24,12.84
ACCT000111,2026-06-25,28.28
ACCT000111,2026-06-26,24.63
ACCT000111,2026-06-27,6.03
ACCT000111,2026-06-28,11.11
ACCT000111,2026-06-29,24.71
ACCT000112,2026-05-31,5.81
ACCT000112,2026-06-01,3.95
ACCT000112,2026-06-02,1.87
ACCT000112,2026-06-03,4.99
ACCT000112,2026-06-04,13.79
ACCT000112,2026-06-05,12.55
ACCT000112,2026-06-06,6.9
ACCT000112,2026-06-07,6.3
ACCT000112,2026-06-08,9.21
ACCT000112,2026-06-09,6.47
ACCT000112,2026-06-10,6.47
ACCT000112,2026-06-11,1.17
ACCT000112,2026-06-12,2.03
ACCT000112,2026-06-13,8.41
ACCT000112,2026-06-14,5.98
ACCT000112,2026-06-15,5.4
ACCT000112,2026-06-16,3.9
ACCT000112,2026-06-17,13.7
ACCT000112,2026-06-18,8.58
ACCT000112,2026-06-19,7.45
ACCT000112,2026-06-20,1.88
ACCT000112,2026-06-21,7.44
ACCT000112,2026-06-22,24.84
ACCT000112,2026-06-23,0.88
ACCT000112,2026-06-24,9.96
ACCT000112,2026-06-25,5.41
ACCT000112,2026-06-26,5.32
ACCT000112,2026-06-27,11.77
ACCT000112,2026-06-28,2.68
ACCT000112,2026-06-29,3.89
ACCT000113,2026-05-31,9.38
ACCT000113,2026-06-01,5.16
ACCT000113,2026-06-02,9.1
ACCT000113,2026-06-03,5.79
ACCT000113,2026-06-04,11.51
ACCT000113,2026-06-05,21.1
ACCT000113,2026-06-06,4.96
ACCT000113,2026-06-07,12.65
ACCT000113,2026-06-08,10.71
ACCT000113,2026-06-09,10.37
ACCT000113,2026-06-10,4.65
ACCT000113,2026-06-11,24.62
ACCT000113,2026-06-12,24.62
ACCT000113,2026-06-13,10.16
ACCT000113,2026-06-14,19.71
ACCT000113,2026-06-15,6.54
ACCT000113,2026-06-16,21.34
ACCT000113,2026-06-17,4.85
ACCT000113,2026-06-18,4.16
ACCT000113,2026-06-19,11.93
ACCT000113,2026-06-20,35.84
ACCT000113,2026-06-21,3.85
ACCT000113,2026-06-22,1.95
ACCT000113,2026-06-23,21.08
ACCT000113,2026-06-24,12.44
ACCT000113,2026-06-25,13.49
ACCT000113,2026-06-26,8.31
ACCT000113,2026-06-27,16.62
ACCT000113,2026-06-28,19.76
ACCT000113,2026-06-29,3.0
ACCT000114,2026-05-31,1.79
ACCT000114,2026-06-01,3.23
ACCT000114,2026-06-02,4.71
ACCT000114,2026-06-03,7.09
ACCT000114,2026-06-04,9.1
ACCT000114,2026-06-05,13.26
ACCT000114,2026-06-06,4.68
ACCT000114,2026-06-07,15.23
ACCT000114,2026-06-08,9.25
ACCT000114,2026-06-09,10.45
ACCT000114,2026-06-10,2.23
ACCT000114,2026-06-11,3.84
ACCT000114,2026-06-12,5.89
ACCT000114,2026-06-13,47.35
ACCT000114,2026-06-14,14.99
ACCT000114,2026-06-15,7.44
ACCT000114,2026-06-16,5.03
ACCT000114,2026-06-17,27.69
ACCT000114,2026-06-18,9.66
ACCT000114,2026-06-19,3.94
ACCT000114,2026-06-20,3.11
ACCT000114,2026-06-21,11.82
ACCT000114,2026-06-22,7.39
ACCT000114,2026-06-23,17.45
ACCT000114,2026-06-24,2.81
ACCT000114,2026-06-25,15.37
ACCT000114,2026-06-26,16.34
ACCT000114,2026-06-27,20.16
ACCT000114,2026-06-28,4.4
ACCT000114,2026-06-29,15.41
ACCT000115,2026-05-31,17.55
ACCT000115,2026-06-01,10.19
ACCT000115,2026-06-02,21.86
ACCT000115,2026-06-03,2.73
ACCT000115,2026-06-04,30.22
ACCT000115,2026-06-05,22.53
ACCT000115,2026-06-06,5.88
ACCT000115,2026-06-07,30.8
ACCT000115,2026-06-08,42.84
ACCT000115,2026-06-09,20.5
ACCT000115,2026-06-10,15.96
ACCT000115,2026-06-11,35.11
ACCT000115,2026-06-12,63.72
ACCT000115,2026-06-13,19.65
ACCT000115,2026-06-14,86.05
ACCT000115,2026-06-15,53.02
ACCT000115,2026-06-16,16.63
ACCT000115,2026-06-17,11.75
ACCT000115,2026-06-18,36.07
ACCT000115,2026-06-19,8.35
ACCT000115,2026-06-20,8.34
ACCT000115,2026-06-21,17.45
ACCT000115,2026-06-22,16.5
ACCT000115,2026-06-23,75.07
ACCT000115,2026-06-24,46.65
ACCT000115,2026-06-25,47.98
ACCT000115,2026-06-26,35.11
ACCT000115,2026-06-27,17.41
ACCT000115,2026-06-28,20.21
ACCT000115,2026-06-29,32.85
ACCT000116,2026-05-31,3.36
ACCT000116,2026-06-01,3.34
ACCT000116,2026-06-02,14.49
ACCT000116,2026-06-03,12.68
ACCT000116,2026-06-04,3.11
ACCT000116,2026-06-05,3.02
ACCT000116,2026-06-06,3.18
ACCT000116,2026-06-07,14.25
ACCT000116,2026-06-08,17.24
ACCT000116,2026-06-09,3.45
ACCT000116,2026-06-10,9.2
ACCT000116,2026-06-11,3.31
ACCT000116,2026-06-12,20.0
ACCT000116,2026-06-13,1.56
ACCT000116,2026-06-14,10.09
ACCT000116,2026-06-15,5.77
ACCT000116,2026-06-16,3.42
ACCT000116,2026-06-17,2.1
ACCT000116,2026-06-18,2.78
ACCT000116,2026-06-19,6.71
ACCT000116,2026-06-20,4.57
ACCT000116,2026-06-21,8.92
ACCT000116,2026-06-22,25.97
ACCT000116,2026-06-23,15.2
ACCT000116,2026-06-24,14.4
ACCT000116,2026-06-25,14.08
ACCT000116,2026-06-26,11.42
ACCT000116,2026-06-27,17.08
ACCT000116,2026-06-28,5.15
ACCT000116,2026-06-29,11.42
ACCT000117,2026-05-31,1.02
ACCT000117,2026-06-01,10.14
ACCT000117,2026-06-02,6.22
ACCT000117,2026-06-03,5.48
ACCT000117,2026-06-04,2.23
ACCT000117,2026-06-05,1.67
ACCT000117,2026-06-06,3.93
ACCT000117,2026-06-07,6.21
ACCT000117,2026-06-08,11.0
ACCT000117,2026-06-09,12.21
ACCT000117,2026-06-10,11.24
ACCT000117,2026-06-11,8.56
ACCT000117,2026-06-12,1.6
ACCT000117,2026-06-13,5.49
ACCT000117,2026-06-14,15.34
ACCT000117,2026-06-15,18.56
ACCT000117,2026-06-16,1.56
ACCT000117,2026-06-17,4.11
ACCT000117,2026-06-18,15.99
ACCT000117,2026-06-19,12.42
ACCT000117,2026-06-20,5.91
ACCT000117,2026-06-21,7.31
ACCT000117,2026-06-22,8.24
ACCT000117,2026-06-23,12.71
ACCT000117,2026-06-24,12.47
ACCT000117,2026-06-25,4.5
ACCT000117,2026-06-26,15.3
ACCT000117,2026-06-27,16.54
ACCT000117,2026-06-28,5.04
ACCT000117,2026-06-29,15.94
ACCT000119,2026-05-31,14.86
ACCT000119,2026-06-01,29.5
ACCT000119,2026-06-02,52.37
ACCT000119,2026-06-03,41.04
ACCT000119,2026-06-04,9.74
ACCT000119,2026-06-05,24.24
ACCT000119,2026-06-06,27.28
ACCT000119,2026-06-07,21.37
ACCT000119,2026-06-08,10.57
ACCT000119,2026-06-09,9.99
ACCT000119,2026-06-10,15.56
ACCT000119,2026-06-11,4.9
ACCT000119,2026-06-12,26.7
ACCT000119,2026-06-13,58.46
ACCT000119,2026-06-14,17.15
ACCT000119,2026-06-15,10.02
ACCT000119,2026-06-16,6.05
ACCT000119,2026-06-17,38.97
ACCT000119,2026-06-18,24.42
ACCT000119,2026-06-19,21.32
ACCT000119,2026-06-20,24.61
ACCT000119,2026-06-21,24.95
ACCT000119,2026-06-22,26.85
ACCT000119,2026-06-23,23.29
ACCT000119,2026-06-24,30.05
ACCT000119,2026-06-25,25.57
ACCT000119,2026-06-26,2.87
ACCT000119,2026-06-27,9.32
ACCT000119,2026-06-28,9.29
ACCT000119,2026-06-29,10.1
ACCT000120,2026-05-31,3.02
ACCT000120,2026-06-01,10.22
ACCT000120,2026-06-02,13.92
ACCT000120,2026-06-03,1.72
ACCT000120,2026-06-04,3.4
ACCT000120,2026-06-05,2.08
ACCT000120,2026-06-06,0.99
ACCT000120,2026-06-07,8.38
ACCT000120,2026-06-08,1.24
ACCT000120,2026-06-09,8.06
ACCT000120,2026-06-10,9.63
ACCT000120,2026-06-11,7.76
ACCT000120,2026-06-12,7.87
ACCT000120,2026-06-13,7.02
ACCT000120,2026-06-14,14.76
ACCT000120,2026-06-15,22.35
ACCT000120,2026-06-16,10.2
ACCT000120,2026-06-17,4.34
ACCT000120,2026-06-18,3.35
ACCT000120,2026-06-19,1.16
ACCT000120,2026-06-20,19.34
ACCT000120,2026-06-21,6.37
ACCT000120,2026-06-22,6.74
ACCT000120,2026-06-23,8.23
ACCT000120,2026-06-24,5.28
ACCT000120,2026-06-25,9.45
ACCT000120,2026-06-26,9.85
ACCT000120,2026-06-27,10.87
ACCT000120,2026-06-28,2.07
ACCT000120,2026-06-29,0.72
ACCT000121,2026-05-31,20.07
ACCT000121,2026-06-01,9.2
ACCT000121,2026-06-02,5.41
ACCT000121,2026-06-03,21.8
ACCT000121,2026-06-04,5.61
ACCT000121,2026-06-05,5.09
ACCT000121,2026-06-06,6.93
ACCT000121,2026-06-07,5.99
ACCT000121,2026-06-08,6.12
ACCT000121,2026-06-09,18.61
ACCT000121,2026-06-10,28.4
ACCT000121,2026-06-11,4.39
ACCT000121,2026-06-12,11.18
ACCT000121,2026-06-13,6.23
ACCT000121,2026-06-14,23.3
ACCT000121,2026-06-15,14.22
ACCT000121,2026-06-16,11.39
ACCT000121,2026-06-17,17.98
ACCT000121,2026-06-18,21.65
ACCT000121,2026-06-19,17.66
ACCT000121,2026-06-20,17.21
ACCT000121,2026-06-21,30.83
ACCT000121,2026-06-22,14.98
ACCT000121,2026-06-23,5.25
ACCT000121,2026-06-24,12.38
ACCT000121,2026-06-25,7.73
ACCT000121,2026-06-26,29.45
ACCT000121,2026-06-27,8.3
ACCT000121,2026-06-28,8.53
ACCT000121,2026-06-29,9.73
ACCT000122,2026-05-31,3.24
ACCT000122,2026-06-01,1.58
ACCT000122,2026-06-02,1.58
ACCT000122,2026-06-03,1.25
ACCT000122,2026-06-04,6.64
ACCT000122,2026-06-05,4.0
ACCT000122,2026-06-06,2.22
ACCT000122,2026-06-07,1.76
ACCT000122,2026-06-08,1.2
ACCT000122,2026-06-09,1.98
ACCT000122,2026-06-10,2.24
ACCT000122,2026-06-11,5.72
ACCT000122,2026-06-12,1.14
ACCT000122,2026-06-13,3.15
ACCT000122,2026-06-14,3.89
ACCT000122,2026-06-15,1.44
ACCT000122,2026-06-16,0.54
ACCT000122,2026-06-17,3.06
ACCT000122,2026-06-18,1.18
ACCT000122,2026-06-19,3.39
ACCT000122,2026-06-20,3.1
ACCT000122,2026-06-21,4.91
ACCT000122,2026-06-22,5.19
ACCT000122,2026-06-23,0.64
ACCT000122,2026-06-24,3.9
ACCT000122,2026-06-25,3.37
ACCT000122,2026-06-26,3.28
ACCT000122,2026-06-27,5.27
ACCT000122,2026-06-28,1.24
ACCT000122,2026-06-29,5.21
ACCT000123,2026-05-31,22.34
ACCT000123,2026-06-01,3.12
ACCT000123,2026-06-02,9.74
ACCT000123,2026-06-03,15.43
ACCT000123,2026-06-04,3.55
ACCT000123,2026-06-05,21.94
ACCT000123,2026-06-06,30.15
ACCT000123,2026-06-07,26.46
ACCT000123,2026-06-08,24.55
ACCT000123,2026-06-09,10.56
ACCT000123,2026-06-10,21.85
ACCT000123,2026-06-11,41.75
ACCT000123,2026-06-12,5.32
ACCT000123,2026-06-13,4.64
ACCT000123,2026-06-14,6.99
ACCT000123,2026-06-15,14.66
ACCT000123,2026-06-16,6.57
ACCT000123,2026-06-17,25.15
ACCT000123,2026-06-18,15.77
ACCT000123,2026-06-19,15.38
ACCT000123,2026-06-20,30.23
ACCT000123,2026-06-21,3.85
ACCT000123,2026-06-22,19.04
ACCT000123,2026-06-23,19.78
ACCT000123,2026-06-24,37.16
ACCT000123,2026-06-25,57.11
ACCT000123,2026-06-26,5.03
ACCT000123,2026-06-27,10.14
ACCT000123,2026-06-28,2.28
ACCT000123,2026-06-29,6.27
ACCT000124,2026-05-31,14.44
ACCT000124,2026-06-01,9.7
ACCT000124,2026-06-02,4.67
ACCT000124,2026-06-03,5.33
ACCT000124,2026-06-04,1.83
ACCT000124,2026-06-05,2.08
ACCT000124,2026-06-06,5.56
ACCT000124,2026-06-07,3.46
ACCT000124,2026-06-08,9.37
ACCT000124,2026-06-09,10.7
ACCT000124,2026-06-10,3.73
ACCT000124,2026-06-11,7.34
ACCT000124,2026-06-12,5.33
ACCT000124,2026-06-13,5.19
ACCT000124,2026-06-14,14.06
ACCT000124,2026-06-15,1.55
ACCT000124,2026-06-16,13.77
ACCT000124,2026-06-17,9.96
ACCT000124,2026-06-18,7.06
ACCT000124,2026-06-19,9.2
ACCT000124,2026-06-20,5.06
ACCT000124,2026-06-21,3.6
ACCT000124,2026-06-22,2.62
ACCT000124,2026-06-23,10.17
ACCT000124,2026-06-24,6.57
ACCT000124,2026-06-25,17.05
ACCT000124,2026-06-26,9.54
ACCT000124,2026-06-27,7.06
ACCT000124,2026-06-28,3.46
ACCT000124,2026-06-29,3.97
ACCT000125,2026-05-31,2.42
ACCT000125,2026-06-01,5.9
ACCT000125,2026-06-02,3.72
ACCT000125,2026-06-03,2.69
ACCT000125,2026-06-04,13.56
ACCT000125,2026-06-05,9.05
ACCT000125,2026-06-06,4.28
ACCT000125,2026-06-07,4.58
ACCT000125,2026-06-08,7.43
ACCT000125,2026-06-09,3.81
ACCT000125,2026-06-10,1.42
ACCT000125,2026-06-11,2.5
ACCT000125,2026-06-12,4.64
ACCT000125,2026-06-13,4.6
ACCT000125,2026-06-14,0.92
ACCT000125,2026-06-15,7.38
ACCT000125,2026-06-16,0.98
ACCT000125,2026-06-17,1.79
ACCT000125,2026-06-18,7.82
ACCT000125,2026-06-19,3.61
ACCT000125,2026-06-20,9.62
ACCT000125,2026-06-21,8.52
ACCT000125,2026-06-22,1.4
ACCT000125,2026-06-23,3.16
ACCT000125,2026-06-24,2.63
ACCT000125,2026-06-25,2.87
ACCT000125,2026-06-26,2.54
ACCT000125,2026-06-27,1.72
ACCT000125,2026-06-28,9.01
ACCT000125,2026-06-29,1.87
ACCT000126,2026-05-31,11.27
ACCT000126,2026-06-01,5.66
ACCT000126,2026-06-02,15.37
ACCT000126,2026-06-03,10.94
ACCT000126,2026-06-04,8.82
ACCT000126,2026-06-05,28.86
ACCT000126,2026-06-06,12.2
ACCT000126,2026-06-07,13.09
ACCT000126,2026-06-08,2.94
ACCT000126,2026-06-09,14.77
ACCT000126,2026-06-10,22.86
ACCT000126,2026-06-11,6.99
ACCT000126,2026-06-12,10.91
ACCT000126,2026-06-13,32.85
ACCT000126,2026-06-14,8.68
ACCT000126,2026-06-15,20.45
ACCT000126,2026-06-16,11.48
ACCT000126,2026-06-17,29.25
ACCT000126,2026-06-18,16.84
ACCT000126,2026-06-19,7.69
ACCT000126,2026-06-20,4.27
ACCT000126,2026-06-21,37.59
ACCT000126,2026-06-22,19.04
ACCT000126,2026-06-23,16.54
ACCT000126,2026-06-24,9.74
ACCT000126,2026-06-25,3.51
ACCT000126,2026-06-26,17.48
ACCT000126,2026-06-27,16.92
ACCT000126,2026-06-28,20.33
ACCT000126,2026-06-29,31.1
ACCT000127,2026-05-31,6.12
ACCT000127,2026-06-01,1.2
ACCT000127,2026-06-02,8.28
ACCT000127,2026-06-03,14.9
ACCT000127,2026-06-04,4.92
ACCT000127,2026-06-05,4.74
ACCT000127,2026-06-06,4.4
ACCT000127,2026-06-07,5.51
ACCT000127,2026-06-08,6.75
ACCT000127,2026-06-09,7.82
ACCT000127,2026-06-10,3.31
ACCT000127,2026-06-11,3.48
ACCT000127,2026-06-12,0.27
ACCT000127,2026-06-13,1.19
ACCT000127,2026-06-14,4.05
ACCT000127,2026-06-15,6.83
ACCT000127,2026-06-16,3.84
ACCT000127,2026-06-17,8.79
ACCT000127,2026-06-18,3.11
ACCT000127,2026-06-19,3.26
ACCT000127,2026-06-20,10.68
ACCT000127,2026-06-21,6.67
ACCT000127,2026-06-22,9.71
ACCT000127,2026-06-23,6.9
ACCT000127,2026-06-24,5.72
ACCT000127,2026-06-25,6.76
ACCT000127,2026-06-26,1.99
ACCT000127,2026-06-27,0.7
ACCT000127,2026-06-28,1.81
ACCT000127,2026-06-29,1.16
ACCT000129,2026-05-31,5.95
ACCT000129,2026-06-01,9.8
ACCT000129,2026-06-02,1.75
ACCT000129,2026-06-03,5.69
ACCT000129,2026-06-04,12.27
ACCT000129,2026-06-05,8.46
ACCT000129,2026-06-06,6.41
ACCT000129,2026-06-07,4.83
ACCT000129,2026-06-08,6.05
ACCT000129,2026-06-09,5.33
ACCT000129,2026-06-10,4.27
ACCT000129,2026-06-11,2.05
ACCT000129,2026-06-12,2.93
ACCT000129,2026-06-13,5.74
ACCT000129,2026-06-14,9.27
ACCT000129,2026-06-15,1.8
ACCT000129,2026-06-16,16.22
ACCT000129,2026-06-17,0.98
ACCT000129,2026-06-18,2.32
ACCT000129,2026-06-19,5.92
ACCT000129,2026-06-20,7.5
ACCT000129,2026-06-21,2.97
ACCT000129,2026-06-22,4.94
ACCT000129,2026-06-23,4.27
ACCT000129,2026-06-24,3.71
ACCT000129,2026-06-25,2.29
ACCT000129,2026-06-26,5.82
ACCT000129,2026-06-27,6.04
ACCT000129,2026-06-28,4.81
ACCT000129,2026-06-29,7.97
ACCT000130,2026-05-31,4.65
ACCT000130,2026-06-01,2.12
ACCT000130,2026-06-02,9.9
ACCT000130,2026-06-03,5.51
ACCT000130,2026-06-04,3.05
ACCT000130,2026-06-05,2.71
ACCT000130,2026-06-06,2.67
ACCT000130,2026-06-07,1.55
ACCT000130,2026-06-08,2.29
ACCT000130,2026-06-09,4.27
ACCT000130,2026-06-10,5.64
ACCT000130,2026-06-11,9.11
ACCT000130,2026-06-12,3.09
ACCT000130,2026-06-13,4.56
ACCT000130,2026-06-14,4.49
ACCT000130,2026-06-15,2.27
ACCT000130,2026-06-16,5.28
ACCT000130,2026-06-17,1.18
ACCT000130,2026-06-18,3.58
ACCT000130,2026-06-19,3.07
ACCT000130,2026-06-20,2.4
ACCT000130,2026-06-21,4.84
ACCT000130,2026-06-22,9.14
ACCT000130,2026-06-23,6.94
ACCT000130,2026-06-24,4.42
ACCT000130,2026-06-25,6.59
ACCT000130,2026-06-26,10.96
ACCT000130,2026-06-27,2.14
ACCT000130,2026-06-28,3.56
ACCT000130,2026-06-29,5.19
ACCT000131,2026-05-31,9.17
ACCT000131,2026-06-01,5.2
ACCT000131,2026-06-02,7.49
ACCT000131,2026-06-03,5.42
ACCT000131,2026-06-04,6.24
ACCT000131,2026-06-05,1.44
ACCT000131,2026-06-06,15.29
ACCT000131,2026-06-07,1.16
ACCT000131,2026-06-08,4.28
ACCT000131,2026-06-09,9.44
ACCT000131,2026-06-10,12.56
ACCT000131,2026-06-11,5.36
ACCT000131,2026-06-12,10.22
ACCT000131,2026-06-13,6.03
ACCT000131,2026-06-14,7.99
ACCT000131,2026-06-15,4.45
ACCT000131,2026-06-16,9.54
ACCT000131,2026-06-17,2.34
ACCT000131,2026-06-18,21.28
ACCT000131,2026-06-19,3.85
ACCT000131,2026-06-20,2.58
ACCT000131,2026-06-21,6.34
ACCT000131,2026-06-22,4.95
ACCT000131,2026-06-23,15.13
ACCT000131,2026-06-24,19.01
ACCT000131,2026-06-25,3.96
ACCT000131,2026-06-26,8.66
ACCT000131,2026-06-27,8.03
ACCT000131,2026-06-28,8.47
ACCT000131,2026-06-29,3.09
ACCT000132,2026-05-31,2.48
ACCT000132,2026-06-01,5.61
ACCT000132,2026-06-02,6.74
ACCT000132,2026-06-03,1.74
ACCT000132,2026-06-04,3.55
ACCT000132,2026-06-05,4.76
ACCT000132,2026-06-06,10.67
ACCT000132,2026-06-07,8.88
ACCT000132,2026-06-08,12.26
ACCT000132,2026-06-09,5.2
ACCT000132,2026-06-10,3.87
ACCT000132,2026-06-11,11.77
ACCT000132,2026-06-12,5.07
ACCT000132,2026-06-13,7.82
ACCT000132,2026-06-14,0.89
ACCT000132,2026-06-15,4.92
ACCT000132,2026-06-16,5.12
ACCT000132,2026-06-17,5.02
ACCT000132,2026-06-18,5.54
ACCT000132,2026-06-19,11.53
ACCT000132,2026-06-20,3.62
ACCT000132,2026-06-21,8.82
ACCT000132,2026-06-22,1.53
ACCT000132,2026-06-23,1.71
ACCT000132,2026-06-24,2.6
ACCT000132,2026-06-25,3.13
ACCT000132,2026-06-26,8.76
ACCT000132,2026-06-27,5.61
ACCT000132,2026-06-28,1.22
ACCT000132,2026-06-29,6.01
ACCT000133,2026-05-31,14.4
ACCT000133,2026-06-01,0.44
ACCT000133,2026-06-02,29.43
ACCT000133,2026-06-03,6.79
ACCT000133,2026-06-04,20.95
ACCT000133,2026-06-05,17.94
ACCT000133,2026-06-06,4.97
ACCT000133,2026-06-07,25.91
ACCT000133,2026-06-08,16.11
ACCT000133,2026-06-09,25.78
ACCT000133,2026-06-10,34.42
ACCT000133,2026-06-11,6.06
ACCT000133,2026-06-12,15.29
ACCT000133,2026-06-13,3.72
ACCT000133,2026-06-14,25.62
ACCT000133,2026-06-15,2.83
ACCT000133,2026-06-16,4.61
ACCT000133,2026-06-17,8.24
ACCT000133,2026-06-18,12.21
ACCT000133,2026-06-19,21.59
ACCT000133,2026-06-20,3.13
ACCT000133,2026-06-21,15.13
ACCT000133,2026-06-22,7.9
ACCT000133,2026-06-23,11.88
ACCT000133,2026-06-24,28.78
ACCT000133,2026-06-25,13.3
ACCT000133,2026-06-26,17.81
ACCT000133,2026-06-27,2.06
ACCT000133,2026-06-28,6.78
ACCT000133,2026-06-29,12.28
ACCT000134,2026-05-31,1.68
ACCT000134,2026-06-01,1.16
ACCT000134,2026-06-02,3.02
ACCT000134,2026-06-03,5.35
ACCT000134,2026-06-04,9.03
ACCT000134,2026-06-05,9.06
ACCT000134,2026-06-06,4.85
ACCT000134,2026-06-07,5.85
ACCT000134,2026-06-08,1.48
ACCT000134,2026-06-09,17.28
ACCT000134,2026-06-10,13.56
ACCT000134,2026-06-11,6.92
ACCT000134,2026-06-12,4.31
ACCT000134,2026-06-13,10.92
ACCT000134,2026-06-14,17.49
ACCT000134,2026-06-15,7.59
ACCT000134,2026-06-16,9.14
ACCT000134,2026-06-17,3.54
ACCT000134,2026-06-18,1.78
ACCT000134,2026-06-19,4.98
ACCT000134,2026-06-20,8.26
ACCT000134,2026-06-21,1.44
ACCT000134,2026-06-22,16.54
ACCT000134,2026-06-23,7.84
