account_id,usage_date,minutes_used
ACCT000211,2026-06-27,9
ACCT000211,2026-06-28,11
ACCT000211,2026-06-29,9
ACCT000212,2026-05-31,7
ACCT000212,2026-06-01,10
ACCT000212,2026-06-02,11
ACCT000212,2026-06-03,6
ACCT000212,2026-06-04,4
ACCT000212,2026-06-05,10
ACCT000212,2026-06-06,10
ACCT000212,2026-06-07,8
ACCT000212,2026-06-08,2
ACCT000212,2026-06-09,7
ACCT000212,2026-06-10,12
ACCT000212,2026-06-11,8
ACCT000212,2026-06-12,8
ACCT000212,2026-06-13,12
ACCT000212,2026-06-14,7
ACCT000212,2026-06-15,8
ACCT000212,2026-06-16,9
ACCT000212,2026-06-17,16
ACCT000212,2026-06-18,9
ACCT000212,2026-06-19,6
ACCT000212,2026-06-20,6
ACCT000212,2026-06-21,10
ACCT000212,2026-06-22,11
ACCT000212,2026-06-23,8
ACCT000212,2026-06-24,7
ACCT000212,2026-06-25,8
ACCT000212,2026-06-26,10
ACCT000212,2026-06-27,6
ACCT000212,2026-06-28,14
ACCT000212,2026-06-29,13
ACCT000213,2026-05-31,17
ACCT000213,2026-06-01,12
ACCT000213,2026-06-02,12
ACCT000213,2026-06-03,9
ACCT000213,2026-06-04,18
ACCT000213,2026-06-05,18
ACCT000213,2026-06-06,13
ACCT000213,2026-06-07,18
ACCT000213,2026-06-08,11
ACCT000213,2026-06-09,9
ACCT000213,2026-06-10,24
ACCT000213,2026-06-11,12
ACCT000213,2026-06-12,18
ACCT000213,2026-06-13,14
ACCT000213,2026-06-14,10
ACCT000213,2026-06-15,11
ACCT000213,2026-06-16,13
ACCT000213,2026-06-17,10
ACCT000213,2026-06-18,14
ACCT000213,2026-06-19,15
ACCT000213,2026-06-20,11
ACCT000213,2026-06-21,12
ACCT000213,2026-06-22,12
ACCT000213,2026-06-23,14
ACCT000213,2026-06-24,15
ACCT000213,2026-06-25,13
ACCT000213,2026-06-26,17
ACCT000213,2026-06-27,15
ACCT000213,2026-06-28,17
ACCT000213,2026-06-29,12
ACCT000214,2026-05-31,0
ACCT000214,2026-06-01,3
ACCT000214,2026-06-02,3
ACCT000214,2026-06-03,4
ACCT000214,2026-06-04,4
ACCT000214,2026-06-05,4
ACCT000214,2026-06-06,5
ACCT000214,2026-06-07,5
ACCT000214,2026-06-08,6
ACCT000214,2026-06-09,1
ACCT000214,2026-06-10,4
ACCT000214,2026-06-11,5
ACCT000214,2026-06-12,2
ACCT000214,2026-06-13,2
ACCT000214,2026-06-14,6
ACCT000214,2026-06-15,1
ACCT000214,2026-06-16,2
ACCT000214,2026-06-17,2
ACCT000214,2026-06-18,5
ACCT000214,2026-06-19,2
ACCT000214,2026-06-20,3
ACCT000214,2026-06-21,7
ACCT000214,2026-06-22,2
ACCT000214,2026-06-23,2
ACCT000214,2026-06-24,3
ACCT000214,2026-06-25,3
ACCT000214,2026-06-26,2
ACCT000214,2026-06-27,1
ACCT000214,2026-06-28,5
ACCT000214,2026-06-29,7
ACCT000215,2026-05-31,12
ACCT000215,2026-06-01,12
ACCT000215,2026-06-02,10
ACCT000215,2026-06-03,6
ACCT000215,2026-06-04,15
ACCT000215,2026-06-05,14
ACCT000215,2026-06-06,9
ACCT000215,2026-06-07,14
ACCT000215,2026-06-08,14
ACCT000215,2026-06-09,14
ACCT000215,2026-06-10,10
ACCT000215,2026-06-11,17
ACCT000215,2026-06-12,17
ACCT000215,2026-06-13,12
ACCT000215,2026-06-14,10
ACCT000215,2026-06-15,15
ACCT000215,2026-06-16,14
ACCT000215,2026-06-17,13
ACCT000215,2026-06-18,8
ACCT000215,2026-06-19,4
ACCT000215,2026-06-20,11
ACCT000215,2026-06-21,20
ACCT000215,2026-06-22,9
ACCT000215,2026-06-23,8
ACCT000215,2026-06-24,8
ACCT000215,2026-06-25,14
ACCT000215,2026-06-26,16
ACCT000215,2026-06-27,13
ACCT000215,2026-06-28,16
ACCT000215,2026-06-29,15
ACCT000216,2026-05-31,7
ACCT000216,2026-06-01,12
ACCT000216,2026-06-02,5
ACCT000216,2026-06-03,8
ACCT000216,2026-06-04,7
ACCT000216,2026-06-05,2
ACCT000216,2026-06-06,8
ACCT000216,2026-06-07,6
ACCT000216,2026-06-08,7
ACCT000216,2026-06-09,7
ACCT000216,2026-06-10,3
ACCT000216,2026-06-11,10
ACCT000216,2026-06-12,7
ACCT000216,2026-06-13,10
ACCT000216,2026-06-14,3
ACCT000216,2026-06-15,8
ACCT000216,2026-06-16,5
ACCT000216,2026-06-17,7
ACCT000216,2026-06-18,17
ACCT000216,2026-06-19,4
ACCT000216,2026-06-20,7
ACCT000216,2026-06-21,5
ACCT000216,2026-06-22,8
ACCT000216,2026-06-23,9
ACCT000216,2026-06-24,8
ACCT000216,2026-06-25,11
ACCT000216,2026-06-26,10
ACCT000216,2026-06-27,11
ACCT000216,2026-06-28,6
ACCT000216,2026-06-29,9
ACCT000217,2026-05-31,11
ACCT000217,2026-06-01,6
ACCT000217,2026-06-02,7
ACCT000217,2026-06-03,11
ACCT000217,2026-06-04,8
ACCT000217,2026-06-05,15
ACCT000217,2026-06-06,6
ACCT000217,2026-06-07,10
ACCT000217,2026-06-08,9
ACCT000217,2026-06-09,5
ACCT000217,2026-06-10,9
ACCT000217,2026-06-11,8
ACCT000217,2026-06-12,5
ACCT000217,2026-06-13,10
ACCT000217,2026-06-14,8
ACCT000217,2026-06-15,7
ACCT000217,2026-06-16,10
ACCT000217,2026-06-17,6
ACCT000217,2026-06-18,3
ACCT000217,2026-06-19,4
ACCT000217,2026-06-20,10
ACCT000217,2026-06-21,7
ACCT000217,2026-06-22,8
ACCT000217,2026-06-23,12
ACCT000217,2026-06-24,10
ACCT000217,2026-06-25,7
ACCT000217,2026-06-26,5
ACCT000217,2026-06-27,9
ACCT000217,2026-06-28,7
ACCT000217,2026-06-29,9
ACCT000218,2026-05-31,23
ACCT000218,2026-06-01,26
ACCT000218,2026-06-02,28
ACCT000218,2026-06-03,27
ACCT000218,2026-06-04,36
ACCT000218,2026-06-05,27
ACCT000218,2026-06-06,32
ACCT000218,2026-06-07,42
ACCT000218,2026-06-08,27
ACCT000218,2026-06-09,17
ACCT000218,2026-06-10,22
ACCT000218,2026-06-11,27
ACCT000218,2026-06-12,25
ACCT000218,2026-06-13,30
ACCT000218,2026-06-14,32
ACCT000218,2026-06-15,30
ACCT000218,2026-06-16,26
ACCT000218,2026-06-17,29
ACCT000218,2026-06-18,22
ACCT000218,2026-06-19,35
ACCT000218,2026-06-20,25
ACCT000218,2026-06-21,22
ACCT000218,2026-06-22,21
ACCT000218,2026-06-23,26
ACCT000218,2026-06-24,30
ACCT000218,2026-06-25,33
ACCT000218,2026-06-26,29
ACCT000218,2026-06-27,32
ACCT000218,2026-06-28,36
ACCT000218,2026-06-29,27
ACCT000219,2026-05-31,5
ACCT000219,2026-06-01,6
ACCT000219,2026-06-02,7
ACCT000219,2026-06-03,4
ACCT000219,2026-06-04,10
ACCT000219,2026-06-05,6
ACCT000219,2026-06-06,7
ACCT000219,2026-06-07,5
ACCT000219,2026-06-08,5
ACCT000219,2026-06-09,11
ACCT000219,2026-06-10,6
ACCT000219,2026-06-11,5
ACCT000219,2026-06-12,8
ACCT000219,2026-06-13,4
ACCT000219,2026-06-14,9
ACCT000219,2026-06-15,7
ACCT000219,2026-06-16,9
ACCT000219,2026-06-17,8
ACCT000219,2026-06-18,7
ACCT000219,2026-06-19,5
ACCT000219,2026-06-20,9
ACCT000219,2026-06-21,7
ACCT000219,2026-06-22,7
ACCT000219,2026-06-23,8
ACCT000219,2026-06-24,6
ACCT000219,2026-06-25,8
ACCT000219,2026-06-26,9
ACCT000219,2026-06-27,6
ACCT000219,2026-06-28,7
ACCT000219,2026-06-29,13
ACCT000220,2026-05-31,54
ACCT000220,2026-06-01,43
ACCT000220,2026-06-02,37
ACCT000220,2026-06-03,50
ACCT000220,2026-06-04,48
ACCT000220,2026-06-05,53
ACCT000220,2026-06-06,51
ACCT000220,2026-06-07,44
ACCT000220,2026-06-08,40
ACCT000220,2026-06-09,41
ACCT000220,2026-06-10,47
ACCT000220,2026-06-11,36
ACCT000220,2026-06-12,44
ACCT000220,2026-06-13,61
ACCT000220,2026-06-14,53
ACCT000220,2026-06-15,48
ACCT000220,2026-06-16,33
ACCT000220,2026-06-17,38
ACCT000220,2026-06-18,41
ACCT000220,2026-06-19,52
ACCT000220,2026-06-20,38
ACCT000220,2026-06-21,47
ACCT000220,2026-06-22,53
ACCT000220,2026-06-23,50
ACCT000220,2026-06-24,56
ACCT000220,2026-06-25,43
ACCT000220,2026-06-26,54
ACCT000220,2026-06-27,40
ACCT000220,2026-06-28,50
ACCT000220,2026-06-29,42
ACCT000221,2026-05-31,12
ACCT000221,2026-06-01,16
ACCT000221,2026-06-02,20
ACCT000221,2026-06-03,14
ACCT000221,2026-06-04,24
ACCT000221,2026-06-05,13
ACCT000221,2026-06-06,17
ACCT000221,2026-06-07,9
ACCT000221,2026-06-08,14
ACCT000221,2026-06-09,16
ACCT000221,2026-06-10,17
ACCT000221,2026-06-11,17
ACCT000221,2026-06-12,15
ACCT000221,2026-06-13,11
ACCT000221,2026-06-14,17
ACCT000221,2026-06-15,11
ACCT000221,2026-06-16,16
ACCT000221,2026-06-17,22
ACCT000221,2026-06-18,23
ACCT000221,2026-06-19,22
ACCT000221,2026-06-20,12
ACCT000221,2026-06-21,9
ACCT000221,2026-06-22,12
ACCT000221,2026-06-23,12
ACCT000221,2026-06-24,8
ACCT000221,2026-06-25,14
ACCT000221,2026-06-26,16
ACCT000221,2026-06-27,15
ACCT000221,2026-06-28,13
ACCT000221,2026-06-29,13
ACCT000222,2026-05-31,0
ACCT000222,2026-06-01,2
ACCT000222,2026-06-02,1
ACCT000222,2026-06-03,1
ACCT000222,2026-06-04,4
ACCT000222,2026-06-05,1
ACCT000222,2026-06-06,2
ACCT000222,2026-06-07,0
ACCT000222,2026-06-08,2
ACCT000222,2026-06-09,0
ACCT000222,2026-06-10,0
ACCT000222,2026-06-11,1
ACCT000222,2026-06-12,2
ACCT000222,2026-06-13,0
ACCT000222,2026-06-14,3
ACCT000222,2026-06-15,1
ACCT000222,2026-06-16,1
ACCT000222,2026-06-17,2
ACCT000222,2026-06-18,5
ACCT000222,2026-06-19,2
ACCT000222,2026-06-20,2
ACCT000222,2026-06-21,1
ACCT000222,2026-06-22,4
ACCT000222,2026-06-23,3
ACCT000222,2026-06-24,2
ACCT000222,2026-06-25,6
ACCT000222,2026-06-26,0
ACCT000222,2026-06-27,2
ACCT000222,2026-06-28,1
ACCT000222,2026-06-29,1
ACCT000223,2026-05-31,22
ACCT000223,2026-06-01,24
ACCT000223,2026-06-02,30
ACCT000223,2026-06-03,35
ACCT000223,2026-06-04,22
ACCT000223,2026-06-05,28
ACCT000223,2026-06-06,27
ACCT000223,2026-06-07,27
ACCT000223,2026-06-08,22
ACCT000223,2026-06-09,30
ACCT000223,2026-06-10,27
ACCT000223,2026-06-11,34
ACCT000223,2026-06-12,26
ACCT000223,2026-06-13,24
ACCT000223,2026-06-14,23
ACCT000223,2026-06-15,23
ACCT000223,2026-06-16,38
ACCT000223,2026-06-17,34
ACCT000223,2026-06-18,26
ACCT000223,2026-06-19,38
ACCT000223,2026-06-20,34
ACCT000223,2026-06-21,24
ACCT000223,2026-06-22,20
ACCT000223,2026-06-23,25
ACCT000223,2026-06-24,26
ACCT000223,2026-06-25,32
ACCT000223,2026-06-26,27
ACCT000223,2026-06-27,29
ACCT000223,2026-06-28,33
ACCT000223,2026-06-29,26
ACCT000224,2026-05-31,2
ACCT000224,2026-06-01,2
ACCT000224,2026-06-02,0
ACCT000224,2026-06-03,1
ACCT000224,2026-06-04,0
ACCT000224,2026-06-05,2
ACCT000224,2026-06-06,2
ACCT000224,2026-06-07,0
ACCT000224,2026-06-08,2
ACCT000224,2026-06-09,0
ACCT000224,2026-06-10,1
ACCT000224,2026-06-11,1
ACCT000224,2026-06-12,0
ACCT000224,2026-06-13,2
ACCT000224,2026-06-14,0
ACCT000224,2026-06-15,3
ACCT000224,2026-06-16,1
ACCT000224,2026-06-17,1
ACCT000224,2026-06-18,1
ACCT000224,2026-06-19,1
ACCT000224,2026-06-20,2
ACCT000224,2026-06-21,2
ACCT000224,2026-06-22,3
ACCT000224,2026-06-23,2
ACCT000224,2026-06-24,1
ACCT000224,2026-06-25,1
ACCT000224,2026-06-26,0
ACCT000224,2026-06-27,0
ACCT000224,2026-06-28,0
ACCT000224,2026-06-29,1
ACCT000225,2026-05-31,0
ACCT000225,2026-06-01,6
ACCT000225,2026-06-02,7
ACCT000225,2026-06-03,3
ACCT000225,2026-06-04,4
ACCT000225,2026-06-05,6
ACCT000225,2026-06-06,2
ACCT000225,2026-06-07,8
ACCT000225,2026-06-08,1
ACCT000225,2026-06-09,4
ACCT000225,2026-06-10,4
ACCT000225,2026-06-11,4
ACCT000225,2026-06-12,5
ACCT000225,2026-06-13,5
ACCT000225,2026-06-14,2
ACCT000225,2026-06-15,5
ACCT000225,2026-06-16,5
ACCT000225,2026-06-17,2
ACCT000225,2026-06-18,4
ACCT000225,2026-06-19,6
ACCT000225,2026-06-20,0
ACCT000225,2026-06-21,3
ACCT000225,2026-06-22,5
ACCT000225,2026-06-23,8
ACCT000225,2026-06-24,4
ACCT000225,2026-06-25,5
ACCT000225,2026-06-26,6
ACCT000225,2026-06-27,3
ACCT000225,2026-06-28,7
ACCT000225,2026-06-29,7
ACCT000226,2026-05-31,19
ACCT000226,2026-06-01,22
ACCT000226,2026-06-02,22
ACCT000226,2026-06-03,25
ACCT000226,2026-06-04,16
ACCT000226,2026-06-05,24
ACCT000226,2026-06-06,12
ACCT000226,2026-06-07,21
ACCT000226,2026-06-08,17
ACCT000226,2026-06-09,15
ACCT000226,2026-06-10,15
ACCT000226,2026-06-11,22
ACCT000226,2026-06-12,18
ACCT000226,2026-06-13,16
ACCT000226,2026-06-14,19
ACCT000226,2026-06-15,19
ACCT000226,2026-06-16,19
ACCT000226,2026-06-17,17
ACCT000226,2026-06-18,15
ACCT000226,2026-06-19,16
ACCT000226,2026-06-20,11
ACCT000226,2026-06-21,18
ACCT000226,2026-06-22,21
ACCT000226,2026-06-23,13
ACCT000226,2026-06-24,16
ACCT000226,2026-06-25,16
ACCT000226,2026-06-26,19
ACCT000226,2026-06-27,15
ACCT000226,2026-06-28,10
ACCT000226,2026-06-29,15
ACCT000227,2026-05-31,15
ACCT000227,2026-06-01,8
ACCT000227,2026-06-02,10
ACCT000227,2026-06-03,11
ACCT000227,2026-06-04,7
ACCT000227,2026-06-05,10
ACCT000227,2026-06-06,16
ACCT000227,2026-06-07,10
ACCT000227,2026-06-08,8
ACCT000227,2026-06-09,7
ACCT000227,2026-06-10,11
ACCT000227,2026-06-11,10
ACCT000227,2026-06-12,11
ACCT000227,2026-06-13,10
ACCT000227,2026-06-14,7
ACCT000227,2026-06-15,9
ACCT000227,2026-06-16,16
ACCT000227,2026-06-17,13
ACCT000227,2026-06-18,8
ACCT000227,2026-06-19,17
ACCT000227,2026-06-20,8
ACCT000227,2026-06-21,17
ACCT000227,2026-06-22,7
ACCT000227,2026-06-23,13
ACCT000227,2026-06-24,6
ACCT000227,2026-06-25,15
ACCT000227,2026-06-26,13
ACCT000227,2026-06-27,10
ACCT000227,2026-06-28,7
ACCT000227,2026-06-29,9
ACCT000228,2026-05-31,18
ACCT000228,2026-06-01,16
ACCT000228,2026-06-02,22
ACCT000228,2026-06-03,19
ACCT000228,2026-06-04,26
ACCT000228,2026-06-05,24
ACCT000228,2026-06-06,30
ACCT000228,2026-06-07,22
ACCT000228,2026-06-08,15
ACCT000228,2026-06-09,21
ACCT000228,2026-06-10,20
ACCT000228,2026-06-11,28
ACCT000228,2026-06-12,21
ACCT000228,2026-06-13,20
ACCT000228,2026-06-14,15
ACCT000228,2026-06-15,19
ACCT000228,2026-06-16,16
ACCT000228,2026-06-17,16
ACCT000228,2026-06-18,28
ACCT000228,2026-06-19,29
ACCT000228,2026-06-20,25
ACCT000228,2026-06-21,23
ACCT000228,2026-06-22,19
ACCT000228,2026-06-23,24
ACCT000228,2026-06-24,30
ACCT000228,2026-06-25,25
ACCT000228,2026-06-26,23
ACCT000228,2026-06-27,21
ACCT000228,2026-06-28,18
ACCT000228,2026-06-29,21
ACCT000229,2026-05-31,8
ACCT000229,2026-06-01,6
ACCT000229,2026-06-02,8
ACCT000229,2026-06-03,10
ACCT000229,2026-06-04,7
ACCT000229,2026-06-05,3
ACCT000229,2026-06-06,8
ACCT000229,2026-06-07,12
ACCT000229,2026-06-08,4
ACCT000229,2026-06-09,10
ACCT000229,2026-06-10,6
ACCT000229,2026-06-11,4
ACCT000229,2026-06-12,14
ACCT000229,2026-06-13,10
ACCT000229,2026-06-14,8
ACCT000229,2026-06-15,7
ACCT000229,2026-06-16,8
ACCT000229,2026-06-17,5
ACCT000229,2026-06-18,13
ACCT000229,2026-06-19,10
ACCT000229,2026-06-20,10
ACCT000229,2026-06-21,6
ACCT000229,2026-06-22,10
ACCT000229,2026-06-23,11
ACCT000229,2026-06-24,8
ACCT000229,2026-06-25,12
ACCT000229,2026-06-26,7
ACCT000229,2026-06-27,12
ACCT000229,2026-06-28,10
ACCT000229,2026-06-29,10
ACCT000230,2026-05-31,12
ACCT000230,2026-06-01,13
ACCT000230,2026-06-02,8
ACCT000230,2026-06-03,9
ACCT000230,2026-06-04,8
ACCT000230,2026-06-05,7
ACCT000230,2026-06-06,7
ACCT000230,2026-06-07,8
ACCT000230,2026-06-08,9
ACCT000230,2026-06-09,4
ACCT000230,2026-06-10,8
ACCT000230,2026-06-11,7
ACCT000230,2026-06-12,14
ACCT000230,2026-06-13,11
ACCT000230,2026-06-14,10
ACCT000230,2026-06-15,12
ACCT000230,2026-06-16,10
ACCT000230,2026-06-17,9
ACCT000230,2026-06-18,5
ACCT000230,2026-06-19,13
ACCT000230,2026-06-20,11
ACCT000230,2026-06-21,8
ACCT000230,2026-06-22,3
ACCT000230,2026-06-23,6
ACCT000230,2026-06-24,7
ACCT000230,2026-06-25,11
ACCT000230,2026-06-26,6
ACCT000230,2026-06-27,7
ACCT000230,2026-06-28,9
ACCT000230,2026-06-29,9
ACCT000231,2026-05-31,14
ACCT000231,2026-06-01,4
ACCT000231,2026-06-02,14
ACCT000231,2026-06-03,9
ACCT000231,2026-06-04,8
ACCT000231,2026-06-05,4
ACCT000231,2026-06-06,12
ACCT000231,2026-06-07,7
ACCT000231,2026-06-08,10
ACCT000231,2026-06-09,13
ACCT000231,2026-06-10,12
ACCT000231,2026-06-11,9
ACCT000231,2026-06-12,3
ACCT000231,2026-06-13,8
ACCT000231,2026-06-14,11
ACCT000231,2026-06-15,9
ACCT000231,2026-06-16,12
ACCT000231,2026-06-17,8
ACCT000231,2026-06-18,12
ACCT000231,2026-06-19,6
ACCT000231,2026-06-20,9
ACCT000231,2026-06-21,13
ACCT000231,2026-06-22,12
ACCT000231,2026-06-23,19
ACCT000231,2026-06-24,7
ACCT000231,2026-06-25,7
ACCT000231,2026-06-26,9
ACCT000231,2026-06-27,7
ACCT000231,2026-06-28,10
ACCT000231,2026-06-29,10
ACCT000232,2026-05-31,17
ACCT000232,2026-06-01,22
ACCT000232,2026-06-02,26
ACCT000232,2026-06-03,11
ACCT000232,2026-06-04,25
ACCT000232,2026-06-05,20
ACCT000232,2026-06-06,16
ACCT000232,2026-06-07,21
ACCT000232,2026-06-08,33
ACCT000232,2026-06-09,15
ACCT000232,2026-06-10,22
ACCT000232,2026-06-11,8
ACCT000232,2026-06-12,16
ACCT000232,2026-06-13,15
ACCT000232,2026-06-14,24
ACCT000232,2026-06-15,25
ACCT000232,2026-06-16,18
ACCT000232,2026-06-17,15
ACCT000232,2026-06-18,14
ACCT000232,2026-06-19,17
ACCT000232,2026-06-20,17
ACCT000232,2026-06-21,22
ACCT000232,2026-06-22,14
ACCT000232,2026-06-23,22
ACCT000232,2026-06-24,24
ACCT000232,2026-06-25,21
ACCT000232,2026-06-26,18
ACCT000232,2026-06-27,12
ACCT000232,2026-06-28,24
ACCT000232,2026-06-29,15
ACCT000234,2026-05-31,32
ACCT000234,2026-06-01,24
ACCT000234,2026-06-02,17
ACCT000234,2026-06-03,20
ACCT000234,2026-06-04,20
ACCT000234,2026-06-05,26
ACCT000234,2026-06-06,22
ACCT000234,2026-06-07,30
ACCT000234,2026-06-08,19
ACCT000234,2026-06-09,28
ACCT000234,2026-06-10,19
ACCT000234,2026-06-11,18
ACCT000234,2026-06-12,18
ACCT000234,2026-06-13,26
ACCT000234,2026-06-14,20
ACCT000234,2026-06-15,31
ACCT000234,2026-06-16,23
ACCT000234,2026-06-17,17
ACCT000234,2026-06-18,20
ACCT000234,2026-06-19,25
ACCT000234,2026-06-20,23
ACCT000234,2026-06-21,29
ACCT000234,2026-06-22,29
ACCT000234,2026-06-23,18
ACCT000234,2026-06-24,18
ACCT000234,2026-06-25,25
ACCT000234,2026-06-26,22
ACCT000234,2026-06-27,35
ACCT000234,2026-06-28,17
ACCT000234,2026-06-29,19
ACCT000236,2026-05-31,6
ACCT000236,2026-06-01,1
ACCT000236,2026-06-02,3
ACCT000236,2026-06-03,11
ACCT000236,2026-06-04,5
ACCT000236,2026-06-05,3
ACCT000236,2026-06-06,6
ACCT000236,2026-06-07,4
ACCT000236,2026-06-08,3
ACCT000236,2026-06-09,7
ACCT000236,2026-06-10,2
ACCT000236,2026-06-11,5
ACCT000236,2026-06-12,4
ACCT000236,2026-06-13,5
ACCT000236,2026-06-14,4
ACCT000236,2026-06-15,2
ACCT000236,2026-06-16,4
ACCT000236,2026-06-17,5
ACCT000236,2026-06-18,4
ACCT000236,2026-06-19,5
ACCT000236,2026-06-20,7
ACCT000236,2026-06-21,4
ACCT000236,2026-06-22,7
ACCT000236,2026-06-23,7
ACCT000236,2026-06-24,6
ACCT000236,2026-06-25,3
ACCT000236,2026-06-26,3
ACCT000236,2026-06-27,3
ACCT000236,2026-06-28,5
ACCT000236,2026-06-29,5
ACCT000237,2026-05-31,26
ACCT000237,2026-06-01,27
ACCT000237,2026-06-02,31
ACCT000237,2026-06-03,26
ACCT000237,2026-06-04,21
ACCT000237,2026-06-05,18
ACCT000237,2026-06-06,19
ACCT000237,2026-06-07,31
ACCT000237,2026-06-08,22
ACCT000237,2026-06-09,28
ACCT000237,2026-06-10,41
ACCT000237,2026-06-11,23
ACCT000237,2026-06-12,37
ACCT000237,2026-06-13,36
ACCT000237,2026-06-14,30
ACCT000237,2026-06-15,30
ACCT000237,2026-06-16,22
ACCT000237,2026-06-17,23
ACCT000237,2026-06-18,39
ACCT000237,2026-06-19,28
ACCT000237,2026-06-20,36
ACCT000237,2026-06-21,25
ACCT000237,2026-06-22,25
ACCT000237,2026-06-23,37
ACCT000237,2026-06-24,27
ACCT000237,2026-06-25,34
ACCT000237,2026-06-26,39
ACCT000237,2026-06-27,31
ACCT000237,2026-06-28,23
ACCT000237,2026-06-29,33
ACCT000238,2026-05-31,46
ACCT000238,2026-06-01,52
ACCT000238,2026-06-02,44
ACCT000238,2026-06-03,50
ACCT000238,2026-06-04,47
ACCT000238,2026-06-05,48
ACCT000238,2026-06-06,42
ACCT000238,2026-06-07,51
ACCT000238,2026-06-08,37
ACCT000238,2026-06-09,39
ACCT000238,2026-06-10,47
ACCT000238,2026-06-11,41
ACCT000238,2026-06-12,37
ACCT000238,2026-06-13,35
ACCT000238,2026-06-14,41
ACCT000238,2026-06-15,38
ACCT000238,2026-06-16,59
ACCT000238,2026-06-17,46
ACCT000238,2026-06-18,43
ACCT000238,2026-06-19,53
ACCT000238,2026-06-20,38
ACCT000238,2026-06-21,42
ACCT000238,2026-06-22,39
ACCT000238,2026-06-23,48
ACCT000238,2026-06-24,46
ACCT000238,2026-06-25,45
ACCT000238,2026-06-26,46
ACCT000238,2026-06-27,43
ACCT000238,2026-06-28,38
ACCT000238,2026-06-29,46
ACCT000240,2026-05-31,9
ACCT000240,2026-06-01,16
ACCT000240,2026-06-02,9
ACCT000240,2026-06-03,18
ACCT000240,2026-06-04,16
ACCT000240,2026-06-05,8
ACCT000240,2026-06-06,16
ACCT000240,2026-06-07,6
ACCT000240,2026-06-08,11
ACCT000240,2026-06-09,15
ACCT000240,2026-06-10,13
ACCT000240,2026-06-11,15
ACCT000240,2026-06-12,13
ACCT000240,2026-06-13,12
ACCT000240,2026-06-14,7
ACCT000240,2026-06-15,3
ACCT000240,2026-06-16,15
ACCT000240,2026-06-17,12
ACCT000240,2026-06-18,20
ACCT000240,2026-06-19,10
ACCT000240,2026-06-20,18
ACCT000240,2026-06-21,12
ACCT000240,2026-06-22,14
ACCT000240,2026-06-23,8
ACCT000240,2026-06-24,14
ACCT000240,2026-06-25,16
ACCT000240,2026-06-26,11
ACCT000240,2026-06-27,12
ACCT000240,2026-06-28,17
ACCT000240,2026-06-29,15
ACCT000241,2026-05-31,14
ACCT000241,2026-06-01,20
ACCT000241,2026-06-02,15
ACCT000241,2026-06-03,24
ACCT000241,2026-06-04,14
ACCT000241,2026-06-05,18
ACCT000241,2026-06-06,7
ACCT000241,2026-06-07,12
ACCT000241,2026-06-08,13
ACCT000241,2026-06-09,12
ACCT000241,2026-06-10,17
ACCT000241,2026-06-11,13
ACCT000241,2026-06-12,17
ACCT000241,2026-06-13,20
ACCT000241,2026-06-14,15
ACCT000241,2026-06-15,20
ACCT000241,2026-06-16,17
ACCT000241,2026-06-17,18
ACCT000241,2026-06-18,12
ACCT000241,2026-06-19,19
ACCT000241,2026-06-20,13
ACCT000241,2026-06-21,16
ACCT000241,2026-06-22,12
ACCT000241,2026-06-23,19
ACCT000241,2026-06-24,15
ACCT000241,2026-06-25,21
ACCT000241,2026-06-26,16
ACCT000241,2026-06-27,17
ACCT000241,2026-06-28,14
ACCT000241,2026-06-29,21
ACCT000242,2026-05-31,11
ACCT000242,2026-06-01,7
ACCT000242,2026-06-02,8
ACCT000242,2026-06-03,14
ACCT000242,2026-06-04,8
ACCT000242,2026-06-05,3
ACCT000242,2026-06-06,7
ACCT000242,2026-06-07,9
ACCT000242,2026-06-08,7
ACCT000242,2026-06-09,9
ACCT000242,2026-06-10,4
ACCT000242,2026-06-11,8
ACCT000242,2026-06-12,4
ACCT000242,2026-06-13,11
ACCT000242,2026-06-14,6
ACCT000242,2026-06-15,11
ACCT000242,2026-06-16,9
ACCT000242,2026-06-17,11
ACCT000242,2026-06-18,8
ACCT000242,2026-06-19,8
ACCT000242,2026-06-20,11
ACCT000242,2026-06-21,8
ACCT000242,2026-06-22,7
ACCT000242,2026-06-23,10
ACCT000242,2026-06-24,8
ACCT000242,2026-06-25,11
ACCT000242,2026-06-26,9
ACCT000242,2026-06-27,13
ACCT000242,2026-06-28,11
ACCT000242,2026-06-29,9
ACCT000243,2026-05-31,20
ACCT000243,2026-06-01,26
ACCT000243,2026-06-02,31
ACCT000243,2026-06-03,26
ACCT000243,2026-06-04,36
ACCT000243,2026-06-05,27
ACCT000243,2026-06-06,34
ACCT000243,2026-06-07,24
ACCT000243,2026-06-08,21
ACCT000243,2026-06-09,28
ACCT000243,2026-06-10,27
ACCT000243,2026-06-11,32
ACCT000243,2026-06-12,25
ACCT000243,2026-06-13,24
ACCT000243,2026-06-14,16
ACCT000243,2026-06-15,41
ACCT000243,2026-06-16,26
ACCT000243,2026-06-17,16
ACCT000243,2026-06-18,31
ACCT000243,2026-06-19,20
ACCT000243,2026-06-20,32
ACCT000243,2026-06-21,28
ACCT000243,2026-06-22,19
ACCT000243,2026-06-23,29
ACCT000243,2026-06-24,25
ACCT000243,2026-06-25,24
ACCT000243,2026-06-26,28
ACCT000243,2026-06-27,28
ACCT000243,2026-06-28,22
ACCT000243,2026-06-29,31
ACCT000244,2026-05-31,0
