contact_id,customer_id,channel,reason,contact_ts,handoff_to_agent,handled_by,duration_min
CON000371,CUST000211,web,billing_question,2026-05-06 21:42,False,self-service,4
CON000372,CUST000211,agent,plan_change,2026-03-28 22:33,False,agent,1
CON000373,CUST000212,agent,plan_change,2026-05-16 15:12,False,agent,3
CON000374,CUST000214,web,new_service,2026-05-25 01:55,False,self-service,8
CON000375,CUST000214,web,new_service,2026-03-24 06:03,False,self-service,11
CON000376,CUST000214,web,technical_support,2026-05-19 09:02,False,self-service,4
CON000377,CUST000215,ivr,technical_support,2026-03-17 15:00,False,self-service,4
CON000378,CUST000216,chat,cancel_request,2026-06-19 03:05,False,self-service,4
CON000379,CUST000216,chat,billing_question,2026-05-21 07:40,False,self-service,5
CON000380,CUST000217,ivr,general_inquiry,2026-06-24 04:08,False,self-service,3
CON000381,CUST000217,web,outage_report,2026-03-07 00:38,False,self-service,8
CON000382,CUST000217,ivr,billing_question,2026-06-21 05:33,False,self-service,11
CON000383,CUST000219,chat,new_service,2026-05-22 08:46,False,self-service,2
CON000384,CUST000219,agent,technical_support,2026-04-23 05:36,False,agent,4
CON000385,CUST000219,ivr,billing_question,2026-06-18 05:14,False,self-service,9
CON000386,CUST000220,web,new_service,2026-03-10 18:06,False,self-service,6
CON000387,CUST000220,ivr,technical_support,2026-05-13 17:42,False,self-service,11
CON000388,CUST000220,chat,technical_support,2026-06-10 14:50,False,self-service,1
CON000389,CUST000222,web,technical_support,2026-05-26 23:23,False,self-service,4
CON000390,CUST000224,agent,billing_question,2026-06-27 20:58,False,agent,6
CON000391,CUST000224,web,technical_support,2026-04-08 08:43,True,agent,6
CON000392,CUST000224,ivr,new_service,2026-04-24 18:00,False,self-service,10
CON000393,CUST000227,agent,billing_question,2026-04-25 10:31,False,agent,8
CON000394,CUST000228,chat,new_service,2026-04-19 12:08,False,self-service,10
CON000395,CUST000228,ivr,new_service,2026-06-09 11:59,False,self-service,10
CON000396,CUST000229,chat,plan_change,2026-05-11 22:01,True,agent,7
CON000397,CUST000229,agent,technical_support,2026-05-01 01:33,False,agent,3
CON000398,CUST000230,agent,outage_report,2026-06-22 13:28,False,agent,16
CON000399,CUST000230,agent,cancel_request,2026-03-30 12:51,False,agent,3
CON000400,CUST000231,ivr,technical_support,2026-04-06 03:22,False,self-service,7
CON000401,CUST000231,chat,new_service,2026-06-24 23:43,False,self-service,7
CON000402,CUST000232,agent,technical_support,2026-03-06 19:21,False,agent,4
CON000403,CUST000233,web,outage_report,2026-06-16 18:43,False,self-service,5
CON000404,CUST000234,ivr,billing_question,2026-03-06 04:27,False,self-service,3
CON000405,CUST000237,web,new_service,2026-05-17 20:22,False,self-service,3
CON000406,CUST000237,chat,plan_change,2026-05-06 13:02,False,self-service,9
CON000407,CUST000238,agent,billing_question,2026-05-03 04:11,False,agent,1
CON000408,CUST000238,ivr,billing_question,2026-04-27 00:44,False,self-service,1
CON000409,CUST000238,ivr,technical_support,2026-04-16 10:41,False,self-service,3
CON000410,CUST000239,agent,plan_change,2026-03-17 06:07,False,agent,10
CON000411,CUST000239,web,plan_change,2026-04-01 09:41,False,self-service,1
CON000412,CUST000239,web,new_service,2026-06-25 19:55,True,agent,5
CON000413,CUST000239,agent,billing_question,2026-06-11 09:24,False,agent,7
CON000414,CUST000240,agent,cancel_request,2026-06-14 16:55,False,agent,6
CON000415,CUST000241,web,new_service,2026-04-24 18:41,False,self-service,9
CON000416,CUST000241,ivr,billing_question,2026-03-05 12:57,False,self-service,15
CON000417,CUST000241,chat,billing_question,2026-06-27 08:53,False,self-service,2
CON000418,CUST000242,chat,technical_support,2026-04-05 20:03,False,self-service,5
CON000419,CUST000242,chat,new_service,2026-05-09 08:05,False,self-service,14
CON000420,CUST000243,agent,technical_support,2026-06-04 18:36,False,agent,3
CON000421,CUST000243,web,new_service,2026-04-15 09:02,False,self-service,9
CON000422,CUST000243,chat,outage_report,2026-03-09 01:42,False,self-service,7
CON000423,CUST000243,chat,technical_support,2026-04-19 06:34,False,self-service,6
CON000424,CUST000244,web,technical_support,2026-03-17 15:16,False,self-service,1
CON000425,CUST000245,agent,billing_question,2026-05-05 11:18,False,agent,1
CON000426,CUST000245,ivr,technical_support,2026-05-03 04:18,False,self-service,8
CON000427,CUST000245,agent,billing_question,2026-05-31 10:17,False,agent,1
CON000428,CUST000245,agent,cancel_request,2026-05-11 11:15,False,agent,15
CON000429,CUST000247,agent,technical_support,2026-06-22 08:03,False,agent,3
CON000430,CUST000248,ivr,technical_support,2026-04-14 16:35,False,self-service,12
CON000431,CUST000248,agent,new_service,2026-05-29 20:39,False,agent,13
CON000432,CUST000251,web,technical_support,2026-04-24 05:24,False,self-service,2
CON000433,CUST000252,chat,billing_question,2026-04-05 07:58,True,agent,2
CON000434,CUST000252,agent,outage_report,2026-04-07 00:45,False,agent,2
CON000435,CUST000252,web,new_service,2026-04-17 15:04,False,self-service,2
CON000436,CUST000252,web,billing_question,2026-05-08 10:31,False,self-service,11
CON000437,CUST000253,web,billing_question,2026-03-18 08:13,True,agent,4
CON000438,CUST000253,ivr,outage_report,2026-04-14 07:09,False,self-service,12
CON000439,CUST000255,chat,billing_question,2026-06-01 03:33,False,self-service,6
CON000440,CUST000256,ivr,technical_support,2026-04-24 11:51,False,self-service,2
CON000441,CUST000256,ivr,outage_report,2026-05-22 19:21,False,self-service,8
CON000442,CUST000257,ivr,technical_support,2026-03-16 19:43,False,self-service,1
CON000443,CUST000258,chat,cancel_request,2026-04-15 15:04,True,agent,7
CON000444,CUST000260,agent,billing_question,2026-05-17 01:22,False,agent,6
CON000445,CUST000260,ivr,new_service,2026-06-04 04:57,False,self-service,11
CON000446,CUST000261,web,cancel_request,2026-03-31 14:31,True,agent,11
CON000447,CUST000261,ivr,outage_report,2026-05-02 23:05,False,self-service,11
CON000448,CUST000261,web,new_service,2026-06-05 18:14,False,self-service,7
CON000449,CUST000262,web,new_service,2026-03-21 02:51,False,self-service,6
CON000450,CUST000263,chat,cancel_request,2026-03-15 15:38,False,self-service,7
CON000451,CUST000264,chat,technical_support,2026-06-01 00:19,True,agent,3
CON000452,CUST000265,agent,technical_support,2026-05-19 21:55,False,agent,6
CON000453,CUST000265,chat,cancel_request,2026-05-03 13:03,False,self-service,10
CON000454,CUST000265,chat,billing_question,2026-05-22 01:10,True,agent,1
CON000455,CUST000266,agent,technical_support,2026-05-25 00:20,False,agent,10
CON000456,CUST000267,ivr,billing_question,2026-06-04 00:37,False,self-service,1
CON000457,CUST000268,web,outage_report,2026-05-10 07:29,False,self-service,6
CON000458,CUST000268,chat,technical_support,2026-04-12 21:19,False,self-service,6
CON000459,CUST000270,agent,technical_support,2026-04-08 01:51,False,agent,8
CON000460,CUST000270,chat,billing_question,2026-05-13 08:28,False,self-service,1
CON000461,CUST000271,ivr,plan_change,2026-05-26 08:26,False,self-service,4
CON000462,CUST000271,chat,general_inquiry,2026-05-10 22:09,True,agent,7
CON000463,CUST000271,ivr,billing_question,2026-06-09 01:54,False,self-service,13
CON000464,CUST000271,chat,plan_change,2026-03-07 19:43,True,agent,12
CON000465,CUST000271,web,billing_question,2026-05-16 15:51,True,agent,3
CON000466,CUST000272,web,billing_question,2026-06-25 12:05,False,self-service,10
CON000467,CUST000272,web,billing_question,2026-06-06 07:28,False,self-service,10
CON000468,CUST000273,agent,outage_report,2026-04-26 23:37,False,agent,11
CON000469,CUST000274,chat,billing_question,2026-03-20 01:39,False,self-service,1
CON000470,CUST000274,agent,outage_report,2026-06-22 21:56,False,agent,12
CON000471,CUST000274,ivr,technical_support,2026-05-23 04:56,False,self-service,10
CON000472,CUST000275,agent,new_service,2026-05-20 15:47,False,agent,12
CON000473,CUST000275,ivr,technical_support,2026-04-06 02:11,False,self-service,3
CON000474,CUST000277,chat,new_service,2026-03-03 12:59,False,self-service,5
CON000475,CUST000277,web,outage_report,2026-05-22 17:20,False,self-service,5
CON000476,CUST000278,web,outage_report,2026-06-01 12:41,True,agent,12
CON000477,CUST000278,web,plan_change,2026-04-21 04:46,False,self-service,8
CON000478,CUST000278,chat,technical_support,2026-06-18 01:49,True,agent,5
CON000479,CUST000278,web,technical_support,2026-03-31 20:00,False,self-service,6
CON000480,CUST000278,ivr,outage_report,2026-05-30 05:41,False,self-service,9
CON000481,CUST000278,web,billing_question,2026-06-01 16:25,False,self-service,8
CON000482,CUST000278,chat,billing_question,2026-03-21 19:53,False,self-service,12
CON000483,CUST000280,web,technical_support,2026-06-08 07:18,True,agent,16
CON000484,CUST000281,agent,technical_support,2026-05-21 13:50,False,agent,14
CON000485,CUST000282,agent,plan_change,2026-04-05 03:59,False,agent,8
CON000486,CUST000283,web,billing_question,2026-04-14 07:49,False,self-service,1
CON000487,CUST000283,ivr,technical_support,2026-04-07 16:16,False,self-service,9
CON000488,CUST000283,ivr,new_service,2026-05-17 20:05,False,self-service,2
CON000489,CUST000284,ivr,billing_question,2026-06-25 16:01,False,self-service,13
CON000490,CUST000284,chat,billing_question,2026-03-29 03:12,False,self-service,8
CON000491,CUST000284,web,technical_support,2026-05-07 11:43,False,self-service,12
CON000492,CUST000285,agent,outage_report,2026-06-23 11:03,False,agent,4
CON000493,CUST000285,chat,technical_support,2026-04-04 09:46,True,agent,1
CON000494,CUST000285,web,technical_support,2026-03-30 17:21,False,self-service,5
CON000495,CUST000288,chat,general_inquiry,2026-05-10 23:47,False,self-service,11
CON000496,CUST000289,agent,general_inquiry,2026-03-11 13:40,False,agent,9
CON000497,CUST000289,ivr,cancel_request,2026-03-16 13:36,False,self-service,2
CON000498,CUST000290,ivr,outage_report,2026-03-21 05:12,False,self-service,1
CON000499,CUST000291,ivr,general_inquiry,2026-04-19 04:08,False,self-service,8
CON000500,CUST000292,ivr,billing_question,2026-03-26 04:18,False,self-service,2
CON000501,CUST000293,web,technical_support,2026-03-14 09:33,True,agent,18
CON000502,CUST000294,agent,billing_question,2026-06-04 23:47,False,agent,4
CON000503,CUST000295,agent,technical_support,2026-05-17 03:23,False,agent,7
CON000504,CUST000295,ivr,cancel_request,2026-06-23 16:24,False,self-service,1
CON000505,CUST000295,chat,billing_question,2026-04-16 01:09,True,agent,6
CON000506,CUST000295,chat,plan_change,2026-06-17 07:17,True,agent,4
CON000507,CUST000296,chat,plan_change,2026-03-06 23:50,False,self-service,5
CON000508,CUST000296,agent,billing_question,2026-06-24 00:13,False,agent,5
CON000509,CUST000297,agent,new_service,2026-04-24 16:34,False,agent,7
CON000510,CUST000297,agent,general_inquiry,2026-03-22 19:19,False,agent,15
CON000511,CUST000298,web,technical_support,2026-06-11 22:54,False,self-service,9
CON000512,CUST000299,agent,billing_question,2026-04-23 19:36,False,agent,3
CON000513,CUST000299,ivr,technical_support,2026-03-15 19:35,False,self-service,7
CON000514,CUST000300,web,plan_change,2026-05-07 01:26,False,self-service,4
CON000515,CUST000301,web,technical_support,2026-04-24 12:01,False,self-service,5
CON000516,CUST000301,agent,outage_report,2026-05-03 03:42,False,agent,1
CON000517,CUST000301,web,plan_change,2026-04-26 03:04,False,self-service,8
CON000518,CUST000301,agent,plan_change,2026-03-02 00:47,False,agent,6
CON000519,CUST000301,chat,billing_question,2026-04-17 09:25,False,self-service,3
CON000520,CUST000302,web,cancel_request,2026-06-21 21:30,False,self-service,13
CON000521,CUST000302,chat,billing_question,2026-05-07 01:51,False,self-service,4
CON000522,CUST000303,ivr,technical_support,2026-05-08 18:27,False,self-service,2
CON000523,CUST000303,chat,technical_support,2026-04-29 22:11,True,agent,3
CON000524,CUST000304,agent,billing_question,2026-06-14 04:19,False,agent,2
CON000525,CUST000304,ivr,billing_question,2026-06-16 04:02,False,self-service,7
CON000526,CUST000304,agent,plan_change,2026-04-14 06:29,False,agent,4
CON000527,CUST000304,web,cancel_request,2026-06-02 04:37,False,self-service,1
CON000528,CUST000304,chat,billing_question,2026-05-21 11:38,False,self-service,1
CON000529,CUST000304,web,plan_change,2026-03-16 20:04,True,agent,6
CON000530,CUST000305,agent,billing_question,2026-06-05 14:11,False,agent,16
CON000531,CUST000305,web,billing_question,2026-05-19 23:16,False,self-service,10
CON000532,CUST000305,agent,billing_question,2026-03-31 12:15,False,agent,2
CON000533,CUST000306,ivr,billing_question,2026-06-03 18:25,False,self-service,2
CON000534,CUST000306,agent,general_inquiry,2026-06-24 03:52,False,agent,11
CON000535,CUST000306,ivr,technical_support,2026-03-05 10:08,False,self-service,4
CON000536,CUST000307,chat,technical_support,2026-04-11 07:18,True,agent,6
CON000537,CUST000307,web,billing_question,2026-05-26 06:55,False,self-service,5
CON000538,CUST000307,chat,technical_support,2026-04-30 06:28,False,self-service,11
CON000539,CUST000307,agent,cancel_request,2026-05-26 18:09,False,agent,4
CON000540,CUST000307,ivr,billing_question,2026-06-19 05:12,False,self-service,10
CON000541,CUST000308,chat,billing_question,2026-04-08 07:38,False,self-service,6
CON000542,CUST000308,ivr,technical_support,2026-06-13 16:36,False,self-service,6
CON000543,CUST000309,web,outage_report,2026-05-26 20:08,False,self-service,10
CON000544,CUST000310,web,billing_question,2026-04-14 10:27,False,self-service,6
CON000545,CUST000310,ivr,plan_change,2026-04-21 00:51,False,self-service,3
CON000546,CUST000310,web,new_service,2026-05-02 17:24,True,agent,12
CON000547,CUST000311,ivr,outage_report,2026-03-02 07:26,False,self-service,8
CON000548,CUST000312,ivr,new_service,2026-05-27 02:10,False,self-service,4
CON000549,CUST000312,web,new_service,2026-03-21 03:37,False,self-service,2
CON000550,CUST000314,agent,new_service,2026-06-04 07:57,False,agent,4
CON000551,CUST000314,chat,technical_support,2026-05-15 05:31,False,self-service,10
CON000552,CUST000314,ivr,plan_change,2026-03-08 03:18,False,self-service,3
CON000553,CUST000314,agent,cancel_request,2026-03-31 21:56,False,agent,2
CON000554,CUST000315,chat,general_inquiry,2026-04-04 07:54,False,self-service,9
CON000555,CUST000315,web,cancel_request,2026-06-21 02:35,False,self-service,8
CON000556,CUST000315,agent,billing_question,2026-04-16 19:01,False,agent,1
CON000557,CUST000316,web,billing_question,2026-04-14 15:57,False,self-service,6
CON000558,CUST000317,agent,general_inquiry,2026-04-05 11:54,False,agent,5
CON000559,CUST000317,chat,technical_support,2026-04-29 18:55,True,agent,3
CON000560,CUST000317,web,technical_support,2026-03-03 08:38,False,self-service,9
CON000561,CUST000318,chat,technical_support,2026-06-09 02:41,False,self-service,4
CON000562,CUST000319,web,technical_support,2026-04-20 22:28,False,self-service,6
CON000563,CUST000319,chat,billing_question,2026-03-04 02:11,True,agent,11
CON000564,CUST000323,ivr,technical_support,2026-06-01 17:00,False,self-service,4
CON000565,CUST000323,chat,technical_support,2026-06-12 18:33,False,self-service,12
CON000566,CUST000324,web,new_service,2026-04-02 11:49,False,self-service,6
CON000567,CUST000325,web,general_inquiry,2026-06-08 07:12,False,self-service,5
CON000568,CUST000326,agent,billing_question,2026-05-10 17:41,False,agent,12
CON000569,CUST000326,chat,new_service,2026-05-12 00:47,False,self-service,7
CON000570,CUST000327,web,new_service,2026-04-24 05:10,False,self-service,3
CON000571,CUST000329,agent,billing_question,2026-03-12 01:49,False,agent,3
CON000572,CUST000329,web,technical_support,2026-04-15 20:31,False,self-service,9
CON000573,CUST000330,web,technical_support,2026-04-09 19:33,False,self-service,8
CON000574,CUST000331,web,plan_change,2026-03-30 22:13,False,self-service,3
CON000575,CUST000331,agent,outage_report,2026-03-12 00:41,False,agent,16
CON000576,CUST000331,web,new_service,2026-04-26 23:48,False,self-service,1
CON000577,CUST000331,ivr,technical_support,2026-03-31 18:03,False,self-service,9
CON000578,CUST000332,chat,plan_change,2026-04-06 06:16,False,self-service,3
CON000579,CUST000332,agent,billing_question,2026-03-29 03:18,False,agent,3
CON000580,CUST000333,chat,technical_support,2026-06-04 07:46,False,self-service,7
CON000581,CUST000333,ivr,billing_question,2026-06-16 11:47,False,self-service,5
CON000582,CUST000334,ivr,technical_support,2026-05-03 12:56,False,self-service,1
CON000583,CUST000334,chat,plan_change,2026-04-02 09:59,True,agent,2
CON000584,CUST000334,ivr,outage_report,2026-06-17 15:34,False,self-service,2
CON000585,CUST000334,ivr,billing_question,2026-03-19 07:47,False,self-service,2
CON000586,CUST000335,chat,billing_question,2026-03-28 09:11,True,agent,12
CON000587,CUST000335,agent,billing_question,2026-06-27 02:17,False,agent,4
CON000588,CUST000336,web,billing_question,2026-05-10 06:59,False,self-service,1
CON000589,CUST000336,agent,billing_question,2026-03-28 15:16,False,agent,5
CON000590,CUST000337,ivr,plan_change,2026-06-25 01:18,False,self-service,8
CON000591,CUST000338,ivr,outage_report,2026-04-26 18:59,False,self-service,4
CON000592,CUST000338,chat,billing_question,2026-03-10 16:02,True,agent,13
CON000593,CUST000339,chat,cancel_request,2026-04-08 13:24,False,self-service,9
CON000594,CUST000339,chat,technical_support,2026-06-20 14:48,False,self-service,5
CON000595,CUST000340,chat,outage_report,2026-03-22 14:20,True,agent,1
CON000596,CUST000341,web,new_service,2026-03-30 06:59,True,agent,5
CON000597,CUST000342,web,technical_support,2026-05-23 00:03,False,self-service,11
CON000598,CUST000342,web,plan_change,2026-04-28 07:17,True,agent,3
CON000599,CUST000342,ivr,plan_change,2026-05-05 03:42,False,self-service,1
CON000600,CUST000343,ivr,billing_question,2026-05-16 04:41,False,self-service,11
CON000601,CUST000344,chat,general_inquiry,2026-05-05 23:32,False,self-service,1
CON000602,CUST000345,web,technical_support,2026-05-23 22:44,True,agent,6
CON000603,CUST000346,web,technical_support,2026-06-19 02:10,False,self-service,7
CON000604,CUST000347,chat,plan_change,2026-04-18 04:21,False,self-service,7
CON000605,CUST000349,web,technical_support,2026-04-21 02:53,False,self-service,4
CON000606,CUST000350,ivr,new_service,2026-06-22 18:27,False,self-service,8
CON000607,CUST000350,chat,billing_question,2026-04-24 17:39,True,agent,12
CON000608,CUST000350,chat,billing_question,2026-06-18 07:26,False,self-service,3
CON000609,CUST000352,agent,new_service,2026-03-29 22:02,False,agent,12
CON000610,CUST000353,chat,technical_support,2026-05-04 03:12,True,agent,6
CON000611,CUST000353,agent,plan_change,2026-05-23 12:18,False,agent,8
CON000612,CUST000354,agent,outage_report,2026-04-03 08:18,False,agent,8
CON000613,CUST000356,agent,plan_change,2026-03-10 00:39,False,agent,1
CON000614,CUST000356,web,outage_report,2026-04-17 11:42,False,self-service,12
CON000615,CUST000357,agent,technical_support,2026-04-19 22:37,False,agent,6
CON000616,CUST000358,agent,billing_question,2026-03-11 06:38,False,agent,5
CON000617,CUST000358,web,technical_support,2026-03-08 11:21,False,self-service,6
CON000618,CUST000359,ivr,outage_report,2026-03-10 04:47,False,self-service,5
CON000619,CUST000359,agent,new_service,2026-05-05 15:55,False,agent,14
CON000620,CUST000359,agent,technical_support,2026-04-07 16:09,False,agent,9
CON000621,CUST000360,ivr,new_service,2026-03-29 06:09,False,self-service,7
CON000622,CUST000361,agent,technical_support,2026-05-15 14:51,False,agent,8
CON000623,CUST000362,agent,billing_question,2026-05-23 01:24,False,agent,7
CON000624,CUST000363,web,billing_question,2026-05-03 20:17,True,agent,3
CON000625,CUST000364,ivr,technical_support,2026-06-07 08:45,False,self-service,2
CON000626,CUST000365,chat,technical_support,2026-06-29 09:41,True,agent,12
CON000627,CUST000367,ivr,general_inquiry,2026-05-21 21:03,False,self-service,8
CON000628,CUST000368,chat,plan_change,2026-03-30 05:25,False,self-service,1
CON000629,CUST000369,web,technical_support,2026-06-19 06:13,True,agent,8
CON000630,CUST000369,chat,billing_question,2026-05-27 05:29,False,self-service,6
CON000631,CUST000369,ivr,general_inquiry,2026-06-14 19:47,False,self-service,5
CON000632,CUST000370,agent,billing_question,2026-06-12 14:45,False,agent,8
CON000633,CUST000371,agent,cancel_request,2026-04-27 13:23,False,agent,1
CON000634,CUST000372,web,plan_change,2026-05-03 08:51,False,self-service,8
CON000635,CUST000373,web,billing_question,2026-06-29 09:02,False,self-service,9
CON000636,CUST000373,web,new_service,2026-05-03 06:52,False,self-service,4
CON000637,CUST000373,chat,technical_support,2026-05-01 05:54,False,self-service,6
CON000638,CUST000373,chat,plan_change,2026-03-28 00:47,True,agent,3
CON000639,CUST000373,chat,outage_report,2026-05-28 12:47,False,self-service,11
CON000640,CUST000375,agent,new_service,2026-04-16 02:34,False,agent,7
CON000641,CUST000376,web,billing_question,2026-06-08 05:44,False,self-service,3
CON000642,CUST000376,chat,technical_support,2026-03-11 04:35,False,self-service,15
CON000643,CUST000376,agent,billing_question,2026-04-10 16:59,False,agent,4
CON000644,CUST000376,agent,technical_support,2026-05-17 20:06,False,agent,11
CON000645,CUST000377,ivr,new_service,2026-04-01 05:02,False,self-service,4
CON000646,CUST000377,chat,cancel_request,2026-06-07 12:00,False,self-service,1
CON000647,CUST000378,ivr,technical_support,2026-05-13 10:59,False,self-service,8
CON000648,CUST000379,chat,new_service,2026-04-03 23:14,False,self-service,4
CON000649,CUST000379,chat,technical_support,2026-06-12 08:11,True,agent,3
CON000650,CUST000379,web,billing_question,2026-03-10 18:16,False,self-service,8
CON000651,CUST000380,web,billing_question,2026-05-09 01:15,False,self-service,6
CON000652,CUST000381,ivr,technical_support,2026-05-04 02:51,False,self-service,13
CON000653,CUST000381,ivr,outage_report,2026-05-30 06:08,False,self-service,8
CON000654,CUST000381,agent,technical_support,2026-03-25 10:57,False,agent,2
CON000655,CUST000383,agent,technical_support,2026-04-18 03:36,False,agent,1
CON000656,CUST000383,chat,technical_support,2026-06-05 19:42,False,self-service,9
CON000657,CUST000383,ivr,billing_question,2026-06-03 00:44,False,self-service,9
CON000658,CUST000383,ivr,billing_question,2026-05-29 10:28,False,self-service,5
CON000659,CUST000384,chat,plan_change,2026-03-02 06:33,True,agent,1
CON000660,CUST000385,web,billing_question,2026-06-24 22:59,True,agent,3
CON000661,CUST000385,web,technical_support,2026-04-02 01:10,False,self-service,8
CON000662,CUST000386,web,technical_support,2026-04-07 05:57,False,self-service,10
CON000663,CUST000386,agent,technical_support,2026-03-24 13:27,False,agent,14
CON000664,CUST000386,web,new_service,2026-06-20 08:29,True,agent,1
CON000665,CUST000387,chat,outage_report,2026-05-13 06:31,False,self-service,5
CON000666,CUST000387,chat,billing_question,2026-04-17 21:12,False,self-service,4
CON000667,CUST000388,web,technical_support,2026-06-15 18:00,False,self-service,4
CON000668,CUST000389,ivr,outage_report,2026-05-16 03:54,False,self-service,1
CON000669,CUST000389,chat,technical_support,2026-06-28 18:19,False,self-service,7
CON000670,CUST000389,ivr,technical_support,2026-05-01 13:39,False,self-service,5
CON000671,CUST000390,agent,general_inquiry,2026-04-20 15:39,False,agent,8
CON000672,CUST000390,ivr,billing_question,2026-05-15 13:38,False,self-service,5
CON000673,CUST000391,agent,billing_question,2026-06-27 22:23,False,agent,7
CON000674,CUST000391,ivr,billing_question,2026-05-24 16:03,False,self-service,10
CON000675,CUST000392,ivr,billing_question,2026-03-23 07:29,False,self-service,7
CON000676,CUST000392,chat,new_service,2026-04-15 03:13,False,self-service,3
CON000677,CUST000393,ivr,billing_question,2026-03-26 06:26,False,self-service,5
CON000678,CUST000393,web,outage_report,2026-06-22 10:02,False,self-service,6
CON000679,CUST000393,chat,new_service,2026-03-08 16:10,True,agent,10
CON000680,CUST000394,web,billing_question,2026-03-15 19:06,False,self-service,6
CON000681,CUST000394,web,plan_change,2026-06-24 02:42,False,self-service,10
CON000682,CUST000395,agent,plan_change,2026-03-26 03:00,False,agent,1
CON000683,CUST000395,agent,plan_change,2026-04-27 17:59,False,agent,11
CON000684,CUST000396,ivr,new_service,2026-04-04 14:01,False,self-service,4
CON000685,CUST000397,web,outage_report,2026-05-13 15:50,False,self-service,11
CON000686,CUST000397,agent,general_inquiry,2026-03-18 19:41,False,agent,4
CON000687,CUST000398,web,technical_support,2026-04-01 05:04,False,self-service,5
CON000688,CUST000398,agent,billing_question,2026-06-27 14:42,False,agent,4
CON000689,CUST000398,agent,outage_report,2026-04-26 10:02,False,agent,6
CON000690,CUST000398,agent,outage_report,2026-05-23 15:28,False,agent,8
CON000691,CUST000398,web,plan_change,2026-03-03 16:00,False,self-service,5
CON000692,CUST000398,chat,billing_question,2026-04-01 04:23,False,self-service,4
CON000693,CUST000399,chat,technical_support,2026-06-09 05:13,True,agent,2
CON000694,CUST000400,ivr,technical_support,2026-03-22 20:49,False,self-service,2
CON000695,CUST000401,web,billing_question,2026-06-22 00:58,True,agent,5
CON000696,CUST000401,ivr,new_service,2026-03-18 21:03,False,self-service,7
CON000697,CUST000403,agent,billing_question,2026-04-22 01:06,False,agent,1
CON000698,CUST000403,agent,technical_support,2026-06-24 23:49,False,agent,7
CON000699,CUST000403,agent,billing_question,2026-03-30 00:10,False,agent,15
CON000700,CUST000405,agent,plan_change,2026-05-08 17:44,False,agent,7
CON000701,CUST000407,chat,billing_question,2026-04-14 06:37,True,agent,2
CON000702,CUST000407,web,technical_support,2026-06-25 13:58,False,self-service,3
CON000703,CUST000407,agent,general_inquiry,2026-04-01 04:40,False,agent,14
CON000704,CUST000407,chat,new_service,2026-03-18 14:43,False,self-service,10
CON000705,CUST000408,agent,new_service,2026-03-08 06:12,False,agent,9
CON000706,CUST000409,web,new_service,2026-04-27 10:25,False,self-service,5
CON000707,CUST000410,ivr,technical_support,2026-05-18 14:37,False,self-service,4
CON000708,CUST000411,agent,billing_question,2026-05-13 19:24,False,agent,3
CON000709,CUST000411,agent,billing_question,2026-03-23 11:05,False,agent,4
CON000710,CUST000412,agent,cancel_request,2026-04-29 08:44,False,agent,7
CON000711,CUST000413,ivr,plan_change,2026-05-23 02:45,False,self-service,12
CON000712,CUST000415,chat,new_service,2026-06-20 19:43,False,self-service,7
CON000713,CUST000415,chat,billing_question,2026-04-26 07:04,False,self-service,10
CON000714,CUST000416,agent,billing_question,2026-03-30 07:07,False,agent,4
CON000715,CUST000417,web,cancel_request,2026-04-24 05:44,False,self-service,9
CON000716,CUST000418,agent,technical_support,2026-06-02 23:14,False,agent,6
CON000717,CUST000418,agent,billing_question,2026-03-21 15:59,False,agent,1
CON000718,CUST000419,ivr,technical_support,2026-04-20 02:55,False,self-service,11
CON000719,CUST000421,agent,plan_change,2026-05-14 01:22,False,agent,7
CON000720,CUST000421,ivr,new_service,2026-06-24 11:24,False,self-service,13
CON000721,CUST000421,chat,new_service,2026-03-16 10:07,False,self-service,13
CON000722,CUST000422,chat,cancel_request,2026-03-13 21:42,False,self-service,1
CON000723,CUST000424,ivr,technical_support,2026-04-02 00:10,False,self-service,6
CON000724,CUST000425,chat,plan_change,2026-05-03 19:30,False,self-service,4
CON000725,CUST000426,chat,technical_support,2026-03-07 22:48,True,agent,11
CON000726,CUST000427,ivr,plan_change,2026-03-15 21:46,False,self-service,2
CON000727,CUST000427,web,technical_support,2026-04-26 04:42,True,agent,4
CON000728,CUST000429,web,plan_change,2026-04-07 11:18,False,self-service,16
CON000729,CUST000429,agent,billing_question,2026-05-13 06:10,False,agent,6
CON000730,CUST000430,web,general_inquiry,2026-04-29 01:04,False,self-service,4
CON000731,CUST000430,agent,billing_question,2026-04-12 08:53,False,agent,12
CON000732,CUST000430,ivr,cancel_request,2026-03-05 03:24,False,self-service,8
CON000733,CUST000431,web,outage_report,2026-04-03 23:08,False,self-service,8
CON000734,CUST000431,agent,technical_support,2026-03-05 10:54,False,agent,6
CON000735,CUST000432,chat,billing_question,2026-03-29 12:21,False,self-service,4
CON000736,CUST000433,agent,outage_report,2026-04-29 19:12,False,agent,1
CON000737,CUST000433,ivr,plan_change,2026-06-25 10:20,False,self-service,9
CON000738,CUST000434,ivr,billing_question,2026-04-13 15:36,False,self-service,10
CON000739,CUST000434,chat,billing_question,2026-05-22 05:36,False,self-service,13
CON000740,CUST000435,agent,general_inquiry,2026-04-23 12:36,False,agent,6
CON000741,CUST000435,chat,technical_support,2026-04-05 03:10,True,agent,5
